ec_id,name,premises,address,lat,lon,state,wheelchair_access
,Ballajura Primary School,,"175 Illawarra Crescent South, BALLAJURA WA 6066",-31.83563000,115.89154000,WA,Wheelchair Access
,Caversham Primary School,,"65 Coast Road, WEST SWAN WA 6055",-31.85800900,115.98333100,WA,Wheelchair Access
,Ellenbrook Secondary College,,"100 Main Street, ELLENBROOK WA 6069",-31.78475000,115.96527000,WA,
,GraceLife Church,,"66 Woodlake Boulevard, ELLENBROOK WA 6069",-31.79115000,115.97432700,WA,Wheelchair Access
,Illawarra Primary School,,"Illawarra Crescent North, BALLAJURA WA 6066",-31.82825000,115.88183000,WA,
,South Ballajura Primary School,,"2-34 Wyperfeld Gardens, BALLAJURA WA 6066",-31.84942000,115.91095700,WA,
,Swan Valley Anglican Community School,,"Swanleigh Parade, AVELEY WA 6069",-31.79450000,115.98633000,WA,Wheelchair Access
,Bibra Lake Primary School,,"29 Annois Road, BIBRA LAKE WA 6163",-32.09420000,115.83978000,WA,Wheelchair Access
,Caralee Community School,,"24 Winnacott Street, WILLAGEE WA 6156",-32.05156000,115.80500000,WA,
,Coolbellup Community School,,"15 Waverley Road, COOLBELLUP WA 6163",-32.08217000,115.80867000,WA,Wheelchair Access
,Newton Primary School,,"4 Marvell Avenue, SPEARWOOD WA 6163",-32.11146000,115.78898000,WA,Wheelchair Access
,North Lake Senior Campus,,"188-200 Winterfold Road, KARDINYA WA 6163",-32.07395000,115.81405000,WA,
,Samson Primary School,,"22 Lawrence Way, SAMSON WA 6163",-32.07271000,115.80273000,WA,
,South Lake Primary School,,"62 Mason Court, SOUTH LAKE WA 6164",-32.10552000,115.83457000,WA,Wheelchair Access
,Southern Districts Senior Centre,,"Cnr North Lake Road and Archibald Street , WILLAGEE WA 6156",-32.05357400,115.81493000,WA,Wheelchair Access
,St Michael Church,,"15 Mell Road, SPEARWOOD WA 6163",-32.11016000,115.77676900,WA,
