ec_id,name,premises,address,lat,lon,state,wheelchair_access
,Dudley Park Primary School,,"64 Gillark Street, DUDLEY PARK WA 6210",-32.54182,115.73561,WA,Wheelchair Access
,Elevation Church Hall,,"240 McLarty Road, HALLS HEAD WA 6210",-32.539634,115.693747,WA,Wheelchair Access
,Falcon Primary School,,"30 Baloo Crescent, FALCON WA 6210",-32.59302,115.64322,WA,Wheelchair Access
,Falcon Reserve Football Pavilion,,"49 Lynda Street, FALCON WA 6210",-32.579044,115.661045,WA,Wheelchair Access
,Glencoe Primary School,,"12 Brigadoon Close, HALLS HEAD WA 6210",-32.542691,115.703856,WA,Wheelchair Access
,Halls Head Primary School,,"21 Oleander Place, HALLS HEAD WA 6210",-32.55072,115.69552,WA,Wheelchair Access
,Ocean Road Primary School,,"15 Ocean Road, DAWESVILLE WA 6211",-32.62423,115.63044,WA,Wheelchair Access
,South Halls Head Primary School,,"38 Karon Vista, HALLS HEAD WA 6210",-32.5641,115.67874,WA,Wheelchair Access
,Southern Estuary Progress Association Hall,,"Estuary Road, DAWESVILLE WA 6210",-32.609868,115.64265,WA,Wheelchair Access
,Darling Range Sports College,,"117 Berkshire Road, FORRESTFIELD WA 6058",-31.97593,116.009668,WA,Wheelchair Access
,East Kenwick Primary School,,"96 Kenwick Road, KENWICK WA 6107",-32.032309,115.980327,WA,Wheelchair Access
,Edney Primary School,,"204 Newburn Road, HIGH WYCOMBE WA 6057",-31.947389,116.007037,WA,Wheelchair Access
,Forrestfield Primary School,,"45 Sussex Road, FORRESTFIELD WA 6058",-31.99081,116.00824,WA,Wheelchair Access
,High Wycombe Primary School,,"60 Newburn Road, HIGH WYCOMBE WA 6057",-31.940297,116.002791,WA,Wheelchair Access
,Maida Vale Primary School,,"310 Kalamunda Road, MAIDA VALE WA 6057",-31.949431,116.022876,WA,Wheelchair Access
,Wattle Grove Primary School,,"73 St John Road, WATTLE GROVE WA 6107",-31.996605,115.983154,WA,Wheelchair Access
,Woodlupine Primary School,,"29 Solandra Way, FORRESTFIELD WA 6058",-31.984291,116.004135,WA,Wheelchair Access
,Christ The King School,,"87 York Street, BEACONSFIELD WA 6162",-32.072125,115.773357,WA,Wheelchair Access
,East Hamilton Hill Primary School,,"27 Bradbury Road, HAMILTON HILL WA 6163",-32.07695,115.78954,WA,Wheelchair Access
,Fremantle Primary School,,"1 Brennan Street, FREMANTLE WA 6160",-32.058634,115.753066,WA,
,Fremantle Voting Centre,,"Unit 1/4-8 Adelaide Street, (Opposite Town Hall entrance), FREMANTLE WA 6160",-32.053899,115.747155,WA,Wheelchair Access
,Hilton Primary School,,"21 Rennie Crescent North, HILTON WA 6163",-32.06803,115.78455,WA,Wheelchair Access
,Palmyra Voting Centre,,"Shop 4/307 Stock Road, PALMYRA WA 6157",-32.053955,115.792422,WA,Wheelchair Access
,Phoenix Primary School,,"28 Phoenix Road, HAMILTON HILL WA 6163",-32.092476,115.778923,WA,
,Rottnest Island Picture Hall,,"Brand Way, ROTTNEST ISLAND WA 6161",-31.99744,115.539865,WA,Wheelchair Access
,South Metropolitan Education Regional Office,,"184 Hampton Road, BEACONSFIELD WA 6162",-32.067349,115.757897,WA,Wheelchair Access
,Southwell Primary School,,"26 Grandpre Crescent, HAMILTON HILL WA 6163",-32.09019,115.78447,WA,Wheelchair Access
,Spearwood Primary School,,"73 Gerald Street, SPEARWOOD WA 6163",-32.101155,115.787647,WA,
,White Gum Valley Primary School,,"29 Hope Street, WHITE GUM VALLEY WA 6162",-32.059055,115.765622,WA,Wheelchair Access
,Allendale Primary School,,"52 Wittenoom Street, GERALDTON WA 6530",-28.76407,114.62322,WA,Wheelchair Access
,Bluff Point Primary School,,"18 Mitchell Street, BLUFF POINT WA 6530",-28.73974,114.6227,WA,Wheelchair Access
,Cape Burney Volunteer Fire Brigade,,"5 Hull Street, CAPE BURNEY WA 6532",-28.860759,114.641866,WA,
,Geraldton Primary School,,"75 Fitzgerald Street, GERALDTON WA 6530",-28.778895,114.608055,WA,
,Geraldton Voting Centre,,"Shop 1/89 Durlacher Street, GERALDTON WA 6530",-28.775225,114.614723,WA,Wheelchair Access
,John Batten Drummond Cove Community Centre,,"62 Whitehill Road, DRUMMOND COVE WA 6532",-28.670393,114.612293,WA,
,Moonyoonooka Polocrosse Club,,"Geraldton-Mt Magnet Road, MOONYOONOOKA WA 6532",-28.78212,114.73445,WA,
,Mount Tarcoola Primary School,,"57 Forden Street, MOUNT TARCOOLA WA 6530",-28.80037,114.62875,WA,Wheelchair Access
,Rangeway Primary School,,"4 Cassia Street, RANGEWAY WA 6530",-28.77983,114.62863,WA,Wheelchair Access
,Spalding Family Centre,,"75 Mitchell Street, SPALDING WA 6530",-28.74152,114.629961,WA,Wheelchair Access
,Waggrakine Primary School,,"9 Hall Road, WAGGRAKINE WA 6530",-28.718264,114.637503,WA,Wheelchair Access
,Walkaway Primary School,,"8 Evans Road, WALKAWAY WA 6528",-28.939752,114.799222,WA,
,Wandina Primary School,,"Lot 475 Ajax Drive, WANDINA WA 6530",-28.816933,114.635649,WA,Wheelchair Access
,Beldon Primary School,,"10 Pacific Way, BELDON WA 6027",-31.77422,115.75742,WA,
,Craigie Heights Primary School,,"47 Spinaway Street, CRAIGIE WA 6025",-31.78955,115.76075,WA,Wheelchair Access
,Flinders Park Community Hall,,"Broadbeach Boulevard, HILLARYS WA 6025",-31.808185,115.7365,WA,Wheelchair Access
,Hillarys Primary School,,"75 Lymburner Drive, HILLARYS WA 6025",-31.812603,115.75286,WA,
,Mullaloo Heights Primary School,,"27 Charonia Road, MULLALOO WA 6027",-31.77744,115.74872,WA,
,Padbury Primary School,,"MacDonald Avenue, PADBURY WA 6025",-31.80478,115.76064,WA,
,South Padbury Primary School,,"56 Warburton Avenue, PADBURY WA 6025",-31.81174,115.7642,WA,
,Springfield Primary School,,"31 Bridgewater Drive, KALLAROO WA 6025",-31.792983,115.750666,WA,Wheelchair Access
,St Mark's Anglican Community School,,"20 St Marks Drive, HILLARYS WA 6025",-31.798487,115.742873,WA,
,Canning Vale Primary School,,"The Ramble , CANNING VALE WA 6155",-32.07606,115.91252,WA,Wheelchair Access
,Forrestdale Primary School,,"35 Broome Street, FORRESTDALE WA 6112",-32.153018,115.948538,WA,Wheelchair Access
,Harrisdale Primary School,,"7 Fairhaven Avenue, HARRISDALE WA 6112",-32.12481,115.93703,WA,Wheelchair Access
,Leeming Primary School,,"10 Meharry Road, LEEMING WA 6149",-32.07605,115.86302,WA,Wheelchair Access
,Nido Early School,,"101 Clementine Boulevard, TREEBY WA 6164",-32.11921,115.878341,WA,Wheelchair Access
,Piara Waters Primary School,,"440 Wright Road, PIARA WATERS WA 6112",-32.12697,115.91625,WA,Wheelchair Access
,Ranford Primary School,,"Orkney Crescent, CANNING VALE WA 6155",-32.093748,115.910891,WA,Wheelchair Access
,West Leeming Primary School,,"50 Westall Terrace, LEEMING WA 6149",-32.07039,115.85615,WA,Wheelchair Access
,Beaumaris Community Centre,,"66 Constellation Drive, OCEAN REEF WA 6027",-31.751077,115.734821,WA,Wheelchair Access
,Connolly Primary School,,"Fairway Circle, CONNOLLY WA 6027",-31.74707,115.75788,WA,Wheelchair Access
,Eddystone Primary School,,"Littorina Avenue, HEATHRIDGE WA 6027",-31.76668,115.76863,WA,Wheelchair Access
,Edgewater Primary School,,"76 Treetop Avenue, EDGEWATER WA 6027",-31.76341,115.78043,WA,Wheelchair Access
,Joondalup Primary School,,"150 Blue Mountain Drive, JOONDALUP WA 6027",-31.72328,115.761424,WA,Wheelchair Access
,Joondalup Public Library,,"102 Boas Avenue, JOONDALUP WA 6027",-31.7436,115.77342,WA,Wheelchair Access
,Ocean Reef Senior High School,,"21 Venturi Drive, OCEAN REEF WA 6027",-31.75974,115.7389,WA,Wheelchair Access
,Poseidon Primary School,,"97 Poseidon Road, HEATHRIDGE WA 6027",-31.76099,115.75188,WA,Wheelchair Access
,Carmel Hall,,"152 Carmel Road, CARMEL WA 6076",-32.019397,116.090593,WA,Wheelchair Access
,Churches of Christ in WA,,"1470 Stoneville Road, MUNDARING WA 6073",-31.883776,116.17149,WA,Wheelchair Access
,Darlington Lesser Hall,,"Owen Road, DARLINGTON WA 6070",-31.918128,116.074753,WA,Wheelchair Access
,Falls Road Primary School,,"50 Falls Road, LESMURDIE WA 6076",-31.992474,116.047699,WA,Wheelchair Access
,Glen Forrest Primary School,,"34 Tillbrook Street, GLEN FORREST WA 6071",-31.915557,116.100898,WA,Wheelchair Access
,Gooseberry Hill Primary School,,"24 Ledger Road, GOOSEBERRY HILL WA 6076",-31.956113,116.056066,WA,Wheelchair Access
,Kalamunda Primary School,,"32 Heath Road, KALAMUNDA WA 6076",-31.9714,116.05147,WA,Wheelchair Access
,Kalamunda Senior High School,,"12 Cotherstone Road, KALAMUNDA WA 6076",-31.97735,116.056834,WA,Wheelchair Access
,Lesmurdie Primary School,,"49 Sanderson Road, LESMURDIE WA 6076",-32.004457,116.045722,WA,Wheelchair Access
,Mahogany Creek Hall,,"3060 Strettle Road, MAHOGANY CREEK WA 6072",-31.906247,116.137556,WA,Wheelchair Access
,Mundaring Hall,,"Cnr Jacoby and Nichol Streets, MUNDARING WA 6073",-31.903308,116.165493,WA,Wheelchair Access
,Mundaring Primary School,,"855 Stevens Street, MUNDARING WA 6073",-31.895036,116.172333,WA,Wheelchair Access
,Parkerville Primary School,,"16 Parker Road, PARKERVILLE WA 6081",-31.883299,116.133084,WA,Wheelchair Access
,Pickering Brook Primary School,,"241 Pickering Brook Road, PICKERING BROOK WA 6076",-32.034876,116.131555,WA,Wheelchair Access
,Walliston Primary School,,"11 Dianella Road, WALLISTON WA 6076",-31.99878,116.07019,WA,Wheelchair Access
,Boulder Primary School,,"200 Lane Street, BOULDER WA 6432",-30.779727,121.488458,WA,
,Coolgardie Community Recreation Centre,,"69 Sylvester Street, COOLGARDIE WA 6429",-30.953704,121.164179,WA,
,Goldfields Arts Centre,,"35 Cheetham Street, KALGOORLIE WA 6430",-30.7504,121.47602,WA,Wheelchair Access
,Hannans Primary School,,"2 A Nankiville Road , KALGOORLIE WA 6430",-30.72423,121.45171,WA,Wheelchair Access
,John Paul College,,"Lionel Street, SOUTH KALGOORLIE WA 6430",-30.7636,121.47896,WA,
,Kalgoorlie Health Campus,,"Piccadilly Street, PICCADILLY WA 6430",-30.74063,121.46941,WA,Wheelchair Access
,Kambalda West District High School,,"Salmon Gums Road, KAMBALDA WEST WA 6442",-31.20617,121.61909,WA,
,Laverton Primary School,,"Lancefield Street, LAVERTON WA 6440",-28.6273,122.4038,WA,Wheelchair Access
,Leinster Community Hall,,"Link Road, LEINSTER WA 6437",-27.91328,120.69769,WA,
,Leonora Recreation Centre,,"Tower Street, LEONORA WA 6438",-28.881999,121.331093,WA,Wheelchair Access
,Norseman Town Hall,,"88-92 Prinsep Street, NORSEMAN WA 6443",-32.19884,121.77913,WA,Wheelchair Access
,North Kalgoorlie Primary School,,"Campbell Street, LAMINGTON WA 6430",-30.738687,121.460163,WA,Wheelchair Access
,O'Connor Primary School,,"235 Johnston Street, KALGOORLIE WA 6430",-30.77741,121.46585,WA,
,Broome Civic Centre,,"27 Weld Street, BROOME WA 6725",-17.959484,122.239841,WA,Wheelchair Access
,Broome North Primary School,,"100 Tanami Drive, BROOME WA 6725",-17.926637,122.230142,WA,Wheelchair Access
,Cable Beach Primary School,,"Dakas Street, CABLE BEACH WA 6726",-17.959338,122.216806,WA,
,Derby District High School,,"10 Anderson Street, DERBY WA 6728",-17.308145,123.633547,WA,Wheelchair Access
,Fitzroy Valley District High School,,"Flynn Drive, FITZROY CROSSING WA 6765",-18.188082,125.564315,WA,
,Halls Creek District High School,,"Thomas Street, HALLS CREEK WA 6770",-18.22515,127.66905,WA,
,Kununurra Leisure Centre,,"115 Coolibah Drive, KUNUNURRA WA 6743",-15.77314,128.73836,WA,Wheelchair Access
,Roebuck Bay Primary School,,"Spoonbill Avenue, BROOME WA 6725",-17.93988,122.23247,WA,
,Wyndham District High School,,"16 Coverley Street, WYNDHAM WA 6740",-15.488004,128.120831,WA,
,Church of Christ Warwick,,"77 Ellersdale Avenue, WARWICK WA 6024",-31.84174,115.8092,WA,Wheelchair Access
,Creaney Primary School,,"6 Creaney Drive, KINGSLEY WA 6026",-31.80365,115.78842,WA,Wheelchair Access
,East Hamersley Primary School,,"20 Doon Way, HAMERSLEY WA 6022",-31.847777,115.817917,WA,Wheelchair Access
,Glendale Primary School,,"21 Glendale Avenue, HAMERSLEY WA 6022",-31.848513,115.807644,WA,Wheelchair Access
,Goollelal Primary School,,"30 Cadogan Street, KINGSLEY WA 6026",-31.81516,115.80116,WA,Wheelchair Access
,Greenwood College,,"79 Coolibah Drive, GREENWOOD WA 6024",-31.82782,115.7915,WA,Wheelchair Access
,Greenwood Primary School,,"12 Merivale Way, GREENWOOD WA 6024",-31.828768,115.808459,WA,Wheelchair Access
,Halidon Primary School,,"38 Halidon Street, KINGSLEY WA 6026",-31.80828,115.8015,WA,Wheelchair Access
,Hawker Park Primary School,,"47 Hawker Avenue, WARWICK WA 6024",-31.84019,115.7971,WA,Wheelchair Access
,Woodvale Primary School,,"44 Keatley Crescent, WOODVALE WA 6026",-31.794315,115.793695,WA,Wheelchair Access
,Woodvale Secondary College,,"110 Woodvale Drive, WOODVALE WA 6026",-31.7913,115.80048,WA,Wheelchair Access
,Aubin Grove Primary School,,"85 Camden Boulevard, AUBIN GROVE WA 6164",-32.17272,115.861362,WA,Wheelchair Access
,Bertram Primary School,,"Champion Drive, BERTRAM WA 6167",-32.24695,115.8432,WA,Wheelchair Access
,Calista Primary School,,"Chilcott Street, CALISTA WA 6167",-32.24559,115.81067,WA,Wheelchair Access
,Casuarina Wellard Community Hall,,"Cnr Mortimer & Barker Road, WELLARD WA 6170",-32.255663,115.872546,WA,Wheelchair Access
,Hammond Park Primary School,,"10 Eucalyptus Drive, HAMMOND PARK WA 6164",-32.166382,115.844298,WA,Wheelchair Access
,Honeywood Primary School,,"Winjana Rise, WANDI WA 6167",-32.193977,115.864209,WA,Wheelchair Access
,Leda Primary School,,"1-25 Feilman Drive, LEDA WA 6170",-32.260218,115.803967,WA,Wheelchair Access
,Medina Primary School,,"2 Medina Avenue, MEDINA WA 6167",-32.235927,115.804771,WA,Wheelchair Access
,North Parmelia Primary School,,"15-35 Durrant Avenue, PARMELIA WA 6167",-32.23544,115.83616,WA,Wheelchair Access
,St Vincent's School,,"114 Parmelia Avenue, PARMELIA WA 6167",-32.252542,115.826167,WA,Wheelchair Access
,Alexander Heights Community Hall,,"18 Linto Way, ALEXANDER HEIGHTS WA 6064",-31.828529,115.853601,WA,Wheelchair Access
,Alinjarra Primary School,,"33 Northumberland Avenue, ALEXANDER HEIGHTS WA 6064",-31.830074,115.870322,WA,Wheelchair Access
,Ashdale Primary School,,"51 Ashdale Boulevard, DARCH WA 6065",-31.80856,115.84383,WA,Wheelchair Access
,Carnaby Rise Primary School,,"Pomodora Avenue, LANDSDALE WA 6065",-31.81744,115.874989,WA,
,Hocking Primary School,,"50 Gungurru Avenue, HOCKING WA 6065",-31.76971,115.81685,WA,Wheelchair Access
,Kingsway Christian College,,"157 Kingsway , DARCH WA 6065",-31.811567,115.837404,WA,
,Landsdale Primary School,,"The Broadview , LANDSDALE WA 6065",-31.80382,115.86241,WA,Wheelchair Access
,Madeley Primary School,,"Martindale Avenue, MADELEY WA 6065",-31.806639,115.829737,WA,Wheelchair Access
,Pearsall Primary School,,"Willespie Drive, PEARSALL WA 6065",-31.78096,115.81768,WA,Wheelchair Access
,Assumption Catholic Primary School,,"22-34 Gordon Road, MANDURAH WA 6210",-32.51048,115.74697,WA,Wheelchair Access
,Billy Dower Youth Centre,,"41 Dower Street, MANDURAH WA 6210",-32.532313,115.740307,WA,
,Coastal Lakes College,,"135 Badgerup Avenue, LAKELANDS WA 6180",-32.468193,115.762737,WA,
,Eastlake Church,,"99 Lakes Road, GREENFIELDS WA 6210",-32.530923,115.76194,WA,
,Madora Bay Community Hall,,"Orelia Street, MADORA BAY WA 6210",-32.472715,115.752066,WA,
,Mandurah Seniors Centre,,"41 Ormsby Terrace, MANDURAH WA 6210",-32.526693,115.72015,WA,Wheelchair Access
,RAAFA Meadow Springs Estate,,"41 Portrush Parade, MEADOW SPRINGS WA 6210",-32.50288,115.75345,WA,Wheelchair Access
,Riverside Primary School,,"1 Minilya Parkway, GREENFIELDS WA 6210",-32.53179,115.76789,WA,Wheelchair Access
,Bayswater Senior Citizens Centre,,"27 King William Street, BAYSWATER WA 6053",-31.920288,115.913862,WA,Wheelchair Access
,Embleton Primary School,,"51 Priestly Street, EMBLETON WA 6062",-31.90188,115.909802,WA,Wheelchair Access
,Filipino Australian Club of Perth Inc,,"1 Catherine Street, BEDFORD WA 6052",-31.912672,115.887719,WA,
,Hillcrest Primary School,,"2 Bay View Street, BAYSWATER WA 6053",-31.909777,115.902074,WA,Wheelchair Access
,Inglewood Masonic Hall,,"125 Ninth Avenue, INGLEWOOD WA 6052",-31.92465,115.888429,WA,
,Inglewood Primary School,,"34 Normanby Road, INGLEWOOD WA 6052",-31.917235,115.886426,WA,
,Maylands Peninsula Primary School,,"60 Kelvin Street, MAYLANDS WA 6051",-31.932301,115.903887,WA,Wheelchair Access
,School of Instrumental Music,,"150 Guildford Road, MAYLANDS WA 6051",-31.931813,115.891531,WA,
,Bellevue Hall,,"10 Helen Street, BELLEVUE WA 6056",-31.899515,116.027655,WA,Wheelchair Access
,Caversham Valley Primary School,,"60 Summerville Boulevard, CAVERSHAM WA 6055",-31.867901,115.968879,WA,Wheelchair Access
,Clayton View Primary School,,"Wangalla Road, KOONGAMIA WA 6056",-31.905302,116.040604,WA,
,Goodstart Early Learning Stratton,,"165 Talbot Road, STRATTON WA 6056",-31.862217,116.045642,WA,
,Greenmount Primary School,,"50-68 Innamincka Road, GREENMOUNT WA 6056",-31.897105,116.046806,WA,
,Guildford Town Hall,,"Cnr James and Meadows Streets, GUILDFORD WA 6055",-31.89957,115.97201,WA,Wheelchair Access
,Helena Valley Primary School,,"3700 Helena Valley Road, HELENA VALLEY WA 6056",-31.924682,116.049096,WA,
,Midland Town Hall,,"Cnr Great Eastern Highway and Old Great Northern Highway, MIDLAND WA 6056",-31.88948,116.00214,WA,Wheelchair Access
,North Metropolitan TAFE Midland Campus,,"Eddie Barron Drive, MIDDLE SWAN WA 6056",-31.878068,116.019298,WA,Wheelchair Access
,Stratton Community Hall,,"Jecks Place, STRATTON WA 6056",-31.868617,116.035028,WA,Wheelchair Access
,Swan View Senior High School,,"Gladstone Avenue, SWAN VIEW WA 6056",-31.88843,116.04381,WA,
,Balga Primary School,,"11 Fernhurst Crescent, BALGA WA 6061",-31.86099,115.84478,WA,
,Boyare Primary School,,"9 Threadleaf Way, MIRRABOOKA WA 6061",-31.85771,115.873457,WA,
,Hudson Park Primary School,,"23 Arnos Way, GIRRAWHEEN WA 6064",-31.83985,115.83706,WA,Wheelchair Access
,Koondoola Primary School,,"50 Burbridge Avenue, KOONDOOLA WA 6064",-31.837902,115.862361,WA,
,Marangaroo Hepburn Centre,,"46 Highclere Boulevard, MARANGAROO WA 6064",-31.830601,115.839525,WA,
,Marangaroo Primary School,,"88 Giralt Road, MARANGAROO WA 6064",-31.82843,115.82705,WA,Wheelchair Access
,Mirrabooka Voting Centre,,"Mirrabooka Community Centre , cnr Dryandra Drive and Pendula Gardens, MIRRABOOKA WA 6061",-31.856552,115.863184,WA,Wheelchair Access
,North Balga Primary School,,"30 Maitland Road, BALGA WA 6061",-31.85243,115.83413,WA,
,Rawlinson Primary School,,"27 Rawlinson Drive, MARANGAROO WA 6064",-31.82784,115.84409,WA,Wheelchair Access
,Roseworth Primary School,,"30 Stebbing Way, GIRRAWHEEN WA 6064",-31.84076,115.85322,WA,Wheelchair Access
,St Andrew's Grammar School,,"2 Hellenic Drive, DIANELLA WA 6059",-31.870066,115.874868,WA,Wheelchair Access
,Badgingarra Community Centre,,"Cnr North West Road and Meagher Drive, BADGINGARRA WA 6521",-30.38721,115.49866,WA,
,Bindoon Town Hall,,"Great Northern Highway, BINDOON WA 6502",-31.386026,116.096808,WA,
,Bolgart Primary School,,"28 Smith Street, BOLGART WA 6568",-31.273895,116.510466,WA,
,Calingiri Primary School,,"18 Cavell Street, CALINGIRI WA 6569",-31.090154,116.449177,WA,
,Carnamah District High School,,"48 McPherson Street, CARNAMAH WA 6517",-29.68695,115.89191,WA,
,Cervantes Recreation Centre,,"7 Aragon Street, CERVANTES WA 6511",-30.499586,115.070205,WA,Wheelchair Access
,Coorow District Hall,,"Main Street, COOROW WA 6515",-29.880944,116.023975,WA,
,Dalwallinu District High School,,"97 Johnston Street, DALWALLINU WA 6609",-30.270294,116.662037,WA,
,Dandaragan Primary School,,"Dandaragan Road, DANDARAGAN WA 6507",-30.67287,115.70262,WA,
,Dowerin Lesser Hall,,"15 Cottrell Street, DOWERIN WA 6461",-31.194957,117.031035,WA,
,Eneabba Primary School,,"20 Dewar Street, ENEABBA WA 6518",-29.81944,115.268769,WA,
,Gingin District High School Performing Arts Centre,,"1 Daw Street, GINGIN WA 6503",-31.344276,115.912369,WA,
,Goomalling Community Resource Centre,,"51 - 53 Railway Terrace, GOOMALLING WA 6460",-31.299118,116.826801,WA,Wheelchair Access
,Green Head Community Centre,,"Cnr The Lakes and Green Head Road, GREEN HEAD WA 6514",-30.067274,114.968171,WA,
,Guilderton Hall,,"Wedge Street, GUILDERTON WA 6041",-31.348772,115.504375,WA,Wheelchair Access
,Immaculate Heart College,,"34 Santa Gertrudis Drive, LOWER CHITTERING WA 6084",-31.56069,116.07813,WA,Wheelchair Access
,Irwin Recreation Centre,,"1 Ridley Street, DONGARA WA 6525",-29.265293,114.924604,WA,Wheelchair Access
,Jurien Bay District High School,,"19 Hamersley Street, JURIEN BAY WA 6516",-30.30761,115.03962,WA,Wheelchair Access
,Kalannie Primary School,,"41 Locke Street, KALANNIE WA 6468",-30.36294,117.11542,WA,
,Lancelin Primary School,,"Gingin Road, LANCELIN WA 6044",-31.011483,115.32985,WA,Wheelchair Access
,Ledge Point Community Hall,,"381 Turner Street, LEDGE POINT WA 6043",-31.1087,115.37788,WA,Wheelchair Access
,Leeman Primary School,,"10 Spencer Street, LEEMAN WA 6514",-29.94823,114.97841,WA,
,Miling Town Hall,,"Great Northern Highway, MILING WA 6575",-30.492176,116.362229,WA,
,Mingenew-Irwin Group Bankwest Building,,"6 Victoria Road, MINGENEW WA 6522",-29.190704,115.442395,WA,
,Moora Performing Arts Centre,,"Padbury Street, MOORA WA 6510",-30.641874,116.00801,WA,
,Morawa District High School,,"34 Gill Street, MORAWA WA 6623",-29.211201,116.005913,WA,Wheelchair Access
,Muchea Community Hall,,"Archibald Street, MUCHEA WA 6501",-31.58197,115.97096,WA,Wheelchair Access
,Mullewa District High School,,"Jose Street, MULLEWA WA 6630",-28.53676,115.5124,WA,
,Nabawa Community Centre,,"Chapman Valley Road, NABAWA WA 6532",-28.499113,114.79279,WA,
,New Norcia Institute Study Hall,,"New Norcia Road, NEW NORCIA WA 6509",-30.96852,116.21604,WA,
,Northampton RSL Hall,,"Essex Street, NORTHAMPTON WA 6535",-28.347788,114.63102,WA,
,Perenjori Primary School,,"Carnamah-Perenjori Road, PERENJORI WA 6620",-29.443671,116.28611,WA,
,Three Springs Primary School,,"30 Carter Street, THREE SPRINGS WA 6519",-29.534606,115.761234,WA,
,Toodyay Memorial Hall,,"117 Stirling Terrace, TOODYAY WA 6566",-31.550245,116.466831,WA,Wheelchair Access
,Watheroo Primary School,,"Cnr York & Marah Street, WATHEROO WA 6513",-30.299172,116.059946,WA,
,Wongan Hills Community Resource Centre,,"Lot 1 Wongan Road, WONGAN HILLS WA 6603",-30.89305,116.71624,WA,Wheelchair Access
,Woodridge Community Centre,,"13 King Drive, WOODRIDGE WA 6041",-31.33754,115.59856,WA,
,Camboon Primary School,,"Forder Road, NORANDA WA 6062",-31.87691,115.8909,WA,
,Dianella Heights Primary School,,"9 Beaman Street, DIANELLA WA 6059",-31.883642,115.866002,WA,Wheelchair Access
,Dianella Secondary College,,"180 Nollamara Avenue, DIANELLA WA 6059",-31.87822,115.85274,WA,Wheelchair Access
,Hampton Park Primary School,,"Hamersley Place, MORLEY WA 6062",-31.886581,115.917102,WA,
,John Septimus Roe Anglican Community School,,"463 Beechboro Road, BEECHBORO WA 6063",-31.87121,115.92315,WA,Wheelchair Access
,Morley Primary School,,"36 Wellington Road, MORLEY WA 6062",-31.89212,115.89537,WA,Wheelchair Access
,Nollamara Primary School,,"101 Harrison Street, NOLLAMARA WA 6061",-31.88463,115.83962,WA,Wheelchair Access
,Noranda Primary School,,"25 Walmsley Drive, NORANDA WA 6062",-31.87713,115.90798,WA,
,North Morley Primary School,,"81 Gordon Road West, DIANELLA WA 6059",-31.87846,115.87845,WA,Wheelchair Access
,Australian Islamic College - Dianella,,"81 Cleveland Street, DIANELLA WA 6059",-31.90275,115.87489,WA,Wheelchair Access
,Coolbinia Primary School,,"104 Bradford Street, COOLBINIA WA 6050",-31.91367,115.85971,WA,Wheelchair Access
,Dianella Community Centre,,"18 Kerry Street, DIANELLA WA 6059",-31.897008,115.874627,WA,
,Mount Lawley Primary School,,"92 Second Avenue, MOUNT LAWLEY WA 6050",-31.925808,115.876342,WA,Wheelchair Access
,North Metropolitan TAFE Mount Lawley Campus,,"397 Lord Street, MOUNT LAWLEY WA 6050",-31.93956,115.87588,WA,Wheelchair Access
,St Patrick's Anglican Church,,"65 First Avenue, MOUNT LAWLEY WA 6050",-31.928727,115.876417,WA,
,St Paul's Primary School,,"7 Learoyd Street, MOUNT LAWLEY WA 6050",-31.925472,115.864382,WA,
,Sutherland Dianella Primary School,,"5 Sutherland Avenue, DIANELLA WA 6059",-31.893835,115.864947,WA,Wheelchair Access
,Vedanta Church,,"Corner Lockwood and Golf View Streets, YOKINE WA 6060",-31.897389,115.845865,WA,
,West Morley Primary School,,"Fitzroy Street, DIANELLA WA 6059",-31.89078,115.88597,WA,
,Yokine Community Playgroup,,"26 Ranger Road, YOKINE WA 6060",-31.90197,115.851943,WA,
,Yokine Primary School,,"39 Woodrow Avenue, YOKINE WA 6060",-31.90145,115.85944,WA,
,Austin Cove Baptist College,,"Inlet Boulevard, SOUTH YUNDERUP WA 6208",-32.59213,115.80526,WA,
,Australind Primary School,,"Barnes Avenue, AUSTRALIND WA 6233",-33.280599,115.727137,WA,Wheelchair Access
,Binningup Community Hall,,"Driftwood Way, BINNINGUP WA 6233",-33.150469,115.694709,WA,Wheelchair Access
,Brunswick Junction Primary School,,"6 Vincent Street, BRUNSWICK JUNCTION WA 6224",-33.252447,115.833924,WA,Wheelchair Access
,Carcoola Primary School,,"Wisteria Crescent, NORTH PINJARRA WA 6208",-32.605545,115.893445,WA,
,Coolup Community Hall,,"186 Murray Street, COOLUP WA 6214",-32.739638,115.874662,WA,Wheelchair Access
,Dwellingup Primary School,,"10 Newton Street, DWELLINGUP WA 6213",-32.71531,116.06358,WA,Wheelchair Access
,Kingston Primary School,,"Macquarie Drive, AUSTRALIND WA 6233",-33.259605,115.744086,WA,Wheelchair Access
,Lake Clifton Community Centre,,"114 Tuart Grove Avenue, LAKE CLIFTON WA 6215",-32.80116,115.69047,WA,Wheelchair Access
,North Dandalup Community Hall,,"South Western Highway, NORTH DANDALUP WA 6207",-32.518076,115.972372,WA,Wheelchair Access
,North Yunderup CWA Centre,,"45 Culeenup Road, NORTH YUNDERUP WA 6208",-32.580107,115.788343,WA,
,Parkfield Primary School,,"Chapple Drive, AUSTRALIND WA 6233",-33.26555,115.726335,WA,Wheelchair Access
