ec_id,name,premises,address,lat,lon,state,wheelchair_access
,Pinjarra Senior High School,,"16 McLarty Road, PINJARRA WA 6208",-32.63306,115.87207,WA,Wheelchair Access
,Riverlinks Community Centre,,"1 Leisure Drive, AUSTRALIND WA 6233",-33.272422,115.734881,WA,
,Settlers Hall,,"Marine Drive, LESCHENAULT WA 6233",-33.2514,115.734436,WA,
,St Anne's Primary School,,"Young Street, HARVEY WA 6220",-33.08275,115.89157,WA,Wheelchair Access
,Waroona Senior Citizens Centre,,"Millar Street, WAROONA WA 6215",-32.845031,115.922947,WA,Wheelchair Access
,West Murray Community Hall,,"Cnr Pinjarra and Goodooga Road, FURNISSDALE WA 6210",-32.55847,115.78686,WA,Wheelchair Access
,Yarloop Primary School,,"22 School Road, YARLOOP WA 6218",-32.961996,115.903668,WA,
,Constitutional Centre,,"40 Havelock Street, WEST PERTH WA 6005",-31.951434,115.843934,WA,
,Dalkeith Primary School,,"44 Circe Circle, DALKEITH WA 6009",-31.99638,115.79772,WA,Wheelchair Access
,Hollywood Primary School,,"117 Monash Avenue, NEDLANDS WA 6009",-31.970196,115.807378,WA,
,John Leckie Pavilion,,"Melvista Avenue, NEDLANDS WA 6009",-31.988641,115.791287,WA,Wheelchair Access
,Jolimont Primary School,,"657 Hay Street, JOLIMONT WA 6014",-31.948235,115.808305,WA,
,Nedlands Primary School,,"35 Kingsway, NEDLANDS WA 6009",-31.984341,115.812524,WA,
,Shenton Park Voting Centre,,"240 Onslow Road, SHENTON PARK WA 6008",-31.960724,115.810652,WA,Wheelchair Access
,Subiaco Community Centre,,"203 Bagot Road, SUBIACO WA 6008",-31.950576,115.825286,WA,
,Subiaco Primary School,,"271 Bagot Road, SUBIACO WA 6008",-31.950744,115.82277,WA,
,Tresillian Community Centre,,"21 Tyrell Street, NEDLANDS WA 6009",-31.981242,115.808729,WA,
,University of Western Australia - Nedlands Campus,,"Clifton Street, NEDLANDS WA 6009",-31.976887,115.812023,WA,Wheelchair Access
,Carnarvon Community College (Marmion Street Campus),,"27 Marmion Street, EAST CARNARVON WA 6701",-24.86678,113.67744,WA,Wheelchair Access
,Carnarvon Woolshed,,"21 Robinson Street, CARNARVON WA 6701",-24.883985,113.656168,WA,Wheelchair Access
,Coral Bay Learning Centre,,"64 Banksia Drive, CORAL BAY WA 6701",-23.14537,113.7722,WA,
,Cue Primary School,,"Simpson Street, CUE WA 6640",-27.42035,117.897364,WA,
,Denham Hall,,"Cnr Hughes and Durlacher Street , DENHAM WA 6537",-25.927242,113.535867,WA,Wheelchair Access
,Exmouth Shire Hall,,"22 Maidstone Crescent, EXMOUTH WA 6707",-21.92916,114.12375,WA,Wheelchair Access
,Kalbarri District High School,,"Hackney Street, KALBARRI WA 6536",-27.71251,114.16368,WA,Wheelchair Access
,Meekatharra Shire Hall,,"Main Street, MEEKATHARRA WA 6642",-26.593012,118.495756,WA,
,Mount Magnet Anzac Memorial Hall,,"Naughton Street, MOUNT MAGNET WA 6638",-28.062546,117.849588,WA,
,Onslow Primary School,,"Simpson Street, ONSLOW WA 6710",-21.638092,115.110272,WA,Wheelchair Access
,Pannawonica Primary School,,"Sports Way, PANNAWONICA WA 6716",-21.63714,116.32444,WA,
,Paraburdoo Primary School,,"De Grey Road, PARABURDOO WA 6754",-23.197359,117.673072,WA,
,Tom Price Recreation Centre,,"Milpera Street, TOM PRICE WA 6751",-22.68754,117.793256,WA,Wheelchair Access
,Wiluna Remote Community School,,"Scotia Street, WILUNA WA 6646",-26.598658,120.227235,WA,Wheelchair Access
,150 St George's Terrace Perth,,"150 St George's Terrace, PERTH WA 6000",-31.95409,115.85597,WA,Wheelchair Access
,Aranmore Catholic College,,"41 Franklin Street, LEEDERVILLE WA 6007",-31.927069,115.84317,WA,Wheelchair Access
,Citiplace Community Centre,,"Wellington Street, PERTH WA 6000",-31.951318,115.860902,WA,Wheelchair Access
,East Perth Voting Centre,,"Shop 3/45 Royal Street, EAST PERTH WA 6004",-31.953321,115.878129,WA,Wheelchair Access
,Greek Orthodox Church,,"59 Carr Street, WEST PERTH WA 6005",-31.94016,115.85201,WA,Wheelchair Access
,Highgate Primary School,,"147 Lincoln Street, HIGHGATE WA 6003",-31.940678,115.866784,WA,Wheelchair Access
,Kyilla Primary School,,"4 Selkirk Street, NORTH PERTH WA 6006",-31.91928,115.8517,WA,Wheelchair Access
,Mount Hawthorn Baptist Church Hall,,"98 Hobart Street, MOUNT HAWTHORN WA 6016",-31.921743,115.841898,WA,Wheelchair Access
,Mount Hawthorn Community Centre Lesser Hall,,"197 Scarborough Beach Road, MOUNT HAWTHORN WA 6016",-31.919603,115.835257,WA,Wheelchair Access
,Mount Hawthorn Primary School,,"1 Killarney Street, MOUNT HAWTHORN WA 6016",-31.91777,115.83547,WA,Wheelchair Access
,North Metropolitan TAFE Leederville Campus,,"196-244 Richmond Street, LEEDERVILLE WA 6007",-31.93374,115.8417,WA,Wheelchair Access
,North Metropolitan TAFE Northbridge Campus,,"25 Aberdeen Street, NORTHBRIDGE WA 6003",-31.94788,115.86136,WA,
,North Perth Primary School,,"3 Albert Street, NORTH PERTH WA 6006",-31.929998,115.856284,WA,Wheelchair Access
,Baler Primary School,,"Baler Close, SOUTH HEDLAND WA 6722",-20.40474,118.61282,WA,Wheelchair Access
,Dampier Primary School,,"42 Church Road, DAMPIER WA 6713",-20.664492,116.707152,WA,Wheelchair Access
,Hedland Senior High School,,"78 Hamilton Road, SOUTH HEDLAND WA 6722",-20.39952,118.59729,WA,Wheelchair Access
,Karratha Primary School,,"40 Turner Way, KARRATHA WA 6714",-20.7293,116.85881,WA,Wheelchair Access
,Millars Well Primary School,,"45 Gawthorne Drive, KARRATHA WA 6714",-20.742464,116.817504,WA,Wheelchair Access
,Newman Primary School,,"Hilditch Avenue, NEWMAN WA 6753",-23.3544,119.73163,WA,Wheelchair Access
,Newman Senior High School,,"Gregory Avenue, NEWMAN WA 6753",-23.36146,119.73377,WA,Wheelchair Access
,PCYC Roebourne,,"1 Sholl Street, ROEBOURNE WA 6718",-20.767275,117.144535,WA,Wheelchair Access
,Port Hedland Primary School,,"Corney Street, PORT HEDLAND WA 6721",-20.30435,118.63414,WA,Wheelchair Access
,Tambrey Primary School,,"25 Tambrey Drive, KARRATHA WA 6714",-20.74238,116.80094,WA,Wheelchair Access
,Wickham Primary School,,"289 Tamarind Place, WICKHAM WA 6720",-20.68013,117.14076,WA,Wheelchair Access
,Banksia Park Primary School,,"2 Hicks Street, LEEMING WA 6149",-32.07211,115.87495,WA,Wheelchair Access
,Bull Creek Primary School,,"32 Hardy Street, BULL CREEK WA 6149",-32.06058,115.8607,WA,
,Herald Avenue Senior Citizens Centre,,"2 Herald Avenue, WILLETTON WA 6155",-32.039331,115.888751,WA,Wheelchair Access
,Oberthur Primary School,,"Nicholls Crescent, BULL CREEK WA 6149",-32.05924,115.8692,WA,Wheelchair Access
,RAAFA Estate - Bull Creek,,"12-18 Bull Creek Drive, BULL CREEK WA 6149",-32.04887,115.85773,WA,Wheelchair Access
,Riverton Primary School,,"255 Corinthian Road East, RIVERTON WA 6148",-32.03426,115.89951,WA,
,Rossmoyne Primary School,,"90 Second Avenue, ROSSMOYNE WA 6148",-32.04032,115.8661,WA,
,Rostrata Primary School,,"Rostrata Avenue, WILLETTON WA 6155",-32.05157,115.89886,WA,
,Shelley Primary School,,"Monota Avenue, SHELLEY WA 6148",-32.031543,115.885567,WA,Wheelchair Access
,Willetton Primary School,,"14 Woodpecker Avenue, WILLETTON WA 6155",-32.04889,115.88279,WA,
,Willetton Senior High School,,"120 Pinetree Gully Road, WILLETTON WA 6155",-32.06112,115.87776,WA,Wheelchair Access
,Bungaree Primary School,,"9 Centaurus Street, ROCKINGHAM WA 6168",-32.29065,115.73766,WA,Wheelchair Access
,Charthouse Primary School,,"43 Rand Avenue, WAIKIKI WA 6169",-32.31793,115.75129,WA,Wheelchair Access
,Cooloongup Primary School,,"21 Westerly Way, COOLOONGUP WA 6168",-32.298641,115.754339,WA,Wheelchair Access
,East Waikiki Primary School,,"21 Gibb Road, COOLOONGUP WA 6168",-32.304219,115.761059,WA,Wheelchair Access
,Hillman Primary School,,"35 Unnaro Street, HILLMAN WA 6168",-32.283405,115.763015,WA,Wheelchair Access
,Rockingham Beach Primary School,,"30 Bay View Street, ROCKINGHAM WA 6168",-32.282611,115.722629,WA,Wheelchair Access
,Rockingham Senior High School,,"15 Read Street, ROCKINGHAM WA 6168",-32.28423,115.73628,WA,Wheelchair Access
,Safety Bay Primary School,,"2 Waimea Road, SAFETY BAY WA 6169",-32.29819,115.71408,WA,Wheelchair Access
,Safety Bay Senior High School,,"80 Malibu Road, SAFETY BAY WA 6169",-32.30401,115.74022,WA,Wheelchair Access
,Bremer Bay Community Resource Centre,,"7 Mary Street, BREMER BAY WA 6338",-34.392367,119.379078,WA,Wheelchair Access
,Broomehill Town Hall,,"Great Southern Highway, BROOMEHILL WA 6318",-33.845186,117.638608,WA,Wheelchair Access
,Castletown Primary School,,"Easton Road, CASTLETOWN WA 6450",-33.83254,121.9084,WA,Wheelchair Access
,Condingup Primary School,,"Sutcliffe Street, CONDINGUP WA 6450",-33.75503,122.52715,WA,
,Cranbrook Memorial Hall,,"17 Gathorne Street, CRANBROOK WA 6321",-34.29598,117.55379,WA,
,Dumbleyung Town Hall,,"32 Harvey Street, DUMBLEYUNG WA 6350",-33.313006,117.740348,WA,Wheelchair Access
,Duranillin Hall,,"Horley Street, DURANILLIN WA 6393",-33.51527,116.802156,WA,
,East Narrogin Primary School,,"37-41 Homer Street, NARROGIN WA 6312",-32.936176,117.188051,WA,Wheelchair Access
,Esperance Senior Citizens Centre,,"183 Forrest Street, ESPERANCE WA 6450",-33.8602,121.889,WA,Wheelchair Access
,Frankland River Community Centre,,"55 Wingebellup Road, FRANKLAND RIVER WA 6396",-34.362489,117.081741,WA,Wheelchair Access
,Gibson Football Club,,"Starr Street, GIBSON WA 6448",-33.647178,121.805919,WA,
,Gnowangerup Community Resource Centre,,"47 Yougenup Road, GNOWANGERUP WA 6335",-33.936954,118.007372,WA,Wheelchair Access
,Highbury Hall,,"Burley Street, HIGHBURY WA 6313",-33.05738,117.23889,WA,
,Hopetoun Community Centre,,"46 Veal Street, HOPETOUN WA 6348",-33.9448,120.1296,WA,Wheelchair Access
,Jerramungup District High School,,"2 Lancaster Road, JERRAMUNGUP WA 6337",-33.942721,118.91785,WA,Wheelchair Access
,Katanning Town Hall,,"16 Austral Terrace, KATANNING WA 6317",-33.690291,117.554245,WA,Wheelchair Access
,Kojonup Town Hall,,"95 Albany Highway, KOJONUP WA 6395",-33.832532,117.159222,WA,Wheelchair Access
,Lake Grace Community Resource Centre,,"Bishop Street, LAKE GRACE WA 6353",-33.103516,118.458637,WA,Wheelchair Access
,Lake King Primary School,,"Newdegate-Ravensthorpe Road, LAKE KING WA 6356",-33.088854,119.674477,WA,Wheelchair Access
,Munglinup Primary School,,"Budjan Street, MUNGLINUP WA 6450",-33.704025,120.858203,WA,
,Muradup Hall,,"Piesse Street, MURADUP WA 6394",-33.84114,116.98181,WA,
,Narrogin Senior Citizens Centre,,"1-3 Fathom Street, NARROGIN WA 6312",-32.936,117.175168,WA,Wheelchair Access
,Newdegate Community Resource Centre,,"Collier Street, NEWDEGATE WA 6355",-33.093699,119.022035,WA,Wheelchair Access
,Nulsen Primary School,,"Victoria Street, ESPERANCE WA 6450",-33.858288,121.873468,WA,Wheelchair Access
,Nyabing Town Hall,,"14 Richmond Street, NYABING WA 6341",-33.541323,118.148469,WA,Wheelchair Access
,Ongerup Primary School,,"Lamont Street, ONGERUP WA 6336",-33.96344,118.48653,WA,
,Ravensthorpe District High School,,"102 Morgans Street, RAVENSTHORPE WA 6346",-33.582198,120.051961,WA,
,Tambellup Shire Lesser Hall,,"42 Norrish Street, TAMBELLUP WA 6320",-34.044172,117.641315,WA,Wheelchair Access
,Uniting Church - Wagin,,"8 Ranford Street, WAGIN WA 6315",-33.310296,117.342063,WA,Wheelchair Access
,West Arthur Community Resource Centre,,"27 Burrowes Street, DARKAN WA 6392",-33.33678,116.740937,WA,Wheelchair Access
,Williams RSL Hall,,"Growse Street, WILLIAMS WA 6391",-33.025871,116.881155,WA,Wheelchair Access
,Woodanilling Shire Hall,,"31 Robinson Road, WOODANILLING WA 6316",-33.563647,117.432647,WA,Wheelchair Access
,Deanmore Primary School,,"21 Deanmore Road, KARRINYUP WA 6018",-31.88303,115.76725,WA,Wheelchair Access
,Lake Gwelup Primary School,,"59 Porter Street, GWELUP WA 6018",-31.871064,115.797245,WA,Wheelchair Access
,Newborough Primary School,,"178 Newborough Street, KARRINYUP WA 6018",-31.884614,115.780648,WA,
,Osborne Park Voting Centre,,"Unit 3A/1 King Edward Road, OSBORNE PARK WA 6017",-31.903672,115.804151,WA,Wheelchair Access
,Scarborough Primary School,,"Hinderwell Street, SCARBOROUGH WA 6019",-31.897062,115.766856,WA,Wheelchair Access
,Uniting Church - Scarborough,,"121 Northstead Street, SCARBOROUGH WA 6019",-31.890606,115.772571,WA,Wheelchair Access
,Yuluma Primary School,,"21 Ambrose Street, INNALOO WA 6018",-31.891797,115.789673,WA,Wheelchair Access
,Challenger Reserve Pavillion,,"Challenger Avenue, MANNING WA 6152",-32.01731,115.87424,WA,Wheelchair Access
,Collier Primary School,,"17 Hobbs Avenue, COMO WA 6152",-31.991098,115.872996,WA,
,Como Primary School,,"206 Labouchere Road, COMO WA 6152",-31.99662,115.8616,WA,
,Curtin Primary School,,"20 Goss Avenue, MANNING WA 6152",-32.00809,115.87378,WA,
,John McGrath Pavilion,,"97 Hensman Street, SOUTH PERTH WA 6151",-31.986495,115.865997,WA,Wheelchair Access
,Kensington Primary School,,"73 Banksia Terrace, KENSINGTON WA 6151",-31.98142,115.882925,WA,
,South Perth Primary School,,"51 Forrest Street, SOUTH PERTH WA 6151",-31.981145,115.859724,WA,
,St Augustine's Church Hall,,"21 Cale Street, COMO WA 6152",-32.003456,115.862673,WA,
,St Pius X Parish Hall,,"23 Paterson Street, MANNING WA 6152",-32.01563,115.86331,WA,Wheelchair Access
,Uniting Church - South Perth,,"Angelo Street, SOUTH PERTH WA 6151",-31.98176,115.86806,WA,
,Ashburton Drive Primary School,,"6 Nullagine Way, GOSNELLS WA 6110",-32.08664,115.98477,WA,Wheelchair Access
,Bletchley Park Primary School,,"Balfour Street, SOUTHERN RIVER WA 6110",-32.10206,115.94715,WA,
,Caladenia Primary School,,"89 Boardman Road, CANNING VALE WA 6155",-32.07577,115.9335,WA,Wheelchair Access
,Campbell Primary School,,"161 Campbell Road, CANNING VALE WA 6155",-32.08827,115.93101,WA,Wheelchair Access
,Canning Vale College,,"26 Dumbarton Road, CANNING VALE WA 6155",-32.08287,115.92209,WA,Wheelchair Access
,Excelsior Primary School,,"63 Shreeve Road, CANNING VALE WA 6155",-32.081542,115.942882,WA,Wheelchair Access
,Gosnells Primary School,,"173 Hicks Street, GOSNELLS WA 6110",-32.077387,116.003119,WA,
,Huntingdale Primary School,,"85 Matilda Street, HUNTINGDALE WA 6110",-32.077186,115.972637,WA,Wheelchair Access
,Southern Grove Primary School,,"34 Lockway Street, SOUTHERN RIVER WA 6110",-32.099314,115.959204,WA,Wheelchair Access
,Wirrabirra Primary School,,"71 Corfield Street, GOSNELLS WA 6110",-32.074654,115.980389,WA,Wheelchair Access
,Anne Hamersley Primary School,,"16 Dunnett Drive, ELLENBROOK WA 6069",-31.745396,116.008717,WA,
,Arbor Grove Primary School,,"Brookmount Drive, ELLENBROOK WA 6069",-31.770246,115.962571,WA,Wheelchair Access
,Bullsbrook College,,"Chittering Road, BULLSBROOK WA 6084",-31.66158,116.03378,WA,Wheelchair Access
,Chidlow Primary School,,"450 Lilydale Road, CHIDLOW WA 6556",-31.85702,116.26828,WA,Wheelchair Access
,Ellen Stirling Primary School,,"23 Strathmore Parkway, ELLENBROOK WA 6069",-31.770221,115.975284,WA,
,Gidgegannup Shire Hall,,"Lot 210 Toodyay Road, GIDGEGANNUP WA 6083",-31.791248,116.201376,WA,
,Herne Hill Primary School,,"60 Argyle Street, HERNE HILL WA 6056",-31.829561,116.02365,WA,
,Malvern Springs Primary School,,"3 Chandala Turn, ELLENBROOK WA 6069",-31.757824,115.979971,WA,
,Mount Helena Recreation Centre,,"Keane Street East, MT HELENA WA 6082",-31.875296,116.220597,WA,
,Sawyers Valley Primary School,,"235 Sawyers Road, SAWYERS VALLEY WA 6074",-31.901702,116.203629,WA,
,Upper Swan Primary School,,"1204 Great Northern Highway, UPPER SWAN WA 6069",-31.78697,116.02396,WA,Wheelchair Access
,Wooroloo Primary School,,"Wade Street, WOOROLOO WA 6558",-31.803839,116.312269,WA,
,Addie Mills Centre,,"2 Astley Street, GOSNELLS WA 6110",-32.07107,116.00349,WA,Wheelchair Access
,East Maddington Primary School,,"79 Pitchford Avenue, MADDINGTON WA 6109",-32.05484,116.0038,WA,Wheelchair Access
,Forest Crescent Primary School,,"83 Forest Crescent, THORNLIE WA 6108",-32.07609,115.94922,WA,Wheelchair Access
,Maddington Primary School,,"1951 Albany Highway, MADDINGTON WA 6109",-32.05413,115.9871,WA,
,Thornlie Primary School,,"86 Thornlie Avenue, THORNLIE WA 6108",-32.053492,115.965158,WA,
,Thornlie Senior High School,,"2 Ovens Road, THORNLIE WA 6108",-32.06503,115.96006,WA,Wheelchair Access
,Yale Primary School,,"Sage Road, THORNLIE WA 6108",-32.050007,115.951772,WA,Wheelchair Access
,Yule Brook College,,"61 Dellar Road, MADDINGTON WA 6109",-32.04815,116.00851,WA,
,Acton Park Hall,,"804 Acton Park Road, ACTON PARK WA 6280",-33.767491,115.38091,WA,
,Busselton Primary School,,"23-25 Avocet Boulevard, BUSSELTON WA 6280",-33.64003,115.37683,WA,Wheelchair Access
,Busselton Senior High School,,"136-156 Bussell Highway, BUSSELTON WA 6280",-33.65734,115.32464,WA,
,Cape Naturaliste College,,"30 Vasse Yallingup Siding Road, VASSE WA 6280",-33.677778,115.245556,WA,Wheelchair Access
,Churchill Park Hall,,"Adelaide Street, BUSSELTON WA 6280",-33.646662,115.35029,WA,
,Cowaramup Primary School,,"24 Waverley Road, COWARAMUP WA 6284",-33.851281,115.106906,WA,Wheelchair Access
,Georgiana Molloy Anglican School,,"2 Hawker Approach, YALYALUP WA 6280",-33.6616,115.3822,WA,Wheelchair Access
,Lady of the Cape Primary School,,"245 Cape Naturaliste Road, DUNSBOROUGH WA 6281",-33.597926,115.089565,WA,
,Naturaliste Community Centre,,"21 Dunsborough Lakes Drive, DUNSBOROUGH WA 6281",-33.621059,115.105138,WA,Wheelchair Access
,Rosa Brook Hall,,"Rosa Brook Road, ROSA BROOK WA 6285",-33.940409,115.197903,WA,
,West Busselton Primary School,,"11-17 Bower Road, BUSSELTON WA 6280",-33.65457,115.3145,WA,Wheelchair Access
,Yallingup Hall,,"2305 Caves Road, YALLINGUP WA 6282",-33.64654,115.034256,WA,
,Bentley Baptist Church,,"59 Chapman Road, BENTLEY WA 6102",-32.007952,115.916389,WA,Wheelchair Access
,Bentley Community Centre,,"Nyamup Way, BENTLEY WA 6102",-32.009919,115.910128,WA,Wheelchair Access
,Carlisle Memorial Hall,,"2 Memorial Avenue, CARLISLE WA 6101",-31.981062,115.912318,WA,Wheelchair Access
,Connect Victoria Park Inc,,"5 Mackie Street, VICTORIA PARK WA 6100",-31.97214,115.893633,WA,
,East Victoria Park Primary School,,"28-30 Beatty Avenue, EAST VICTORIA PARK WA 6101",-31.979377,115.907985,WA,Wheelchair Access
,Handa Hall (within Perron Place),,"61 Kitchener Avenue, VICTORIA PARK WA 6100",-31.971239,115.901115,WA,Wheelchair Access
,Kent Street Senior High School,,"89 Kent Street, EAST VICTORIA PARK WA 6101",-31.9851,115.89201,WA,
,Lathlain Primary School,,"120 Howick Street, LATHLAIN WA 6100",-31.969973,115.90828,WA,Wheelchair Access
,Leisurelife Centre,,"Cnr  Gloucester &  Kent Streets, EAST VICTORIA PARK WA 6101",-31.98387,115.89903,WA,Wheelchair Access
,Millen Primary School,,"Playfield Street, EAST VICTORIA PARK WA 6101",-31.99754,115.90233,WA,
,Swan Village of Care,,"26 Plantation Drive, BENTLEY WA 6102",-32.003814,115.900873,WA,
,Wilson Primary School,,"60 Armstrong Road, WILSON WA 6107",-32.01726,115.91132,WA,
,Banksia Grove Primary School,,"14 Viridian Drive, BANKSIA GROVE WA 6031",-31.70206,115.80887,WA,Wheelchair Access
,Carramar Primary School,,"71 Houghton Drive, CARRAMAR WA 6031",-31.71166,115.78508,WA,Wheelchair Access
,Crossways Uniting Church,,"Calabrese Avenue, WANNEROO WA 6065",-31.77924,115.80791,WA,Wheelchair Access
,Joseph Banks Secondary College,,"40 Joseph Banks Boulevard, BANKSIA GROVE WA 6031",-31.698959,115.797147,WA,Wheelchair Access
,Spring Hill Primary School,,"50 Spring Hill Street, TAPPING WA 6065",-31.723713,115.791893,WA,Wheelchair Access
,St Anthony's School,,"7 Servite Terrace, WANNEROO WA 6065",-31.74929,115.80454,WA,Wheelchair Access
,Tapping Primary School,,"87 St Stephens Crescent, TAPPING WA 6065",-31.715304,115.792725,WA,Wheelchair Access
,Wanneroo Recreation Centre,,"275 Scenic Drive, WANNEROO WA 6065",-31.753628,115.794993,WA,Wheelchair Access
,Wanneroo Secondary College,,"56 Quarkum Street, WANNEROO WA 6065",-31.75772,115.814,WA,
,Coastal Community Centre,,"Tangadee Road, GOLDEN BAY WA 6174",-32.424137,115.756493,WA,Wheelchair Access
,Comet Bay College,,"2 Allatoona Avenue, SECRET HARBOUR WA 6173",-32.4157,115.76461,WA,
,Koorana Primary School,,"109 Coronata Drive, WARNBRO WA 6169",-32.342762,115.764814,WA,Wheelchair Access
,Port Kennedy Primary School,,"1 La Manche Avenue, PORT KENNEDY WA 6172",-32.358811,115.755816,WA,
,Rockingham Lakes Primary School,,"26 Laguardia Loop , PORT KENNEDY WA 6172",-32.357978,115.767875,WA,Wheelchair Access
,Secret Harbour Community Hall,,"4 Oasis Drive, SECRET HARBOUR WA 6173",-32.409313,115.758064,WA,Wheelchair Access
,Singleton Primary School,,"Naval Avenue, SINGLETON WA 6175",-32.439977,115.757275,WA,
,Warnbro Community High School,,"2 Swallowtail Parade, WARNBRO WA 6169",-32.345416,115.757875,WA,Wheelchair Access
,Warnbro Primary School,,"45 Axminster Street, WARNBRO WA 6169",-32.335073,115.754625,WA,Wheelchair Access
,Augusta Community Resource Centre,,"66 Allnutt Terrace, AUGUSTA WA 6290",-34.31411,115.15629,WA,Wheelchair Access
,Balingup Primary School,,"Steere Street, BALINGUP WA 6253",-33.786805,115.982159,WA,Wheelchair Access
,Boyup Brook Town Hall,,"55 Abel Street, BOYUP BROOK WA 6244",-33.832152,116.386441,WA,Wheelchair Access
,Denmark Recreation Centre,,"Brazier Street, DENMARK WA 6333",-34.967241,117.359227,WA,Wheelchair Access
,Greenbushes Primary School,,"7 Blackwood Road, GREENBUSHES WA 6254",-33.8511,116.05913,WA,Wheelchair Access
,Karridale Primary School,,"12612 Bussell Highway, KARRIDALE WA 6288",-34.21807,115.096,WA,
,Kendenup Agricultural Pavilion,,"150 Beverley Road, KENDENUP WA 6323",-34.490883,117.593951,WA,
,Manjimup Town Hall,,"37 Rose Street, MANJIMUP WA 6258",-34.240963,116.145127,WA,
,Margaret River Senior High School,,"158 Bussell Highway, MARGARET RIVER WA 6285",-33.95475,115.07344,WA,Wheelchair Access
,Mayanup Hall,,"9 Boyup Brook-Cranbrook Road, MAYANUP WA 6244",-33.93213,116.45262,WA,
,Nannup RSL Hall,,"7 Cross Street, NANNUP WA 6275",-33.979488,115.765217,WA,
,Narrikup District Hall,,"Beech Road, NARRIKUP WA 6326",-34.77251,117.70245,WA,
,Northcliffe District High School,,"103 Zamia Street, NORTHCLIFFE WA 6262",-34.6333,116.11805,WA,
,Parryville Hall,,"2830 South Coast Highway, PARRYVILLE WA 6333",-34.992107,117.187922,WA,
,Pemberton Sports Club,,"1 Club Road, PEMBERTON WA 6260",-34.44673,116.02794,WA,
,Plantagenet District Hall,,"Memorial Road, MOUNT BARKER WA 6324",-34.62467,117.66271,WA,Wheelchair Access
,Porongurup District Hall,,"2272 Porongurup Road, PORONGURUP WA 6324",-34.673803,117.906387,WA,
,Scotsdale Hall,,"Walter Road, SCOTSDALE WA 6333",-34.92911,117.3016,WA,
,St Brigid's Parish Hall,,"130 Roe Street, BRIDGETOWN WA 6255",-33.957891,116.140536,WA,
,Tingledale Hall,,"976 Valley of the Giants Road, TINGLEDALE WA 6333",-34.95693,116.88998,WA,
,Walpole Community Centre,,"Latham Street, WALPOLE WA 6398",-34.977663,116.732523,WA,
,Witchcliffe Druids Hall,,"10418 Bussell Highway, WITCHCLIFFE WA 6286",-34.025623,115.099978,WA,
,Yornup Hall,,"South Western Highway, YORNUP WA 6256",-34.05297,116.16863,WA,
,Ballajura Community College,,"Illawarra Crescent South (cnr Cassowary Road), BALLAJURA WA 6066",-31.8452,115.89092,WA,Wheelchair Access
,Ballajura Primary School,,"175 Illawarra Crescent South, BALLAJURA WA 6066",-31.83563,115.89154,WA,Wheelchair Access
,Caversham Primary School,,"65 Coast Road, WEST SWAN WA 6055",-31.858009,115.983331,WA,Wheelchair Access
,Ellenbrook Secondary College,,"100 Main Street, ELLENBROOK WA 6069",-31.78475,115.96527,WA,
,GraceLife Church,,"66 Woodlake Boulevard, ELLENBROOK WA 6069",-31.79115,115.974327,WA,Wheelchair Access
,Illawarra Primary School,,"Illawarra Crescent North, BALLAJURA WA 6066",-31.82825,115.88183,WA,
,South Ballajura Primary School,,"2-34 Wyperfeld Gardens, BALLAJURA WA 6066",-31.84942,115.910957,WA,
,Swan Valley Anglican Community School,,"Swanleigh Parade, AVELEY WA 6069",-31.7945,115.98633,WA,Wheelchair Access
,Bibra Lake Primary School,,"29 Annois Road, BIBRA LAKE WA 6163",-32.0942,115.83978,WA,Wheelchair Access
,Caralee Community School,,"24 Winnacott Street, WILLAGEE WA 6156",-32.05156,115.805,WA,
,Coolbellup Community School,,"15 Waverley Road, COOLBELLUP WA 6163",-32.08217,115.80867,WA,Wheelchair Access
,Newton Primary School,,"4 Marvell Avenue, SPEARWOOD WA 6163",-32.11146,115.78898,WA,Wheelchair Access
,North Lake Senior Campus,,"188-200 Winterfold Road, KARDINYA WA 6163",-32.07395,115.81405,WA,
,Samson Primary School,,"22 Lawrence Way, SAMSON WA 6163",-32.07271,115.80273,WA,
,South Lake Primary School,,"62 Mason Court, SOUTH LAKE WA 6164",-32.10552,115.83457,WA,Wheelchair Access
,Southern Districts Senior Centre,,"Cnr North Lake Road and Archibald Street , WILLAGEE WA 6156",-32.053574,115.81493,WA,Wheelchair Access
,St Michael Church,,"15 Mell Road, SPEARWOOD WA 6163",-32.11016,115.776769,WA,
