has_bbq,lon,division,extra_info,polling_place_name,address,state,booth_info,premises,opening_hours,polling_place_type,lat,has_nothing,has_caek,has_run_out,has_other,source,stall_name,stall_description,stall_website,first_report,latest_report,ess_stall_id,ess_stall_url
FALSE,151.977441,NANANGO,,Booie,"Booie Hall, Booie Road, BOOIE",QLD,,"Booie Hall, Booie Road, BOOIE",,,-26.580959,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,153.092469,all,Full Wheelchair Access,Maroochydore All-Districts,"Shop 1, 19 Duporth Avenue, MAROOCHYDORE",QLD,,"Shop 1, 19 Duporth Avenue, MAROOCHYDORE",,,-26.652495,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,152.866985,BUNDAMBA,,Redbank,"Redbank Pre-School, 19 Brisbane Road, REDBANK",QLD,,"Redbank Pre-School, 19 Brisbane Road, REDBANK",,,-27.601791,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,152.094492,BURNETT,Full Wheelchair Access,Bucca,"Hall, 28 Longs Road, BUCCA",QLD,,"Hall, 28 Longs Road, BUCCA",,,-24.862988,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,145.424502,COOK,Full Wheelchair Access,Mareeba Hospital,"Hospital, 21 Lloyd Street, MAREEBA",QLD,,"Hospital, 21 Lloyd Street, MAREEBA",,,-16.987015,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,143.062923,GREGORY,,Jundah,"Jundah State School, 11 Garrick Street, JUNDAH",QLD,,"Jundah State School, 11 Garrick Street, JUNDAH",,,-24.829026,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,145.114559,HILL,,Mount Garnet,"QCWA Hall, Garnet Street, MOUNT GARNET",QLD,,"QCWA Hall, Garnet Street, MOUNT GARNET",,,-17.676582,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,153.141817,LYTTON,Full Wheelchair Access,Lindum,"Wynnum Baptist Church, 287 Kianawah Road, WYNNUM WEST",QLD,,"Wynnum Baptist Church, 287 Kianawah Road, WYNNUM WEST",,,-27.456551,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,152.974617,NICKLIN,Full Wheelchair Access,Woombye,"Woombye State School, 95 Pine Grove Road, WOOMBYE",QLD,,"Woombye State School, 95 Pine Grove Road, WOOMBYE",,,-26.667798,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,151.81239,SOUTHERN DOWNS,,Amiens,"Amiens State School, 1337 Amiens Road, AMIENS",QLD,,"Amiens State School, 1337 Amiens Road, AMIENS",,,-28.595099,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,153.027557,STAFFORD,Full Wheelchair Access,Chermside,"Wheller Gardens Settlement, 930 Gympie Road, CHERMSIDE",QLD,,"Wheller Gardens Settlement, 930 Gympie Road, CHERMSIDE",,,-27.381697,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,153.076673,TOOHEY,Full Wheelchair Access,Macgregor,"Macgregor State High School, 29 Blackwattle Street, MACGREGOR",QLD,,"Macgregor State High School, 29 Blackwattle Street, MACGREGOR",,,-27.564204,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,146.579204,TOWNSVILLE,Assisted Wheelchair Access,Palm Island,"Bwgcolman Community School, Creek Road, PALM ISLAND",QLD,,"Bwgcolman Community School, Creek Road, PALM ISLAND",,,-18.736103,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,148.77763,WARREGO,,Roma,"Roma State College Senior School - Jubilee Hall, Cottell Street, ROMA",QLD,,"Roma State College Senior School - Jubilee Hall, Cottell Street, ROMA",,,-26.571803,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,153.058925,BULIMBA,,Bulimba Heights,"Bulimba State School, 271 Oxford Street, BULIMBA",QLD,,"Bulimba State School, 271 Oxford Street, BULIMBA",,,-27.451308,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,147.686515,BURDEKIN,,Gumlu,"Gumlu State School, De Salis Street, GUMLU",QLD,,"Gumlu State School, De Salis Street, GUMLU",,,-19.87942,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,152.060497,CALLIDE,,Bullyard,"Bullyard State School, 2359 Bucca Road, BULLYARD",QLD,,"Bullyard State School, 2359 Bucca Road, BULLYARD",,,-24.94973,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,153.054136,CLAYFIELD,,Ascot,"Ascot State School, Massey Street, ASCOT",QLD,,"Ascot State School, Massey Street, ASCOT",,,-27.433156,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,152.783869,IPSWICH,Full Wheelchair Access,Silkstone,"Silkstone State School, Prospect Street, SILKSTONE",QLD,,"Silkstone State School, Prospect Street, SILKSTONE",,,-27.617265,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,149.144016,MIRANI,,Chelona,"Chelona State School, Dunrock Road, CHELONA",QLD,,"Chelona State School, Dunrock Road, CHELONA",,,-21.260515,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,153.028481,"BANCROFT, MURRUMBA",Assisted Wheelchair Access,Mango Hill,"Community Centre, Chermside Road, MANGO HILL",QLD,,"Community Centre, Chermside Road, MANGO HILL",,,-27.247486,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,152.909138,NICKLIN,Assisted Wheelchair Access,Cooroy,"Noosa District High School, 2 Tulip Street, COOROY",QLD,,"Noosa District High School, 2 Tulip Street, COOROY",,,-26.425268,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,152.957042,all,Full Wheelchair Access,Morayfield All-Districts Centre,"6, 379 Morayfield Road, MORAYFIELD",QLD,,"6, 379 Morayfield Road, MORAYFIELD",,,-27.120607,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,153.267127,all,Full Wheelchair Access,Oodgeroo All-Districts Centre,"248 Bloomfield Street, CLEVELAND",QLD,,"248 Bloomfield Street, CLEVELAND",,,-27.535496,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,153.029526,ALGESTER,Full Wheelchair Access,Algester South,"St Stephens School, 156 Ridgewood Road, ALGESTER",QLD,,"St Stephens School, 156 Ridgewood Road, ALGESTER",,,-27.6182,FALSE,FALSE,FALSE,,,,,,,,,
TRUE,153.014341,ALGESTER,,Acacia Ridge,"Acacia Ridge State School - Sports Hall, Nyngam Street, ACACIA RIDGE",QLD,,"Acacia Ridge State School - Sports Hall, Nyngam Street, ACACIA RIDGE",,,-27.580244,FALSE,FALSE,FALSE,{},,Nygam Street,Sausages,,2017-11-24 22:53:05.287719+00,2017-11-24 22:53:05.287719+00,,
FALSE,146.801834,all,Assisted Wheelchair Access,Townsville All-Districts Centre,"Hyde Park Centre, Shop 9, 36 Woolcock Street, HYDE PARK",QLD,,"Hyde Park Centre, Shop 9, 36 Woolcock Street, HYDE PARK",,,-19.272247,TRUE,FALSE,FALSE,{},Twitter,,,,2017-11-25 01:29:19.496479+00,2017-11-25 01:29:19.496479+00,,
TRUE,151.845772,NANANGO,,Cloyna,"Cloyna State School, 8 William Webber Road, CLOYNA",QLD,,"Cloyna State School, 8 William Webber Road, CLOYNA",,Public School,-26.107932,FALSE,FALSE,FALSE,{},The South Burnett Times,,,,2017-11-25 01:45:57.833596+00,2017-11-25 01:45:57.833596+00,,
TRUE,153.034317,all,Full Wheelchair Access,Woolloongabba All-Districts,"Nazareth Lutheran Church Hall, 12 Hawthorne Street, WOOLLOONGABBA",QLD,,"Nazareth Lutheran Church Hall, 12 Hawthorne Street, WOOLLOONGABBA",,,-27.487987,FALSE,FALSE,FALSE,{},,,,,2017-11-25 02:57:48.803898+00,2017-11-25 02:57:48.803898+00,,
TRUE,153.044534,all,Assisted Wheelchair Access,Vulture Street All-Districts,"St Pauls Anglican Church Hall, 554 Vulture Street, EAST BRISBANE",QLD,,"St Pauls Anglican Church Hall, 554 Vulture Street, EAST BRISBANE",,,-27.485514,FALSE,TRUE,FALSE,{},,St Pauls,Bangers,,2017-11-25 03:07:41.863352+00,2017-11-25 03:38:17.266451+00,,
FALSE,148.689577,BURDEKIN,Full Wheelchair Access,Nebo,"Nebo State School, 34 Oxford Street, NEBO",QLD,,"Nebo State School, 34 Oxford Street, NEBO",,,-21.688335,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,146.28512,HINCHINBROOK,,Halifax,"Halifax State School, 17 Victoria Terrace, HALIFAX",QLD,,"Halifax State School, 17 Victoria Terrace, HALIFAX",,,-18.583629,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,153.160044,LYTTON,Assisted Wheelchair Access,Wynnum,"Wynnum State School, 81 Boxgrove Avenue, WYNNUM",QLD,,"Wynnum State School, 81 Boxgrove Avenue, WYNNUM",,,-27.441458,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,153.023502,all,Full Wheelchair Access,Brisbane CBD All-Districts,"Brisbane City Hall, Sandgate Room, 64 Adelaide Street, BRISBANE",QLD,,"Brisbane City Hall, Sandgate Room, 64 Adelaide Street, BRISBANE",,,-27.468967,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,152.584891,LOCKYER,Full Wheelchair Access,Lowood,"Lowood State High School Hall, Prospect Street, LOWOOD",QLD,,"Lowood State High School Hall, Prospect Street, LOWOOD",,,-27.467848,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,152.348305,all,Full Wheelchair Access,Bundaberg All-Districts Centre,"Shop 12 and 3, 9 Maryborough Street, BUNDABERG CENTRAL",QLD,,"Shop 12 and 3, 9 Maryborough Street, BUNDABERG CENTRAL",,,-24.870677,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,153.449562,all,Assisted Wheelchair Access,Burleigh All-Districts Centre,"18 Park Avenue, BURLEIGH HEADS",QLD,,"18 Park Avenue, BURLEIGH HEADS",,,-28.090143,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,145.765262,all,Assisted Wheelchair Access,Cairns All-Districts Centre,"96-98 Mulgrave Road, PARRAMATTA PARK",QLD,,"96-98 Mulgrave Road, PARRAMATTA PARK",,,-16.92375,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,152.898476,all,Full Wheelchair Access,Hervey Bay All-Districts Centre,"82 Dayman Street, URANGAN",QLD,,"82 Dayman Street, URANGAN",,,-25.288178,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,153.023741,all,Full Wheelchair Access,Noosa All-Districts Centre,"Tewantin Campus, 24 Cooroy Noosa Road, TEWANTIN",QLD,,"Tewantin Campus, 24 Cooroy Noosa Road, TEWANTIN",,,-26.393956,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,149.176442,all,Full Wheelchair Access,Mackay All-Districts Centre,"Mackay Showgrounds, 500 Pavilion Lower Level, 24 Milton Street, MACKAY",QLD,,"Mackay Showgrounds, 500 Pavilion Lower Level, 24 Milton Street, MACKAY",,,-21.144251,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,153.096702,all,Assisted Wheelchair Access,Redcliffe All-Districts Centre,"Unit 10, 3-5 High Street, KIPPA-RING",QLD,,"Unit 10, 3-5 High Street, KIPPA-RING",,,-27.227418,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,153.378467,all,Full Wheelchair Access,Southport All-Districts Centre,"Ashmore Centre, 345 Southport-Nerang Road, MOLENDINAR",QLD,,"Ashmore Centre, 345 Southport-Nerang Road, MOLENDINAR",,,-27.978813,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,145.687345,BARRON RIVER,Full Wheelchair Access,Caravonica,"Caravonica State School, 3 Kamerunga Road, CARAVONICA",QLD,,"Caravonica State School, 3 Kamerunga Road, CARAVONICA",,,-16.86604,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,153.015111,BANCROFT,Full Wheelchair Access,Deception Bay North,"Deception Bay North State School, Old Bay Road, DECEPTION BAY",QLD,,"Deception Bay North State School, Old Bay Road, DECEPTION BAY",,,-27.182071,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,153.016377,BANCROFT,Full Wheelchair Access,Moreton Downs,"Moreton Downs State School, Parsons Boulevard, DECEPTION BAY",QLD,,"Moreton Downs State School, Parsons Boulevard, DECEPTION BAY",,,-27.200184,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,153.007427,BANCROFT,Assisted Wheelchair Access,North Lakes North,"Bounty Boulevard State School, Bounty Boulevard, NORTH LAKES",QLD,,"Bounty Boulevard State School, Bounty Boulevard, NORTH LAKES",,,-27.214835,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,153.025873,BANCROFT,Assisted Wheelchair Access,Bayview Terrace,"Deception Bay Community Hall, cnr Bayview Tce & Ewart Street, DECEPTION BAY",QLD,,"Deception Bay Community Hall, cnr Bayview Tce & Ewart Street, DECEPTION BAY",,,-27.183541,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,152.989988,BANCROFT,Assisted Wheelchair Access,Burpengary East,"Artisans Guild, Cnr Old Bay & Maitland Roads, BURPENGARY EAST",QLD,,"Artisans Guild, Cnr Old Bay & Maitland Roads, BURPENGARY EAST",,,-27.157418,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,153.028365,BANCROFT,Assisted Wheelchair Access,Deception Bay,"Deception Bay State School, King Street, DECEPTION BAY",QLD,,"Deception Bay State School, King Street, DECEPTION BAY",,,-27.190905,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,145.676269,BARRON RIVER,Full Wheelchair Access,Clifton Beach,"Clifton Beach Tennis Club, Edward Mann Park, Cllifton Road, CLIFTON BEACH",QLD,,"Clifton Beach Tennis Club, Edward Mann Park, Cllifton Road, CLIFTON BEACH",,,-16.768044,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,145.738209,BARRON RIVER,Full Wheelchair Access,Holloways Beach,"Community Hall, 65 Oleander Street, HOLLOWAYS BEACH",QLD,,"Community Hall, 65 Oleander Street, HOLLOWAYS BEACH",,,-16.844172,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,145.682142,BARRON RIVER,Assisted Wheelchair Access,Kewarra Beach,"Kewarra Beach Community Hall, 41 Poolwood Road, KEWARRA BEACH",QLD,,"Kewarra Beach Community Hall, 41 Poolwood Road, KEWARRA BEACH",,,-16.789737,FALSE,FALSE,FALSE,,,,,,,,,
TRUE,153.016796,ALGESTER,Assisted Wheelchair Access,Watson Road,"Watson Road State School, 210 Watson Road, ACACIA RIDGE",QLD,,"Watson Road State School, 210 Watson Road, ACACIA RIDGE",,,-27.593718,FALSE,FALSE,FALSE,"{""has_halal"":true}",,,,,2017-11-24 23:12:43.624139+00,2017-11-24 23:12:43.624139+00,,
TRUE,153.023821,ASPLEY,Assisted Wheelchair Access,Aspley East,"Aspley East State School, Multi Purpose Activity Centre, Clorane Street, ASPLEY",QLD,,"Aspley East State School, Multi Purpose Activity Centre, Clorane Street, ASPLEY",,,-27.36429,FALSE,TRUE,FALSE,"{""has_coffee"":true}",,,,,2017-11-24 23:13:34.682147+00,2017-11-24 23:13:34.682147+00,,
FALSE,145.772576,BARRON RIVER,Full Wheelchair Access,Cairns City,"St Monica's College, Lake Street, CAIRNS CITY",QLD,,"St Monica's College, Lake Street, CAIRNS CITY",,,-16.917335,TRUE,FALSE,FALSE,{},Twitter,,,,2017-11-25 01:51:40.084045+00,2017-11-25 01:51:40.084045+00,,
TRUE,153.009058,ASPLEY,Assisted Wheelchair Access,Aspley South,"Aspley State School Hall, Horn Road, ASPLEY",QLD,,"Aspley State School Hall, Horn Road, ASPLEY",,,-27.369162,FALSE,TRUE,FALSE,{},,primary school sausage sizzle,"sausages, bake stall",,2017-11-25 04:21:03.941873+00,2017-11-25 04:21:03.941873+00,,
FALSE,145.636654,BARRON RIVER,Assisted Wheelchair Access,Kuranda,"CWA Hall, 20 Thongon Street, KURANDA",QLD,,"CWA Hall, 20 Thongon Street, KURANDA",,,-16.820716,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,145.745006,BARRON RIVER,Assisted Wheelchair Access,Machans Beach,"Machans Beach State School, 61 Machan Street, MACHANS BEACH",QLD,,"Machans Beach State School, 61 Machan Street, MACHANS BEACH",,,-16.853245,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,145.690406,BARRON RIVER,Assisted Wheelchair Access,Smithfield,"Smithfield State High School, O'Brien Road, SMITHFIELD",QLD,,"Smithfield State High School, O'Brien Road, SMITHFIELD",,,-16.847546,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,145.68967,BARRON RIVER,Assisted Wheelchair Access,Trinity Beach,"Trinity Beach State School, Wewak Street, TRINITY BEACH",QLD,,"Trinity Beach State School, Wewak Street, TRINITY BEACH",,,-16.797209,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,145.724641,BARRON RIVER,Full Wheelchair Access,Yorkeys Knob,"Yorkeys Knob State School, Clinton Street, YORKEYS KNOB",QLD,,"Yorkeys Knob State School, Clinton Street, YORKEYS KNOB",,,-16.813982,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,153.365294,BONNEY,,Arundel,"Arundel State School, 185 Napper Road, ARUNDEL",QLD,,"Arundel State School, 185 Napper Road, ARUNDEL",,,-27.944096,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,153.385997,BONNEY,Full Wheelchair Access,Arundel East,"Presbyterian Church, 132 Allied Drive, ARUNDEL",QLD,,"Presbyterian Church, 132 Allied Drive, ARUNDEL",,,-27.938648,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,153.386862,BROADWATER,Full Wheelchair Access,Coombabah,"Coombabah State School Activities Centre, 164-172 Oxley Drive, COOMBABAH",QLD,,"Coombabah State School Activities Centre, 164-172 Oxley Drive, COOMBABAH",,,-27.893966,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,153.378791,BROADWATER,Full Wheelchair Access,Paradise Lakes,"Marj Shipman Community Hall, 91 Hansford Road, COOMBABAH",QLD,,"Marj Shipman Community Hall, 91 Hansford Road, COOMBABAH",,,-27.898697,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,153.406751,"BONNEY, BROADWATER",Full Wheelchair Access,Harley Park,"Labrador Senior Citizens Hall, 370 Marine Parade, LABRADOR",QLD,,"Labrador Senior Citizens Hall, 370 Marine Parade, LABRADOR",,,-27.940747,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,153.388714,"BONNEY, BROADWATER",Full Wheelchair Access,Runaway Bay,"Runaway Bay Indoor Sports Stadium, Lae Drive, RUNAWAY BAY",QLD,,"Runaway Bay Indoor Sports Stadium, Lae Drive, RUNAWAY BAY",,,-27.910504,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,153.396834,"BONNEY, BROADWATER",Full Wheelchair Access,Biggera Waters,"Biggera Waters State School Activities Centre, Coombabah Road, BIGGERA WATERS",QLD,,"Biggera Waters State School Activities Centre, Coombabah Road, BIGGERA WATERS",,,-27.928268,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,153.393114,"BONNEY, BROADWATER",Full Wheelchair Access,Paradise Point,"Community Centre, Off Falkinder Avenue, PARADISE POINT",QLD,,"Community Centre, Off Falkinder Avenue, PARADISE POINT",,,-27.885612,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,153.377055,COOLABUNIA,Full Wheelchair Access,Coombabah High,"Coombabah State High School, Pine Ridge Road, COOMBABAH",QLD,,"Coombabah State High School, Pine Ridge Road, COOMBABAH",,,-27.923424,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,153.085425,BUDERIM,Full Wheelchair Access,Buderim Pines,"Gumnuts Childcare Centre, 58-60 Buderim Pines Drive, BUDERIM",QLD,,"Gumnuts Childcare Centre, 58-60 Buderim Pines Drive, BUDERIM",,,-26.68889,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,153.065271,BUDERIM,Full Wheelchair Access,Buderim South,"Fusion Alcooringa Centre, 176 Ballinger Road, BUDERIM",QLD,,"Fusion Alcooringa Centre, 176 Ballinger Road, BUDERIM",,,-26.70591,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,153.102439,BUDERIM,Assisted Wheelchair Access,Mountain Creek South,"Brightwater State School, 20 Dianella Drive, MOUNTAIN CREEK",QLD,,"Brightwater State School, 20 Dianella Drive, MOUNTAIN CREEK",,,-26.691632,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,153.065899,BULIMBA,,Balmoral,"Balmoral State High School, 259 Thynne Road, MORNINGSIDE",QLD,,"Balmoral State High School, 259 Thynne Road, MORNINGSIDE",,,-27.464448,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,153.058925,BULIMBA,Full Wheelchair Access,Bulimba,"St Johns Anglican Church Hall, 171 Oxford Street, BULIMBA",QLD,,"St Johns Anglican Church Hall, 171 Oxford Street, BULIMBA",,,-27.451308,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,153.104585,BULIMBA,Assisted Wheelchair Access,Murarrie,"Memorial Hall, 10 Queensport Road, MURARRIE",QLD,,"Memorial Hall, 10 Queensport Road, MURARRIE",,,-27.464085,FALSE,FALSE,FALSE,,,,,,,,,
TRUE,153.375673,BROADWATER,Full Wheelchair Access,Hope Island,"Banksia Park Hall, 27 Crescent Avenue, HOPE ISLAND",QLD,,"Banksia Park Hall, 27 Crescent Avenue, HOPE ISLAND",,,-27.872154,FALSE,TRUE,FALSE,"{""has_bacon_and_eggs"":true}",,,,,2017-11-24 23:16:52.808651+00,2017-11-24 23:16:52.808651+00,,
TRUE,153.044679,BUDERIM,Full Wheelchair Access,Buderim Central,"Eden Lea Retirement Village, 22 Townsend Road, BUDERIM",QLD,,"Eden Lea Retirement Village, 22 Townsend Road, BUDERIM",,,-26.689957,FALSE,FALSE,FALSE,{},,,,,2017-11-24 23:17:35.657598+00,2017-11-24 23:17:35.657598+00,,
TRUE,153.065899,BULIMBA,Assisted Wheelchair Access,Hawthorne,"Morningside State School, Pashen Street, MORNINGSIDE",QLD,,"Morningside State School, Pashen Street, MORNINGSIDE",,,-27.464448,FALSE,TRUE,FALSE,{},,,,,2017-11-24 23:18:34.737852+00,2017-11-24 23:18:34.737852+00,,
TRUE,153.084488,BULIMBA,Full Wheelchair Access,Cannon Hill,"Oliver Plunket Centre, 17 Beauvardia Street, CANNON HILL",QLD,,"Oliver Plunket Centre, 17 Beauvardia Street, CANNON HILL",,,-27.469906,FALSE,FALSE,FALSE,{},,,,,2017-11-25 00:35:20.593396+00,2017-11-25 00:35:20.593396+00,,
FALSE,153.102439,BUDERIM,Full Wheelchair Access,Mountain Creek,"Mountain Creek State School, Lady Musgrave Drive, MOUNTAIN CREEK",QLD,,"Mountain Creek State School, Lady Musgrave Drive, MOUNTAIN CREEK",,,-26.691632,TRUE,FALSE,FALSE,{},Twitter,,,,2017-11-25 01:45:02.481565+00,2017-11-25 01:45:02.481565+00,,
TRUE,153.077078,BULIMBA,Assisted Wheelchair Access,Seven Hills,"Seven Hills State School, 152 D'Arcy Road, SEVEN HILLS",QLD,,"Seven Hills State School, 152 D'Arcy Road, SEVEN HILLS",,,-27.479947,FALSE,TRUE,FALSE,{},Twitter,,,,2017-11-25 01:54:38.424527+00,2017-11-25 01:54:38.424527+00,,
FALSE,153.070736,BULIMBA,Full Wheelchair Access,Morningside,"Uniting Church Hall, 43 Thynne Road, MORNINGSIDE",QLD,,"Uniting Church Hall, 43 Thynne Road, MORNINGSIDE",,,-27.467903,TRUE,FALSE,FALSE,{},Twitter,,,,2017-11-25 05:03:04.659746+00,2017-11-25 05:03:04.659746+00,,
FALSE,152.352928,BUNDABERG,,Bundaberg Central,"Rum City Silverband Hall, 89 Targo Street, BUNDABERG",QLD,,"Rum City Silverband Hall, 89 Targo Street, BUNDABERG",,,-24.872213,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,153.081057,BUDERIM,Assisted Wheelchair Access,Immanuel,"Immanuel Lutheran College, 126 Wises Road, BUDERIM",QLD,,"Immanuel Lutheran College, 126 Wises Road, BUDERIM",,,-26.674284,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,152.33946,BUNDABERG,Assisted Wheelchair Access,Norville,"Norville State School, Dr May's Road, BUNDABERG",QLD,,"Norville State School, Dr May's Road, BUNDABERG",,,-24.85243,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,152.841551,BUNDAMBA,Full Wheelchair Access,Dinmore,"West Moreton Darts Association, 66 Riverview Road, RIVERVIEW",QLD,,"West Moreton Darts Association, 66 Riverview Road, RIVERVIEW",,,-27.592899,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,147.347402,BURDEKIN,Assisted Wheelchair Access,Airville,"Airville State School, 920 Old Clare Road, AIRVILLE",QLD,,"Airville State School, 920 Old Clare Road, AIRVILLE",,,-19.654487,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,147.404196,BURDEKIN,Full Wheelchair Access,Ayr,"PCYC, 164 MacMillan Street, AYR",QLD,,"PCYC, 164 MacMillan Street, AYR",,,-19.581545,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,148.2442,BURDEKIN,Full Wheelchair Access,Bowen,"Bowen State School Hall, 27 Poole Street, BOWEN",QLD,,"Bowen State School Hall, 27 Poole Street, BOWEN",,,-20.010924,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,148.239976,BURDEKIN,Full Wheelchair Access,Bowen Hospital,"Hospital, 61-65 Gregory Street, BOWEN",QLD,,"Hospital, 61-65 Gregory Street, BOWEN",,,-20.007802,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,147.349089,BURDEKIN,Assisted Wheelchair Access,Brandon,"Brandon State School, 2-20 Drysdale Street, BRANDON",QLD,,"Brandon State School, 2-20 Drysdale Street, BRANDON",,,-19.553242,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,147.227015,BURDEKIN,Full Wheelchair Access,Clare,"Clare State School, Larkin Street, CLAREDALE",QLD,,"Clare State School, Larkin Street, CLAREDALE",,,-19.783888,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,147.632034,BURDEKIN,Assisted Wheelchair Access,Clermont,"Clermont State School, Francis Street, CLERMONT",QLD,,"Clermont State School, Francis Street, CLERMONT",,,-22.836559,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,147.845253,BURDEKIN,,Collinsville,"Collinsville State School Parade Room, Hamilton Street, COLLINSVILLE",QLD,,"Collinsville State School Parade Room, Hamilton Street, COLLINSVILLE",,,-20.547763,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,148.36587,BURDEKIN,Assisted Wheelchair Access,Coppabella,"Coppabella State School, Mathieson Street, COPPABELLA",QLD,,"Coppabella State School, Mathieson Street, COPPABELLA",,,-21.902639,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,147.112389,BURDEKIN,Assisted Wheelchair Access,Cungulla,"Community Hall, Frank Randell Drive, CUNGULLA",QLD,,"Community Hall, Frank Randell Drive, CUNGULLA",,,-19.388006,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,148.346609,BURDEKIN,Assisted Wheelchair Access,Dysart,"Dysart State School, 4 Garnham Drive, DYSART",QLD,,"Dysart State School, 4 Garnham Drive, DYSART",,,-22.586876,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,147.416368,BURDEKIN,Assisted Wheelchair Access,East Ayr,"East Ayr State School, 43 Ross Street, AYR",QLD,,"East Ayr State School, 43 Ross Street, AYR",,,-19.562371,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,147.104492,BURDEKIN,Full Wheelchair Access,Giru,"CWA Hall, 9 Carey Street, GIRU",QLD,,"CWA Hall, 9 Carey Street, GIRU",,,-19.515082,FALSE,FALSE,FALSE,,,,,,,,,
FALSE,148.117673,BURDEKIN,Assisted Wheelchair Access,Glenden,"Glenden State School, Gillham Terrace, GLENDEN",QLD,,"Glenden State School, Gillham Terrace, GLENDEN",,,-21.356078,FALSE,FALSE,FALSE,,,,,,,,,
