state,lon,division,booth_info,premises,opening_hours,polling_place_type,has_bbq,has_other,source,lat,polling_place_name,has_nothing,has_caek,address,extra_info,has_run_out,stall_name,stall_description,stall_website,first_report,latest_report
QLD,149.050612,Mirani,,State School,,Government School,FALSE,,,-21.275878,Homebush,FALSE,FALSE,"Homebush Road, HOMEBUSH, 4740",,,,,,,
QLD,145.594736,Dalrymple,,State School,,Government School,FALSE,,,-17.349409,Malanda,FALSE,FALSE,"24 Mary Street, MALANDA, 4885",,,,,,,
QLD,153.4525,Burleigh,,Fradgley Hall (above library building),,Hall,FALSE,,,-28.090556,Burleigh All-Districts Centre,FALSE,FALSE,"Park Avenue (cnr Ocean Street), BURLEIGH HEADS, 4220",,,,,,,
QLD,152.032861,Burnett,,State School,,Government School,FALSE,,,-25.209598,Booyal,FALSE,FALSE,"31620 Bruce Highway, BOOYAL, 4671",,,,,,,
QLD,151.231073,Callide,,Hall,,Hall,FALSE,,,-24.786282,Bancroft,FALSE,FALSE,"Gladstone Monto Road, BANCROFT, 4630",,,,,,,
QLD,153.027901,Beaudesert,,Memorial Hall,,Hall,FALSE,,,-28.104603,Kerry,FALSE,FALSE,"1488 Kerry Road, KERRY, 4285",,,,,,,
QLD,152.967839,Pine Rivers,,Les Hughes Sporting Complex,,Other,FALSE,,,-27.287968,Bray Park Central,FALSE,FALSE,"Baker Street, Bray Park, 4500",,,,,,,
QLD,150.728451,Keppel,,St Brendan's College,,Private School,FALSE,,,-23.118262,Yeppoon North,FALSE,FALSE,"139 Adelaide Park Road, YEPPOON, 4703",,,,,,,
QLD,145.397809,Dalrymple,,State School,,Government School,FALSE,,,-20.52292,Pentland,FALSE,FALSE,"Gilmore Street, PENTLAND, 4816",,,,,,,
QLD,145.850437,Hinchinbrook,,State School,,Government School,FALSE,,,-18.090422,Murray River Upper,FALSE,FALSE,"Upper Murray Road, Murray Upper, 4854",,,,,,,
QLD,153.402357,Currumbin,,Community Hall,,Hall,FALSE,,,-28.152121,Tallebudgera Valley,FALSE,FALSE,"611 Tallebudgera Creek Road, TALLEBUDGERA VALLEY, 4228",,,,,,,
QLD,153.185774,Beaudesert,,State School,,Government School,FALSE,,,-28.124972,Beechmont,FALSE,FALSE,"Beechmont Road, BEECHMONT, 4211",,,,,,,
QLD,152.613267,Maryborough,,Community Hall,,Hall,FALSE,,,-25.185015,Burrum Heads,FALSE,FALSE,"Cnr Howard Street & Burrum Heads Road, BURRUM HEADS, 4659",,,,,,,
QLD,152.645706,Gympie,,State School,,Government School,FALSE,,,-26.199074,Gympie South,FALSE,FALSE,"50 Exhibition Road, GYMPIE, 4570",,,,,,,
QLD,153.0659,Bulimba,,Morningside State School,,Government School,FALSE,,,-27.464324,Hawthorne,FALSE,FALSE,"Pashen Street, MORNINGSIDE, 4171",,,,,,,
QLD,152.063495,Lockyer,,Public Hall,,Hall,FALSE,,,-27.642321,Stockyard Creek,FALSE,FALSE,"Stockyard Creek Road, STOCKYARD, 4344",,,,,,,
QLD,151.578755,Southern Downs,,State School,,Government School,FALSE,,,-28.01311,Leyburn,FALSE,FALSE,"34 Peter Street, LEYBURN, 4352",,,,,,,
QLD,148.717301,Warrego,,Hall,,Hall,FALSE,,,-26.206812,Eumamurrin,FALSE,FALSE,"EUMAMURRIN, 4455",,,,,,,
QLD,151.931069,Southern Downs,,State School,,Government School,FALSE,,,-28.918302,Wallangarra,FALSE,FALSE,"50 Callandoon Street, WALLANGARRA, 4383",,,,,,,
QLD,152.377492,Bundaberg,,State High School,,Government School,FALSE,,,-24.875531,Kepnock,FALSE,FALSE,"Kepnock Road, BUNDABERG, 4670",,,,,,,
QLD,153.003598,Stafford,,State School,,Government School,FALSE,,,-27.401142,Stafford Heights,FALSE,FALSE,"95 Redwood Street, STAFFORD HEIGHTS, 4053",,,,,,,
QLD,153.123497,Kawana,,Early Learning Centre,,Kindergarten,FALSE,,,-26.698637,Minyama,FALSE,FALSE,"2 Jarrah Street, MINYAMA, 4575",,,,,,,
QLD,152.958427,Glass House,,Public Hall,,Hall,FALSE,,,-26.725918,Eudlo,FALSE,FALSE,"19 Rosebed Street, EUDLO, 4554",,,,,,,
QLD,150.154743,Mirani,,State School,,Government School,FALSE,,,-23.616857,Westwood,FALSE,FALSE,"108 Herbert Street, WESTWOOD, 4702",,,,,,,
QLD,153.0182,Sunnybank,,State School,,Government School,FALSE,,,-27.593082,Watson Road,FALSE,FALSE,"210 Watson Road, ACACIA RIDGE, 4110",,,,,,,
QLD,146.032339,Mulgrave,,State School,,Government School,FALSE,,,-17.53499,Innisfail East,FALSE,FALSE,"92 Mourilyan Road, INNISFAIL, 4860",,,,,,,
QLD,152.484452,Callide,,Hall,,Hall,FALSE,,,-26.090127,Lower Wonga,FALSE,FALSE,"7 Lower Wonga Road, LOWER WONGA, 4570",,,,,,,
QLD,151.996445,Nanango,,State School,,Government School,FALSE,,,-27.406914,Geham,FALSE,FALSE,"9625 New England Highway, GEHAM, 4352",,,,,,,
QLD,151.973501,Southern Downs,,Public Hall,,Hall,FALSE,,,-28.774458,Eukey,FALSE,FALSE,"1212 Eukey Road, EUKEY, 4380",,,,,,,
QLD,153.076809,"Sunnybank, Yeerongpilly",,Macgregor State High School,,Government School,FALSE,,,-27.565295,Macgregor,FALSE,FALSE,"29 Blackwattle Street, MACGREGOR, 4109",,,,,,,
QLD,153.036627,South Brisbane,,St John's Hall,,Church,FALSE,,,-27.502716,Thompson Estate,FALSE,FALSE,"23-33 King Street, ANNERLEY, 4103",,,,,,,
QLD,152.939727,Morayfield,,State School,,Government School,FALSE,,,-27.159982,Burpengary Meadows,FALSE,FALSE,"153-187 Rowley Road, BURPENGARY, 4505",,,,,,,
QLD,153.029637,"Brisbane Central, Stafford",,State School,,Government School,TRUE,"{""coffee"":false,""vego_sausages"":false,""halal"":false,""bacon_egg"":false,""other"":""""}",http://www.windsorsspandc.com.au/calendar/21/358-Election-Day-Stall,-27.43078,Windsor,FALSE,TRUE,"Harris Street, WINDSOR, 4030",,,,,,,
QLD,153.039196,Noosa,,Noosa Christian Outreach Centre Hall,,Church,FALSE,"{""coffee"":false,""vego_sausages"":false,""halal"":false,""bacon_egg"":false,""other"":""""}",Twitter,-26.41135,Noosa All-Districts Centre,FALSE,FALSE,"202 Eumundi Noosa Road, NOOSAVILLE, 4566",,,,,,,
QLD,153.004046,"Ashgrove, Brisbane Central, Stafford",,State School,,Government School,TRUE,"{""coffee"":false,""vego_sausages"":false,""halal"":false,""bacon_egg"":false,""other"":""""}",http://www.couriermail.com.au/questnews/north/queensland-election-2015-polling-booths-in-brisbanes-northwest/story-fni9r1kg-1227200826424,-27.431916,Newmarket,FALSE,TRUE,"Banks Street, NEWMARKET, 4051",Secondhand book stall,,,,,,
QLD,151.168254,Southern Downs,,Memorial Hall,,Hall,FALSE,,,-28.855119,Texas,FALSE,FALSE,"50 High Street, TEXAS, 4385",,,,,,,
QLD,152.619399,Gympie,,Pie Creek Hall,,Hall,FALSE,,,-26.241106,Pie Creek,FALSE,FALSE,"Herron Road, PIE CREEK, 4570",,,,,,,
QLD,148.491603,Mirani,,State School,,Government School,FALSE,,,-21.134529,Eungella,FALSE,FALSE,"Chelmer Road, EUNGELLA, 4757",,,,,,,
QLD,151.830609,Nanango,,Public Hall,,Hall,FALSE,,,-26.984065,Cooyar,FALSE,FALSE,"COOYAR, 4402",,,,,,,
QLD,152.363929,"Bundaberg, Burnett",,State School,,Government School,FALSE,,,-24.898378,Thabeban,FALSE,FALSE,"270 Goodwood Road, THABEBAN, 4670",,,,,,,
QLD,146.762704,Mundingburra,,State School,,Government School,FALSE,,,-19.296097,Aitkenvale,FALSE,FALSE,"67-85 Wotton Street, AITKENVALE, 4814",,,,,,,
QLD,151.891429,Condamine,,State School,,Government School,FALSE,,,-27.491453,Gowrie,FALSE,FALSE,"Old Homebush Road, GOWRIE, 4352",,,,,,,
QLD,147.109616,Warrego,,State School,,Government School,FALSE,,,-26.415649,Morven,FALSE,FALSE,"Cnr Warrego Hwy & West Street, MORVEN, 4468",,,,,,,
QLD,145.752756,Cairns,,Trinity Bay State High School,,Government School,FALSE,,,-16.922833,Manunda,FALSE,FALSE,"26-62 Hoare Street, MANUNDA, 4870",,,,,,,
QLD,151.365209,Gladstone,,State High School,,Government School,FALSE,,,-23.95945,Tannum Sands,FALSE,FALSE,"65 Coronation Drive, TANNUM SANDS, 4680",,,,,,,
QLD,153.033119,South Brisbane,,St Joseph's Primary School Meeting Room 'Coolock',,Private School,TRUE,"{""coffee"":false,""vego_sausages"":false,""halal"":false,""bacon_egg"":false,""other"":""""}",@sausagesizzles,-27.482818,Kangaroo Point,FALSE,TRUE,"Anglesey Street, KANGAROO POINT, 4169",,,,,,,
QLD,152.4756,Burnett,,State School,,Government School,FALSE,,,-24.907593,Elliott Heads,FALSE,FALSE,"143 Breusch Road, ELLIOTT HEADS, 4670",,,,,,,
QLD,151.997354,Callide,,State School,,Government School,FALSE,,,-25.073426,Wallaville,FALSE,FALSE,"7 Grey Street, WALLAVILLE, 4671",,,,,,,
QLD,151.265173,Southern Downs,,State School,,Government School,FALSE,,,-27.877777,Millmerran,FALSE,FALSE,"19 Simmons Street, MILLMERRAN, 4357",,,,,,,
QLD,152.989759,Ashgrove,,St Johns Anglican Church Hall,,Church,TRUE,"{""coffee"":false,""vego_sausages"":false,""halal"":false,""bacon_egg"":false,""other"":""""}",http://www.couriermail.com.au/questnews/north/queensland-election-2015-polling-booths-in-brisbanes-northwest/story-fni9r1kg-1227200826424,-27.429502,Enoggera South,FALSE,TRUE,"187 Wardell Street, ENOGGERA, 4051",,,,,,,
QLD,153.126173,Pumicestone,,Sports and Recreation Facility,,Other,FALSE,"{""coffee"":false,""vego_sausages"":false,""halal"":false,""bacon_egg"":false,""other"":""Drinks""}",@GumbyAu,-27.079083,Sandstone Point,TRUE,FALSE,"206 Bestmann Road East, SANDSTONE POINT, 4511",,,,,,,
QLD,151.954672,Southern Downs,,Public Hall,,Hall,FALSE,,,-28.149021,Massie,FALSE,FALSE,"12 Warwick Allora Back Road, MASSIE, 4370",,,,,,,
QLD,150.514094,"Keppel, Rockhampton",,State High School,,Government School,FALSE,,,-23.336871,Glenmore,FALSE,FALSE,"Farm Street, KAWANA, 4701",,,,,,,
QLD,152.910166,"Gympie, Nicklin, Noosa",,Noosa District High School,,Government School,FALSE,,,-26.424796,Cooroy,FALSE,FALSE,"2 Tulip Street, COOROY, 4563",,,,,,,
QLD,148.164694,Gregory,,State School,,Government School,FALSE,,,-23.51219,Emerald North,FALSE,FALSE,"Campbell Street, EMERALD, 4720",,,,,,,
QLD,153.42581,"Burleigh, Mermaid Beach",,Miami State School,,Government School,FALSE,,,-28.060279,Miami West,FALSE,FALSE,"Oceanic Drive, MIAMI, 4220",,,,,,,
QLD,153.027942,Stafford,,Wheller Gardens Settlement,,Other,FALSE,,,-27.383162,Chermside,FALSE,FALSE,"930 Gympie Road, CHERMSIDE, 4032",,,,,,,
QLD,152.933889,Ferny Grove,,State School,,Government School,TRUE,"{""coffee"":false,""vego_sausages"":false,""halal"":false,""bacon_egg"":false,""other"":""""}",http://www.couriermail.com.au/questnews/north/queensland-election-2015-polling-booths-in-brisbanes-northwest/story-fni9r1kg-1227200826424,-27.393333,Patricks Road,FALSE,FALSE,"Patricks Road, FERNY HILLS, 4055",,,,,,,
QLD,147.401396,Burdekin,,PCYC,,Other,FALSE,,,-19.582476,Ayr,FALSE,FALSE,"164 MacMillan Street, AYR, 4807",,,,,,,
QLD,153.11072,"Logan, Waterford, Woodridge",,State High School,,Government School,FALSE,,,-27.684989,Marsden,FALSE,FALSE,"106-130 Muchow Road, WATERFORD WEST, 4133",,,,,,,
QLD,152.998872,"Kallangur, Murrumba",,Community Centre,,Other,FALSE,,,-27.248788,Kallangur East,FALSE,FALSE,"1480 Anzac Avenue, KALLANGUR, 4503",,,,,,,
QLD,146.239794,Warrego,,Cultural Centre,,Other,FALSE,,,-26.401108,Charleville,FALSE,FALSE,"96-98 Alfred Street, CHARLEVILLE, 4470",,,,,,,
QLD,153.099364,Woodridge,,Woodridge State High School,,Government School,FALSE,,,-27.643143,Woodridge,FALSE,FALSE,"Wembley Road, WOODRIDGE, 4114",,,,,,,
QLD,146.152679,Hinchinbrook,,Ingham TYTO Centre,,Other,FALSE,,,-18.652131,Ingham South,FALSE,FALSE,"73 - 75 McIlwraith Street, INGHAM, 4850",,,,,,,
QLD,148.958881,Mirani,,State School,,Government School,FALSE,,,-21.146012,Marian,FALSE,FALSE,"Anzac Avenue, MARIAN, 4753",,,,,,,
QLD,143.062036,Gregory,,State School,,Government School,FALSE,,,-24.831109,Jundah,FALSE,FALSE,"11 Garrick Street, JUNDAH, 4736",,,,,,,
QLD,153.076227,"Nicklin, Noosa",,St Andrews Anglican College,,Private School,FALSE,,,-26.494254,Peregian Springs,FALSE,FALSE,"40 Peregian Springs Drive, PEREGIAN SPRINGS, 4573",,,,,,,
QLD,153.126676,Chatsworth,,State School,,Government School,FALSE,,,-27.473528,Tingalpa,FALSE,FALSE,"Tenbar Street, TINGALPA, 4173",,,,,,,
QLD,150.496441,Rockhampton,,St Vincent's Hall,,Church,FALSE,,,-23.372814,Wandal,FALSE,FALSE,"Rundle Street, WANDAL, 4700",,,,,,,
QLD,153.109044,Redcliffe,,,,Other,FALSE,,,-27.221467,Redcliffe TAFE,FALSE,FALSE,64-68 Klingner RoadREDCLIFFE4020,,,,,,,
QLD,150.917349,Warrego,,State School,,Government School,FALSE,,,-26.930363,Warra,FALSE,FALSE,"Robinson Street, WARRA, 4411",,,,,,,
QLD,151.444817,Condamine,,State School,,Government School,FALSE,,,-27.759868,Brookstead,FALSE,FALSE,"30a Ware Road, BROOKSTEAD, 4364",,,,,,,
QLD,153.409546,"Burleigh, Mermaid Beach, Mudgeeraba",,Varsity State College,,Government School,FALSE,"{""coffee"":false,""vego_sausages"":false,""halal"":false,""bacon_egg"":false,""other"":""""}",@idiotwrangler,-28.088523,Varsity,TRUE,FALSE,"Christine Avenue, VARSITY LAKES, 4227",,,,,,,
QLD,153.264964,Mudgeeraba,,State School,,Government School,TRUE,"{""coffee"":false,""vego_sausages"":false,""halal"":false,""bacon_egg"":false,""other"":""""}",@sausagesizzles,-28.189951,Springbrook,FALSE,TRUE,"2327 Springbrook Road, SPRINGBROOK, 4213",,,,,,,
QLD,150.594621,Callide,,Hall,,Hall,FALSE,,,-24.497224,Lawgi,FALSE,FALSE,"Burnett Highway, LAWGI, 4715",,,,,,,
QLD,145.741717,"Cairns, Mulgrave",,State High School,,Government School,FALSE,,,-16.960688,Woree,FALSE,FALSE,"42-80 Windarra Street, WOREE, 4868",,,,,,,
QLD,151.697526,Condamine,,State School,,Government School,FALSE,,,-27.555045,Biddeston,FALSE,FALSE,"Toowoomba-Cecil Plains Road, BIDDESTON, 4401",,,,,,,
QLD,147.685722,Burdekin,,State School,,Government School,FALSE,,,-19.87905,Gumlu,FALSE,FALSE,"Bruce Highway, GUMLU, 4805",,,,,,,
QLD,151.872431,Callide,,QCWA Hall,,Hall,FALSE,,,-26.318794,Wondai,FALSE,FALSE,"87 Mackenzie Street, WONDAI, 4606",,,,,,,
QLD,147.104546,Burdekin,,CWA Hall,,Hall,FALSE,,,-19.515094,Giru,FALSE,FALSE,"9 Carey Street, GIRU, 4809",,,,,,,
QLD,153.097489,Woodridge,,State School,,Government School,FALSE,,,-27.652211,Berrinba East,FALSE,FALSE,"Bardon Road, BERRINBA, 4117",,,,,,,
QLD,151.718706,"Condamine, Nanango",,State High School,,Government School,FALSE,,,-27.444508,Oakey,FALSE,FALSE,"1 Campbell Street, OAKEY, 4401",,,,,,,
QLD,145.463776,Cook,,Community Hall,,Hall,FALSE,,,-16.48544,Port Douglas,FALSE,FALSE,"13 - 29 Mowbray Street, PORT DOUGLAS, 4871",,,,,,,
QLD,152.680167,Gympie,,Community Hall,,Hall,FALSE,,,-26.386459,Kandanga,FALSE,FALSE,"Main Street, KANDANGA, 4570",,,,,,,
QLD,152.571071,Burnett,,Community Hall,,Hall,FALSE,,,-25.115149,Woodgate,FALSE,FALSE,"Esplanade, WOODGATE, 4660",,,,,,,
QLD,145.31938,Cook,,CDEP Offices,,Other,FALSE,,,-15.945725,Wujal Wujal,FALSE,FALSE,"1 Hartwig Street, WUJAL WUJAL, 4895",,,,,,,
QLD,153.229697,Capalaba,,State School,,Government School,TRUE,"{""coffee"":true,""vego_sausages"":false,""halal"":false,""bacon_egg"":true,""other"":""Cold drinks""}",http://www.redlandcitybulletin.com.au/story/2844089/where-to-vote-on-saturday/,-27.527409,Vienna Woods,FALSE,TRUE,"12 Heffernan Road, ALEXANDRA HILLS, 4161",,,,,,,
QLD,151.600342,Callide,,State School,,Government School,FALSE,,,-26.167817,Proston,FALSE,FALSE,"94 Rodney Street, PROSTON, 4613",,,,,,,
QLD,152.969489,"Ashgrove, Everton, Ferny Grove",,Mitchelton State  School,,Government School,TRUE,"{""coffee"":true,""vego_sausages"":false,""halal"":false,""bacon_egg"":true,""other"":""""}",http://www.couriermail.com.au/questnews/north/queensland-election-2015-polling-booths-in-brisbanes-northwest/story-fni9r1kg-1227200826424,-27.412779,Mitchelton South,FALSE,TRUE,"47 Glen Retreat Road, MITCHELTON, 4053",,,,,,,
QLD,152.592689,Ipswich West,,State School,,Government School,TRUE,"{""coffee"":false,""vego_sausages"":false,""halal"":false,""bacon_egg"":false,""other"":""Jelly cups""}",Twitter,-27.561861,Marburg,FALSE,TRUE,"Louisa Street, MARBURG, 4346",,,,,,,
QLD,153.053906,Buderim,,State School,,Government School,FALSE,,,-26.684477,Buderim,FALSE,FALSE,"8-42 Main Street, BUDERIM, 4556",,,,,,,
QLD,152.817555,Gympie,,State School,,Government School,FALSE,,,-26.149761,Wolvi,FALSE,FALSE,"936 Kin Kin Road, WOLVI, 4570",,,,,,,
QLD,150.280448,Mirani,,State School,,Government School,FALSE,,,-23.249853,Ridgelands,FALSE,FALSE,"43 Dalma Ridgelands Road, RIDGELANDS, 4702",,,,,,,
QLD,153.125746,"Caloundra, Kawana",,State College,,Government School,FALSE,,,-26.737064,Kawana Waters,FALSE,FALSE,"Sportsmans Parade, BOKARINA, 4575",,,,,,,
QLD,150.494599,Rockhampton,,Base Hospital,,Hospital,FALSE,,,-23.379304,Rockhampton Hospital,FALSE,FALSE,"Canning Street, THE RANGE, 4700",,,,,,,
QLD,153.038,Fortitude Valley,,Trinity Centre Sausage Sizzle,,Church,TRUE,"{""coffee"":false,""vego_sausages"":false,""halal"":false,""bacon_egg"":false,""other"":""""}",@sausagesizzles,-27.454,Brisbane Central,FALSE,TRUE,"9 Church Street, Brisbane",,,,,,,
QLD,138.829824,Mount Isa,,PCYC,,Other,FALSE,,,-17.93886,Doomadgee,FALSE,FALSE,"515 Goodeedawa Road, DOOMADGEE, 4830",,,,,,,
QLD,149.101848,Whitsunday,,State School,,Government School,FALSE,,,-21.106447,Farleigh,FALSE,FALSE,"Chidlow Street, FARLEIGH, 4741",,,,,,,
QLD,150.294546,Southern Downs,,Goondiwindi PCYC Indoor Sports Centre,,Other,FALSE,,,-28.535634,Goondiwindi West,FALSE,FALSE,"1 Russell Street, GOONDIWINDI, 4390",,,,,,,
QLD,150.186533,Warrego,,Civic Centre,,Other,FALSE,,,-26.658596,Miles,FALSE,FALSE,"Marion Street, MILES, 4415",,,,,,,
QLD,151.491423,Burnett,,State School,,Government School,FALSE,,,-24.244323,Bororen,FALSE,FALSE,"1 Kent Street, BOROREN, 4678",,,,,,,
QLD,146.826938,Townsville,,State School,,Government School,TRUE,"{""coffee"":true,""vego_sausages"":false,""halal"":false,""bacon_egg"":true,""other"":""""}",http://www.townsvillebulletin.com.au/news/election-day-snags-a-key-issue-for-voters/story-fnjfzs4b-1227203041701?from=public_rss&utm_medium=twitter&utm_campaign=Queensland_Online&utm_content=news&utm_source=RoamMedia,-19.26288,South Townsville,FALSE,TRUE,"78 Tully Street, SOUTH TOWNSVILLE, 4810","Car boot sale, activities for kids",,,,,,
QLD,153.063056,Sandgate,,Nursing Home Auditorium,,Hospital,FALSE,,,-27.289866,Eventide,FALSE,FALSE,"Beaconsfield Terrace, BRIGHTON, 4017",,,,,,,
QLD,149.144511,Mirani,,Swayneville State School,,Government School,FALSE,,,-21.472659,Shinfield,FALSE,FALSE,"952 Marlborough-Sarina Road, SHINFIELD, 4737",,,,,,,
QLD,153.305449,"Albert, Gaven",,State School,,Government School,FALSE,,,-27.919402,Gaven,FALSE,FALSE,"Universal Street, OXENFORD, 4210",,,,,,,
QLD,153.010796,Yeerongpilly,,St Sebastians School,,Private School,TRUE,"{""coffee"":true,""vego_sausages"":false,""halal"":false,""bacon_egg"":true,""other"":""""}",@sausagesizzles,-27.5138,Yeronga West,FALSE,TRUE,"141 Kadumba Street, YERONGA, 4104",,,,,,,
QLD,152.333,Bundaberg,,State School,,Government School,FALSE,,,-24.875833,Bundaberg West,FALSE,FALSE,"Steffensen Street, BUNDABERG, 4670",,,,,,,
QLD,153.085046,Nudgee,,School of Arts,,Other,FALSE,,,-27.365398,Nudgee,FALSE,FALSE,"Penhill Street, NUDGEE, 4014",,,,,,,
QLD,151.965616,"Toowoomba North, Toowoomba South",,State High School,,Government School,FALSE,"{""coffee"":false,""vego_sausages"":false,""halal"":false,""bacon_egg"":false,""other"":""""}",http://www.thechronicle.com.au/news/toowoomba-voters-cast-votes-early/2529340/,-27.579808,Centenary Heights,TRUE,FALSE,"South Street, CENTENARY HEIGHTS, 4350",,,,,,,
QLD,152.217314,Lockyer,,Baptist Church Hall,,Church,FALSE,"{""coffee"":false,""vego_sausages"":false,""halal"":false,""bacon_egg"":false,""other"":""""}",Twitter,-27.633809,Upper Tenthill,FALSE,FALSE,"979 Tenthill Creek Road, UPPER TENTHILL, 4343",,,,,,,
QLD,147.84483,Burdekin,,State School Parade Room,,Government School,FALSE,,,-20.547643,Collinsville,FALSE,FALSE,"Hamilton Street, COLLINSVILLE, 4804",,,,,,,
QLD,141.079463,Mount Isa,,Court House,,Courthouse,FALSE,,,-17.668824,Normanton,FALSE,FALSE,"Haig Street, NORMANTON, 4890",,,,,,,
QLD,153.323366,Redlands,,Public Hall,,Hall,FALSE,,,-27.574254,Coochiemudlo,FALSE,FALSE,"345 Victoria Parade South, COOCHIEMUDLO ISLAND, 4184",,,,,,,
QLD,153.380776,"Southport, Surfers Paradise",,State School,,Government School,FALSE,,,-27.98885,Ashmore,FALSE,FALSE,"Currumburra Road, ASHMORE, 4214",,,,,,,
QLD,152.209278,Southern Downs,,School of Arts,,Other,FALSE,,,-28.196371,Yangan,FALSE,FALSE,"7-9 King Street, YANGAN, 4371",,,,,,,
QLD,147.41377,Burdekin,,Big Bird's Nest Child Care Centre,,Kindergarten,FALSE,"{""coffee"":false,""vego_sausages"":false,""halal"":false,""bacon_egg"":false,""other"":""""}",Twitter,-19.57942,Parkside,FALSE,FALSE,"26 Darwin Street, AYR, 4807",,,,,,,
QLD,153.018925,Brisbane Central,,Ballymore Kindergarten,,Kindergarten,FALSE,,,-27.444423,Ballymore,FALSE,FALSE,"185 Butterfield Street, HERSTON, 4006",,,,,,,
QLD,151.957086,"Toowoomba North, Toowoomba South",,Court House,,Courthouse,FALSE,,,-27.562513,Hume Street,FALSE,FALSE,"159 Hume Street, TOOWOOMBA, 4350",,,,,,,
QLD,149.194314,"Mackay, Mirani, Whitsunday",,State School,,Government School,FALSE,"{""coffee"":false,""vego_sausages"":false,""halal"":false,""bacon_egg"":true,""other"":""""}",@sausagesizzles,-21.1481,Victoria Park,FALSE,TRUE,"Cnr Goldsmith & Shakespeare Streets, EAST MACKAY, 4740",,,,,,,
QLD,151.93903,"Toowoomba North, Toowoomba South",,Our Saviour's Hall,,Church,FALSE,"{""coffee"":false,""vego_sausages"":false,""halal"":false,""bacon_egg"":false,""other"":""""}",Twitter,-27.583307,West Street,FALSE,FALSE,"Alderley Street (Cnr West Street), HARRISTOWN, 4350",,,,,,,
QLD,152.981154,Indooroopilly,,Baptist Church,,Church,FALSE,"{""coffee"":false,""vego_sausages"":false,""halal"":false,""bacon_egg"":false,""other"":""""}",Twitter,-27.492712,Taringa,FALSE,FALSE,"36 Morrow Street, TARINGA, 4068",,,,,,,
QLD,146.189318,Hinchinbrook,,State School,,Government School,FALSE,,,-18.867773,Bambaroo,FALSE,FALSE,"Bruce Highway, BAMBAROO, 4850",,,,,,,
QLD,143.547133,Mount Isa,,State School,,Government School,FALSE,,,-18.294563,Georgetown,FALSE,FALSE,"High Street, GEORGETOWN, 4871",,,,,,,
QLD,152.763238,Ipswich West,,State School,,Government School,FALSE,,,-27.602901,North Ipswich,FALSE,FALSE,"Downs Street, NORTH IPSWICH, 4305",,,,,,,
QLD,152.888107,Moggill,,Bellbowrie Community Church,,Church,FALSE,,,-27.550086,Bellbowrie,FALSE,FALSE,"3077 Moggill Road, BELLBOWRIE, 4070",,,,,,,
QLD,145.412993,Cook,,Wonga Beach State School,,Government School,FALSE,,,-16.341974,Wonga,FALSE,FALSE,"48 Snapper Island Drive, WONGA BEACH, 4873",,,,,,,
QLD,152.918433,Hervey Bay,,Community Hall,,Hall,FALSE,,,-25.423073,River Heads,FALSE,FALSE,"45 Ariadne Street, RIVER HEADS, 4655",,,,,,,
QLD,153.039345,"Clayfield, Stafford",,State High School,,Government School,TRUE,"{""coffee"":false,""vego_sausages"":false,""halal"":false,""bacon_egg"":true,""other"":""Steak sandwiches""}",@sausagesizzles,-27.415011,Kedron High,FALSE,FALSE,"Park Road, KEDRON, 4031",,,,,,,
QLD,152.705283,Beaudesert,,State School,,Government School,FALSE,,,-27.920284,Roadvale,FALSE,FALSE,"111 Roadvale Road, ROADVALE, 4310",,,,,,,
QLD,146.73847,Mundingburra,,Goodstart Early Learning,,Kindergarten,FALSE,,,-19.318542,Riverside,FALSE,FALSE,"250 Riverside Boulevard, DOUGLAS, 4814",,,,,,,
QLD,152.584306,Maryborough,,Hall,,Hall,FALSE,,,-26.065057,Curra,FALSE,FALSE,"CURRA, 4570",,,,,,,
QLD,150.757758,Warrego,,State School,,Government School,FALSE,,,-27.038348,Kogan,FALSE,FALSE,"Condamine Highway, KOGAN, 4406",,,,,,,
QLD,153.017479,Murrumba,,State College - Senior Campus Sports Hall,,Government School,FALSE,,,-27.23981,North Lakes,FALSE,FALSE,"The Corso, NORTH LAKES, 4509",,,,,,,
QLD,153.079687,"Mansfield, Sunnybank, Yeerongpilly",,State School,,Government School,TRUE,"{""coffee"":false,""vego_sausages"":false,""halal"":false,""bacon_egg"":false,""other"":""""}",@sausagesizzles,-27.556402,Upper Mount Gravatt,FALSE,TRUE,"1899 Logan Road, UPPER MOUNT GRAVATT, 4122",,,,,,,
QLD,152.758702,Ipswich,,Ground Floor WG Hayden Humanities Centre,,Other,FALSE,,,-27.61648,Ipswich,FALSE,FALSE,"56 South Street, IPSWICH, 4305",,,,,,,
QLD,148.97624,Mirani,,State School,,Government School,FALSE,,,-21.264555,Eton,FALSE,FALSE,"Prospect Street, ETON, 4741",,,,,,,
QLD,152.739229,Ipswich West,,Leichhardt Parish Centre,,Church,FALSE,,,-27.628596,Leichhardt,FALSE,FALSE,"22 Old Toowoomba Road, LEICHHARDT, 4305",,,,,,,
QLD,149.524232,Mirani,,Centenary Hall,,Courthouse,FALSE,,,-22.349465,St Lawrence,FALSE,FALSE,"7 Railway Parade, ST LAWRENCE, 4707",,,,,,,
QLD,151.846097,Callide,,State School,,Government School,FALSE,,,-26.107759,Cloyna,FALSE,FALSE,"8 William Webber Road, CLOYNA, 4605",,,,,,,
