polling_place_name,lon,division,booth_info,premises,opening_hours,has_bbq,address,source,state,lat,has_nothing,has_caek,extra_info,polling_place_type,has_run_out,has_other,first_report,latest_report,stall_name,stall_description,stall_website
Colbinabbin Primary School,144.801499,Euroa District,,Colbinabbin,,FALSE, Mitchell Street Colbinabbin 45 E3,,VIC,-36.589824,FALSE,FALSE,,,,,,,,,
Caniambo Public Hall,145.631253,Euroa District,,Caniambo,,FALSE, Bridge Road Caniambo 33 C9,,VIC,-36.468471,FALSE,FALSE,,,,,,,,,
St Marys Parish Hall,144.99628,Prahran District,,Windsor,,FALSE, 214 Dandenong Road St Kilda East 2P K4,,VIC,-37.858802,FALSE,FALSE,,,,,,,,,
Tooborac Primary School,144.79814,Euroa District,,Tooborac,,FALSE, Northern Highway Tooborac 60 E2,,VIC,-37.03978,FALSE,FALSE,,,,,,,,,
Bellbrae Primary School,144.263,South Barwon District,,Bellbrae,,TRUE, 50 School Road Bellbrae 3 F7,,VIC,-38.33364,FALSE,TRUE,,,,,,,,,
Mandama Primary School,144.328196,South Barwon District,,Mandama,,FALSE, 10 Corang Avenue Grovedale 465 E6,,VIC,-38.200384,FALSE,FALSE,,,,,,,,,
Surfcoast Sports and Recreation Centre,144.31579,South Barwon District,,Torquay,,FALSE, 77 Beach Road Torquay 505 K4,,VIC,-38.326357,FALSE,FALSE,,,,,,,,,
Grovedale Uniting Church Hall,144.340895,South Barwon District,,Grovedale East,,FALSE, corner Reserve and Torquay Roads Grovedale 465 H7,,VIC,-38.205665,FALSE,FALSE,,,,,,,,,
Seaspray Public Hall,147.190622,Gippsland South District,,Seaspray,,TRUE, Futcher Street Seaspray 691 T11,,VIC,-38.376067,FALSE,FALSE,,,,,,,,,
Grovedale  College,144.32745,South Barwon District,,Grovedale,,FALSE, 19 Wingarra Drive Grovedale 465 E9,,VIC,-38.210887,FALSE,FALSE,,,,,,,,,
Rokeby Public Hall,145.926897,Narracan District,,Rokeby,,FALSE, Brandy Creek Road Rokeby 96 G3,,VIC,-38.070863,FALSE,FALSE,,,,,,,,,
Ceres Primary School,144.26673,South Barwon District,,Ceres,,TRUE, 605 Barrabool Road Ceres 450 A11,,VIC,-38.17355,FALSE,TRUE,,,,,,,,,
Orford Memorial Hall,142.099162,South-West Coast District,,Orford,,FALSE, High Street Orford 89 C5,,VIC,-38.203376,FALSE,FALSE,,,,,,,,,
Wurruk Primary School,147.03995,Gippsland South District,,Wurruk,,FALSE, 13-19 Fisk Street Wurruk 692 K7,,VIC,-38.1068,FALSE,FALSE,,,,,,,,,
Nyora Primary School,145.67489,Gippsland South District,,Nyora,,FALSE, Grundy Avenue Nyora 709 T3,,VIC,-38.33624,FALSE,FALSE,,,,,,,,,
Great Ryrie Primary School,145.238237,Bayswater District,,Southwood,,TRUE, Great Ryrie Street Heathmont 49 K11,,VIC,-37.823954,FALSE,TRUE,Trash and treasure stalls,,,,,,,,
4th Caulfield Scout Hall,145.021465,Caulfield District,,Caulfield South,,FALSE, 1a Birch Street Caulfield South 68 A5,,VIC,-37.892674,FALSE,FALSE,,,,,,,,,
Glen Eira College,145.037964,Caulfield District,,Caulfield East,,TRUE, 76 Booran Road Caulfield East 68 D3,,VIC,-37.8852,FALSE,TRUE,,,,,,,,,
Ripponlea Primary School,145.005124,Caulfield District,,Ripponlea East,,TRUE, Carrington Grove St Kilda East 67 G1,,VIC,-37.874706,FALSE,TRUE,,,,,,,,,
Wesley College Elsternwick Campus,145.009709,Caulfield District,,Elsternwick,,FALSE, 5 Gladstone Parade (access via Carlington Street) Elsternwick 67 H5,,VIC,-37.889644,FALSE,FALSE,,,,,,,,,
Glen Eira Town Hall - Auditorium,145.022324,Caulfield District,,Glen Eira,,FALSE, 416-428 Glen Eira Road Caulfield 68 A2,,VIC,-37.880068,TRUE,FALSE,,,,,,,,,
Katandra School,145.040621,Caulfield District,,Ormond,,TRUE, 2 Walsh Street Ormond 68 E8,,VIC,-37.901965,FALSE,TRUE,,,,,,,,,
Caulfield Indonesian Uniting Church Hall,145.01937,Caulfield District,,Caulfield North,,FALSE, 158 Balaclava Road Caulfield North 58 K12,,VIC,-37.871708,FALSE,FALSE,,,,,,,,,
St Mary's Anglican Church Hall,145.012301,Caulfield District,,Caulfield West,,FALSE, 281 Glen Eira Road Caulfield North 67 J1,,VIC,-37.878207,FALSE,FALSE,,,,,,,,,
St Catherine's Anglican Church,145.014296,Caulfield District,,Clarence,,FALSE, 406 Kooyong Rd Caulfield South 67 J5,,VIC,-37.892172,FALSE,FALSE,,,,,,,,,
St. Aloysius Primary School Hall,145.025247,Caulfield District,,Caulfield Upper,,FALSE, Catherine Street Caulfield 59 B12,,VIC,-37.87405,FALSE,FALSE,,,,,,,,,
Outer Northern Trade Training Centre,145.015793,Thomastown District,,Lalor Park,,FALSE, 407 High Street Lalor 8 J4,,VIC,-37.668089,FALSE,FALSE,,,,,,,,,
Bellbridge Primary School,144.71078,Tarneit District,,Bellbridge East,,FALSE, 120 Bellbridge Drive (access via Matlock Street) Hoppers Crossing 3029 203 A11,,VIC,-37.87108,FALSE,FALSE,,,,,,,,,
Thomastown Secondary College,145.002735,Thomastown District,,Thomastown West,,FALSE, 80-96 Main Street Thomastown 8 F7,,VIC,-37.678703,FALSE,FALSE,,,,,,,,,
Upper Ferntree Gully Primary School,145.31436,Monbulk District,,Ferntree Gully Upper,,FALSE, Talaskia Road Upper Ferntree Gully 74 G6,,VIC,-37.895781,FALSE,FALSE,,,,,,,,,
Macclesfield Primary School,145.47537,Monbulk District,,Macclesfield,,FALSE, 405 Macclesfield Road Macclesfield 309 C5,,VIC,-37.88979,FALSE,FALSE,,,,,,,,,
Parkdale Primary School,145.083888,Mordialloc District,,Parkdale Central,,TRUE, Nepean Highway Parkdale 87 E9,,VIC,-37.992859,FALSE,FALSE,,,,,,,,,
Aspendale Primary School,145.09976,Mordialloc District,,Aspendale,,TRUE, 23 Laura Street Aspendale 92 J5,,VIC,-38.02027,FALSE,FALSE,,,,,,,,,
St Thomas Mores Primary School,145.35268,Monbulk District,,Belgrave,,TRUE, Reynolds Lane Belgrave 75 F10,,VIC,-37.908415,FALSE,FALSE,,,,,,,,,
Menzies Creek Primary School,145.39456,Monbulk District,,Menzies Creek,,TRUE, 12 School Road Menzies Creek 124 E12,,VIC,-37.91774,FALSE,FALSE,Car boot sale!,,,,,,,,
Billanook Primary School,145.338277,Monbulk District,,Montrose South,,FALSE, corner Sheffield Road and Taruna Rise Montrose 52 B11,,VIC,-37.82561,FALSE,TRUE,,,,,,,,,
The Patch Primary School,145.393752,Monbulk District,,The Patch,,FALSE, 53 Kallista-Emerald Road The Patch 124 E5,,VIC,-37.891855,FALSE,FALSE,,,,,,,,,
Chelsea Primary School,145.122355,Mordialloc District,,Chelsea Central,,TRUE, 34-44 Argyle Avenue Chelsea 97 D2,,VIC,-38.055177,FALSE,FALSE,,,,,,,,,
Edithvale Primary School,145.11376,Mordialloc District,,Edithvale,,TRUE, Edithvale Road Edithvale 93 B9,,VIC,-38.037634,FALSE,FALSE,,,,,,,,,
Strathdale Community Centre,144.314268,Bendigo East District,,Strathdale,,FALSE, 155 Crook Street Strathdale 608 D5,,VIC,-36.76059,FALSE,FALSE,,,,,,,,,
Strathfieldsaye Uniting Church Hall,144.355054,Bendigo East District,,Strathfieldsaye,,FALSE, 918 Wellington Street Strathfieldsaye 44 G6,,VIC,-36.806702,FALSE,FALSE,,,,,,,,,
Sailors Gully Lions Community Hall,144.246416,Bendigo East District,,Sailors Gully,,FALSE, corner Growler & Hodgson Streets Eaglehawk 603 M7,,VIC,-36.70816,FALSE,FALSE,,,,,,,,,
Elmore Athenaeum Hall,144.610107,Bendigo East District,,Elmore,,FALSE, 62 Michie Street Elmore 270 C4,,VIC,-36.494914,FALSE,FALSE,,,,,,,,,
Axedale Hall,144.502634,Bendigo East District,,Axedale,,TRUE, 94 High Street Axedale 45 A6,,VIC,-36.787665,FALSE,TRUE,,,,,,,,,
Big Hill Primary School,144.24247,Bendigo East District,,Big Hill,,FALSE, 5644 Calder Highway Big Hill 613 L10,,VIC,-36.83058,FALSE,FALSE,,,,,,,,,
Holy Rosary Parish Centre (Fthr Ted Harte Centre),144.31005,Bendigo East District,,White Hills,,FALSE, 2 Hamelin Street White Hills 604 D10,,VIC,-36.726255,FALSE,FALSE,,,,,,,,,
Kennington Primary School,144.30797,Bendigo East District,,Strath Hill,,FALSE, 60 Crook Street Bendigo 608 D8,,VIC,-36.76838,FALSE,FALSE,,,,,,,,,
Weeroona College,144.29798,Bendigo East District,,Weeroona,,TRUE, 383 Napier Street Bendigo 608 B1,,VIC,-36.73893,FALSE,FALSE,,,,,,,,,
Eppalock Primary School,144.38773,Bendigo East District,,Eppalock,,TRUE, 149 Patons Road Axe Creek 44 H7,,VIC,-36.84177,FALSE,FALSE,,,,,,,,,
Knox Gardens Primary School,145.228913,Ferntree Gully District,,Knox Gardens,,TRUE, Argyle Way Wantirna South 72 H3,,VIC,-37.882411,FALSE,FALSE,,,,,,,,,
Learmonth Football and Netball Club,143.712671,Ripon District,,Learmonth,,FALSE, Laidlaw Street Learmonth 58 D8,,VIC,-37.421393,FALSE,FALSE,,,,,,,,,
Werribee Secondary College,144.669303,Werribee District,,Werribee,,FALSE, 45 Duncans Road Werribee 3030 206 A9,,VIC,-37.906306,FALSE,FALSE,,,,,,,,,
Wyndham Park Primary School,144.676891,Werribee District,,Glenorden,,FALSE, 59-77 Kookaburra Avenue Werribee 3030 206 C3,,VIC,-37.883855,FALSE,FALSE,,,,,,,,,
Little River Primary School,144.50037,Werribee District,,Little River,,FALSE, 21 Flinders Street Little River 200 D5,,VIC,-37.96501,FALSE,FALSE,,,,,,,,,
Westgrove Primary School,144.659724,Werribee District,,Westgrove,,TRUE, corner Danube Drive and Thames Boulevard Werribee 205 J2,,VIC,-37.87927,FALSE,FALSE,,,,,,,,,
Werribee Primary School,144.658954,Werribee District,,Werribee Central,,FALSE, 2 Deutgam Street Werribee 3030 205 J9,,VIC,-37.906696,FALSE,TRUE,,,,,,,,,
MacKillop College - St Mary's Campus,144.696795,Werribee District,,Werribee South,,FALSE, corner Whites and O'Connors Roads Werribee South 3030 201 G10,,VIC,-37.953284,FALSE,FALSE,,,,,,,,,
Iramoo Primary School,144.627868,Werribee District,,Iramoo,,FALSE, McGrath Road (access via Westbourne Drive) Wyndham Vale 205 B6,,VIC,-37.895641,FALSE,FALSE,,,,,,,,,
Thomas Chirnside Primary School,144.637298,Werribee District,,Thomas Chirnside,,TRUE, 85 Walls Road (access via Racecourse Road) Werribee 205 D9,,VIC,-37.90344,FALSE,FALSE,,,,,,,,,
Whitehorse Primary School,145.167201,Ringwood District,,Wakefield,,TRUE, 70-86 Junction Road Blackburn North 48 D7,,VIC,-37.807828,FALSE,TRUE,,,,,,,,,
Manor Lakes P-12 Specialist College,144.60228,Werribee District,,Manor Lakes,,TRUE, 16833 Minindee Road Wyndham Vale 204 F1,,VIC,-37.87416,FALSE,FALSE,,,,,,,,,
Werribee Church of Christ,144.662379,Werribee District,,Galvin Park,,FALSE, 200 Tarneit Road Werribee 205 K3,,VIC,-37.882936,FALSE,FALSE,,,,,,,,,
Newcomb Secondary College,144.394864,Geelong District,,Newcomb South,,FALSE, 81-85 Bellarine Highway Newcomb 452 K10,,VIC,-38.170846,FALSE,FALSE,,,,,,,,,
St Patricks Catholic Primary School,144.346254,Geelong District,,Britannia,,FALSE, 43039 Petrel Street Geelong West 441 J12,,VIC,-38.135044,FALSE,FALSE,,,,,,,,,
Oberon High School,144.33741,Geelong District,,Kidman,,FALSE, 12 Pickett Crescent (access via Kidman Avenue) Belmont 465 G2,,VIC,-38.18665,FALSE,FALSE,,,,,,,,,
St Pauls Anglican Church Hall,144.390089,Geelong District,,Whittington South,,FALSE, corner Wilsons and Townsend Roads Whittington 466 J1,,VIC,-38.180934,FALSE,FALSE,,,,,,,,,
Chilwell Primary School,144.345196,Geelong District,,Chilwell,,TRUE, 313a Pakington Street Newtown 401 A8,,VIC,-38.155104,FALSE,TRUE,,,,,,,,,
Oberon Primary School,144.34199,Geelong District,,Oberon,,TRUE, 28 Dorothy Avenue Belmont 451 H12,,VIC,-38.17944,FALSE,TRUE,,,,,,,,,
Manifold Heights Primary School,144.333042,Geelong District,,Manifold Heights,,TRUE, 20 Strachan Avenue Manifold Heights 441 F12,,VIC,-38.136083,FALSE,TRUE,,,,,,,,,
St Albans Uniting Church Hall,144.388722,Geelong District,,St Albans Park,,FALSE, 276-282 Wilsons Road St Albans Park 466 J1,,VIC,-38.184119,FALSE,FALSE,,,,,,,,,
South Geelong Primary School,144.35857,Geelong District,,Barwon,,TRUE, 200 Yarra Street Geelong 401 G9,,VIC,-38.15694,FALSE,TRUE,,,,,,,,,
Belmont Primary School,144.342101,Geelong District,,Belmont North,,TRUE, 51 Mount Pleasant Road Belmont 451 H10,,VIC,-38.170863,FALSE,TRUE,,,,,,,,,
Keilor Heights Primary School,144.866575,Niddrie District,,Keilor Heights,,FALSE, Ronald Grove Keilor East 15 F11,,VIC,-37.737117,FALSE,FALSE,,,,,,,,,
Aberfeldie Primary School,144.894883,Niddrie District,,Aberfeldie,,TRUE, Doone Street Essendon 28 B4,,VIC,-37.756105,FALSE,FALSE,,,,,,,,,
Bealiba Primary School,143.5519,Ripon District,,Bealiba,,FALSE, 9 Grant Street Bealiba 557 S3,,VIC,-36.78994,FALSE,FALSE,,,,,,,,,
Carisbrook Town Hall,143.813925,Ripon District,,Carisbrook,,TRUE, 19 Bucknall Street Carisbrook 557 R10,,VIC,-37.045861,FALSE,FALSE,,,,,,,,,
Inglewood Primary School,143.87045,Ripon District,,Inglewood,,FALSE, 77 Sullivan Street Inglewood 43 F3,,VIC,-36.57394,FALSE,FALSE,,,,,,,,,
Charlton Senior Citizens Centre,143.348205,Ripon District,,Charlton,,FALSE, 1 High Street Charlton 590 C3,,VIC,-36.267316,FALSE,FALSE,,,,,,,,,
Korong Vale Community Centre,143.706376,Ripon District,,Korong Vale,,FALSE, Allen Street Korong Vale 29 D7,,VIC,-36.355827,FALSE,FALSE,,,,,,,,,
Dunolly Senior Citizens Clubrooms,143.731893,Ripon District,,Dunolly,,FALSE, 21 Bull Street Dunolly 559 T3,,VIC,-36.858182,FALSE,FALSE,,,,,,,,,
Moonambel State Primary School,143.32074,Ripon District,,Moonambel,,FALSE, 24 Humffray Street Moonambel 42 G9,,VIC,-36.98986,FALSE,FALSE,,,,,,,,,
Newlyn Primary School,143.98443,Ripon District,,Newlyn,,TRUE, 2701 Midland Highway Newlyn 58 H8,,VIC,-37.41202,FALSE,FALSE,,,,,,,,,
Newbridge Public Hall,143.900191,Ripon District,,Newbridge,,FALSE, 38 Burke Street Newbridge 43 G5,,VIC,-36.740659,FALSE,FALSE,,,,,,,,,
Waubra Primary School,143.63446,Ripon District,,Waubra,,FALSE, 2110 Sunraysia Highway Waubra 58 C7,,VIC,-37.35384,FALSE,FALSE,,,,,,,,,
Ivanhoe Primary School,145.042772,Ivanhoe District,,Ivanhoe,,TRUE, Waterdale Road (access via Ailsa Grove) Ivanhoe 31 F7,,VIC,-37.766636,FALSE,TRUE,Ivanhoe Primary Car Boot and Craft Sale,,,,,,,,
St Pius X Parish Hall,145.04637,Ivanhoe District,,Heidelberg West,,TRUE, 419 Waterdale Road Heidelberg West 31 F2,,VIC,-37.746554,FALSE,TRUE,,,,,,,,,
St Bernadette's School Hall,145.034125,Ivanhoe District,,Ivanhoe West,,TRUE, 53 Stanley Street Ivanhoe 31 D6,,VIC,-37.763063,FALSE,TRUE,,,,,,,,,
Ivanhoe Grammar School (Buckley Hall),145.043943,Ivanhoe District,,Fairy Hills,,FALSE, The Ridgeway Ivanhoe 31 F9,,VIC,-37.775398,FALSE,FALSE,,,,,,,,,
Olympic Leisure Centre,145.040707,Ivanhoe District,,Olympic Village,,FALSE, 15 Alamein Road Heidelberg West 19 E12,,VIC,-37.740401,FALSE,FALSE,,,,,,,,,
St George's Anglican Church,145.05967,Ivanhoe District,,Ivanhoe East,,FALSE, 46 Warncliffe Road Ivanhoe East 31 J9,,VIC,-37.773637,FALSE,FALSE,,,,,,,,,
Greythorn Primary School,145.096151,Kew District,,Greythorn,,TRUE, Reading Avenue Balwyn North 46 H5,,VIC,-37.801879,FALSE,TRUE,,,,,,,,,
Our Lady of Mercy College,145.067319,Ivanhoe District,,Heidelberg,,TRUE, 39 Yarra Street Heidelberg 32 A5,,VIC,-37.75807,FALSE,TRUE,,,,,,,,,
Trinity Grammar School,145.034571,Kew District,,Kew South,,FALSE, 40 Charles Street Kew 45 D7,,VIC,-37.81017,TRUE,FALSE,,,,,,,,,
Reservoir Views Primary School,145.02068,Preston District,,Reservoir North,,TRUE, 110 St Vigeons Road (access via Hickford Street) Reservoir 19 A2,,VIC,-37.70584,FALSE,FALSE,,,,,,,,,
Reservoir Primary School,145.00677,Preston District,,Reservoir,,FALSE, Duffy Street Reservoir 18 H4,,VIC,-37.71142,FALSE,FALSE,,,,,,,,,
Cooma Uniting Church Hall,145.068444,Euroa District,,Cooma,,FALSE, Kyabram-Cooma Road Cooma 32 C8,,VIC,-36.414591,FALSE,FALSE,,,,,,,,,
Assumption College,144.947755,Euroa District,,Kilmore,,TRUE, 37-43 Sutherland Street Kilmore 640 E5,,VIC,-37.302204,FALSE,FALSE,Sold out!,,,,,,,,
Reservoir West Primary School,144.99023,Preston District,,Reservoir West,,FALSE, Carrington Road Reservoir 18 D7,,VIC,-37.72214,FALSE,FALSE,,,,,,,,,
The Pavilion,145.018151,Preston District,,Preston East,,FALSE, 40237 Sylvester Grove Preston 18 K11,,VIC,-37.737995,FALSE,FALSE,,,,,,,,,
Reservoir East Primary School,145.02184,Preston District,,Boldrewood,,FALSE, Boldrewood Parade Reservoir 19 A6,,VIC,-37.71998,FALSE,FALSE,,,,,,,,,
Peranbin Primary College,145.86344,Euroa District,,Baddaginnie,,FALSE, Clarendon Street Baddaginnie 47 F3,,VIC,-36.59246,FALSE,FALSE,,,,,,,,,
Newlands Primary School,144.985421,Preston District,,Newlands,,FALSE, corner Elizabeth and Murphy Streets Coburg 18 C9,,VIC,-37.729843,FALSE,FALSE,,,,,,,,,
St Mark's Hall,144.993389,Preston District,,Reservoir South,,TRUE, 21 Beatty Street Reservoir West 18 D8,,VIC,-37.726717,FALSE,FALSE,Sold out!,,,,,,,,
Keon Park Kindergarten,145.014285,Preston District,,Keon Park,,FALSE, 75 Arundel Avenue Reservoir 8 J12,,VIC,-37.696404,FALSE,FALSE,,,,,,,,,
Tatong Memorial Hall,146.109531,Euroa District,,Tatong,,TRUE, Tiger Hill Road Tatong 48 C5,,VIC,-36.730865,FALSE,FALSE,,,,,,,,,
Koroit Senior Citizens Rooms,142.368268,South-West Coast District,,Koroit,,TRUE, High Street Koroit 510 D8,,VIC,-38.29667,FALSE,FALSE,,,,,,,,,
Warrnambool Special Development School,142.472229,South-West Coast District,,Warrnambool Education Centre,,FALSE, 101 Hyland Street Warrnambool 514 H6,,VIC,-38.374549,FALSE,FALSE,,,,,,,,,
Tyrendarra War Memorial Hall (Public Hall),141.778877,South-West Coast District,,Tyrendarra,,FALSE, Princes Highway Tyrendarra 88 E5,,VIC,-38.218721,FALSE,FALSE,,,,,,,,,
Naringal Public Hall,142.692463,South-West Coast District,,Naringal,,FALSE, Cobden-Warrnambool Road Naringal 90 D8,,VIC,-38.395823,FALSE,FALSE,,,,,,,,,
Legacy Lodge,141.613429,South-West Coast District,,Portland South,,FALSE, 60 Wellington Road Portland 503 R7,,VIC,-38.361823,FALSE,FALSE,,,,,,,,,
Warrnambool Temperance Hall,142.480795,South-West Coast District,,Warrnambool,,FALSE, 195 Koroit Street Warrnambool 515 J7,,VIC,-38.382595,FALSE,FALSE,,,,,,,,,
Allansford Primary School,142.59039,South-West Coast District,,Allansford,,TRUE, Frank Street Allansford 512 E7,,VIC,-38.38628,FALSE,TRUE,Allansford Primary School Christmas Market ,,,,,,,,
Our Lady Help of Christians Primary School,142.519443,South-West Coast District,,Warrnambool - Tower Square,,FALSE, 28 Selby Road Warrnambool East 515 R8,,VIC,-38.385343,FALSE,FALSE,,,,,,,,,
Macarthur Primary School,142.000627,South-West Coast District,,Macarthur,,FALSE, 23 Russell Street Macarthur 509 S10,,VIC,-38.030918,FALSE,FALSE,,,,,,,,,
Drill Hall,141.606503,South-West Coast District,,Portland,,FALSE, 22 Bentinck Street Portland 503 Q4,,VIC,-38.352124,FALSE,FALSE,,,,,,,,,
Courtenay Gardens Primary School,145.28285,Cranbourne District,,Courtenay Gardens,,FALSE, Rosebank Drive Cranbourne North 129 K9,,VIC,-38.079853,FALSE,FALSE,,,,,,,,,
Cranbourne East Secondary College,145.30603,Cranbourne District,,Cranbourne East,,TRUE, 50 Stately Drive Cranbourne East 134 E5,,VIC,-38.10487,FALSE,FALSE,,,,,,,,,
Cranbourne Primary School,145.288782,Cranbourne District,,Cranbourne,,FALSE, Bakewell Street Cranbourne 134 A5,,VIC,-38.111955,FALSE,FALSE,,,,,,,,,
Lyndhurst Primary School,145.253486,Cranbourne District,,Lyndhurst West,,TRUE, 70 Brookwater Parade Lyndhurst 129 C7,,VIC,-38.074619,FALSE,FALSE,,,,,,,,,
Rangebank Primary School,145.275749,Cranbourne District,,Rangebank,,FALSE, 14-36 Lesdon Avenue Cranbourne 129 H11,,VIC,-38.08774,FALSE,FALSE,,,,,,,,,
Cranbourne Carlisle Primary School,145.288865,Cranbourne District,,Cranbourne North East,,FALSE, Springhill Drive Cranbourne 130 A11,,VIC,-38.087312,FALSE,FALSE,,,,,,,,,
Cranbourne West Primary School,145.26818,Cranbourne District,,Cranbourne West,,FALSE, 110 Duff Street Cranbourne 133 F3,,VIC,-38.10311,FALSE,FALSE,,,,,,,,,
Lyndhurst Secondary College,145.269739,Cranbourne District,,Lyndhurst,,FALSE, 950 South Gippsland Hwy(via Gate 3 Wentworth Street) Cranbourne North 129 G7,,VIC,-38.074972,FALSE,FALSE,,,,,,,,,
Ruskin Park Primary School,145.296472,Croydon District,,Croydon East,,TRUE, Ruskin Avenue Croydon 51 C4,,VIC,-37.798558,FALSE,FALSE,,,,,,,,,
St Peters Catholic Co-Ed College,145.257337,Cranbourne District,,Amstel,,FALSE, 1005 Cranbourne-Frankston Road Cranbourne West 133 D4,,VIC,-38.109398,FALSE,FALSE,,,,,,,,,
Kerang Memorial Hall,143.917155,Murray Plains District,,Kerang,,FALSE, 4 Nolan Street Kerang 20 G5,,VIC,-35.734464,FALSE,FALSE,,,,,,,,,
Carrington Primary School,145.24651,Rowville District,,Carrington,,FALSE, corner Rickards Avenue and Laura Road Knoxfield 73 B5,,VIC,-37.89175,FALSE,FALSE,,,,,,,,,
Lysterfield Primary School,145.276006,Rowville District,,Lysterfield,,TRUE, corner Bellfield and Lakesfield Drives Lysterfield 73 H11,,VIC,-37.9118,FALSE,FALSE,,,,,,,,,
Youth With A Mission,145.090117,Burwood District,,Chatham South,,FALSE, 1 Kent Road Surrey Hills 46 F12,,VIC,-37.827591,FALSE,FALSE,,,,,,,,,
St Michael's Primary School,144.05372,Buninyong District,,Springbank,,FALSE, 738 Springbank Road Springbank 77 B2,,VIC,-37.532245,FALSE,FALSE,,,,,,,,,
Heany Park Primary School,145.243228,Rowville District,,Heany Park,,TRUE, Buckingham Drive Rowville 82 A5,,VIC,-37.93345,FALSE,TRUE,Heany Park Primary School�۪s 21st Birthday Fete,,,,,,,,
Lethbridge Public Hall,144.134053,Buninyong District,,Lethbridge,,FALSE, 25 Russell Street Lethbridge 100 H4,,VIC,-37.966004,FALSE,FALSE,,,,,,,,,
Warrenheip Primary School,143.92795,Buninyong District,,Warrenheip,,TRUE, 93 Warrenheip Road Warrenheip 567 Q11,,VIC,-37.57392,FALSE,TRUE,,,,,,,,,
Bungaree Mechanics Institute,143.99446,Buninyong District,,Bungaree,,FALSE, 234 Bungaree-Wallace Road Bungaree 77 B2,,VIC,-37.55947,FALSE,FALSE,,,,,,,,,
Linton Primary School,143.56131,Buninyong District,,Linton,,FALSE, 28 Adair Street Linton 522 C2,,VIC,-37.68407,FALSE,FALSE,,,,,,,,,
Scarsdale Town Hall,143.654809,Buninyong District,,Scarsdale,,FALSE, 23 Pitfield Road Scarsdale 76 C4,,VIC,-37.670896,FALSE,FALSE,,,,,,,,,
Gordon Public Hall,144.103754,Buninyong District,,Gordon,,FALSE, 68 Main Street Gordon 584 H10,,VIC,-37.580455,FALSE,FALSE,,,,,,,,,
Phoenix P-12 Community College - Redan Campus,143.835038,Buninyong District,,Redan,,FALSE, Hertford Street (access via Alfred Street) Sebastopol 571 T2,,VIC,-37.585342,FALSE,FALSE,,,,,,,,,
Elaine Mechanics Institute,144.030727,Buninyong District,,Elaine,,FALSE, Pearson Street Elaine 77 J6,,VIC,-37.777098,FALSE,FALSE,,,,,,,,,
