polling_place_name,lon,division,booth_info,premises,opening_hours,has_bbq,address,source,state,lat,has_nothing,has_caek,extra_info,polling_place_type,has_run_out,has_other,stall_name,stall_description,stall_website,first_report,latest_report
Coonalpyn,139.8498145,MacKillop, ;  Assisted Wheelchair Access,Coonalpyn Hall,,FALSE,Dukes Hwy COONALPYN SA,,SA,-35.687599,FALSE,FALSE,,,,,,,,,
Coomandook,139.6678419,Hammond, ;  No Wheelchair Access,Coomandook Uniting Church Hall,,FALSE,Dukes Hwy COOMANDOOK SA,,SA,-35.4626967,FALSE,FALSE,,,,,,,,,
Corny Point,137.083263,Goyder, ;  Assisted Wheelchair Access,Corny Point Memorial Hall,,FALSE,2 Liddiards Rd CORNY POINT SA,,SA,-34.926379,FALSE,FALSE,,,,,,,,,
Coonawarra,140.8390021,MacKillop, ;  Assisted Wheelchair Access,Coonawarra Soldiers Memorial Hall,,FALSE,Helen Rd COONAWARRA SA,,SA,-37.2912738,FALSE,FALSE,,,,,,,,,
Cowandilla,138.5593159,West Torrens, ;  Full Wheelchair Access,Cowandilla Primary School,,TRUE,21 Jenkins St COWANDILLA SA,,SA,-34.9340199,FALSE,FALSE,,,,,,,,,
Coromandel Valley,138.626133,Davenport, ;  Assisted Wheelchair Access,Coromandel Valley Primary School,,FALSE,339 Main Rd COROMANDEL VALLEY SA,,SA,-35.03334,FALSE,FALSE,,,,,,,,,
Craigmore,138.7113539,Napier,enter via Jamieson Street;  Assisted Wheelchair Access,Craigmore High School,,FALSE,Uley Rd CRAIGMORE SA,,SA,-34.6976122,FALSE,FALSE,,,,,,,,,
Cowell,136.926375,Flinders, ;  Assisted Wheelchair Access,Franklin Harbour Institute,,FALSE,8 Main St COWELL SA,,SA,-33.683738,FALSE,FALSE,,,,,,,,,
Klemzig,138.63769,Torrens, ;  Assisted Wheelchair Access,Klemzig Primary School,,FALSE,2 Hay St KLEMZIG SA,,SA,-34.876944,FALSE,FALSE,,,,,,,,,
Kensington,138.6501329,Dunstan, ;  Assisted Wheelchair Access,Marryatville Primary School,,FALSE,54 Dankel Ave KENSINGTON SA,,SA,-34.9256779,FALSE,FALSE,,,,,,,,,
Hackham,138.5332069,Mawson, ;  Assisted Wheelchair Access,Hackham East Primary School,,FALSE,Collins Pde HACKHAM SA,,SA,-35.141617,FALSE,FALSE,,,,,,,,,
Gulfview Heights,138.6678396,Wright,Gym;  Assisted Wheelchair Access,Gulfview Heights Primary School,,FALSE,Kiekebusch Rd GULFVIEW HEIGHTS SA,,SA,-34.7916168,FALSE,FALSE,,,,,,,,,
Highbury,138.700704,Morialta, ;  Full Wheelchair Access,Turramurra Recreation Centre,,FALSE,1000 Lower North East Rd HIGHBURY SA,,SA,-34.853403,FALSE,FALSE,,,,,,,,,
Hampstead Gardens,138.625781,Torrens, ;  Full Wheelchair Access,Church of Christ Hampstead Gardens,,FALSE,28 Gambia Ave HAMPSTEAD GARDENS SA,,SA,-34.873206,FALSE,FALSE,,,,,,,,,
Goodwood,138.588912,Ashford, ;  Full Wheelchair Access,Goodwood Primary School,,TRUE,140 Goodwood Rd GOODWOOD SA,,SA,-34.951508,FALSE,FALSE,,,,,,,,,
Glenunga,138.6359181,Unley,Gym access via Conyngham Street;  Full Wheelchair Access,Glenunga International High School,,FALSE,99 L'Estrange St GLENUNGA SA,,SA,-34.9490137,FALSE,FALSE,,,,,,,,,
Greenwith West,138.708397,Little Para, ;  Full Wheelchair Access,Salvation Army,,TRUE,1681 Golden Grove Rd GREENWITH SA,,SA,-34.767947,FALSE,FALSE,,,,,,,,,
Grange,138.49588,Colton, ;  Full Wheelchair Access,Grange Primary School,,TRUE,39a Jetty St GRANGE SA,,SA,-34.902423,FALSE,FALSE,,,,,,,,,
Lucindale,140.3695088,MacKillop, ;  Assisted Wheelchair Access,Lucindale Area School,,FALSE,Gum Ave LUCINDALE SA,,SA,-36.9657184,FALSE,FALSE,,,,,,,,,
Lyndoch,138.8868673,Schubert,via Gordon Street;  Full Wheelchair Access,Lyndoch Primary School,,FALSE,Margaret St LYNDOCH SA,,SA,-34.6040902,FALSE,FALSE,,,,,,,,,
Lock,135.757149,Flinders, ;  Assisted Wheelchair Access,Lock Hall,,FALSE,18/19 Railway Tce LOCK SA,,SA,-33.565601,FALSE,FALSE,,,,,,,,,
Lonsdale,138.5032766,Reynell, ;  Assisted Wheelchair Access,Lonsdale Heights Primary School,,FALSE,25 Sunningdale Dr CHRISTIE DOWNS SA,,SA,-35.1246005,FALSE,FALSE,,,,,,,,,
Loxton,140.5687591,Chaffey, ;  Assisted Wheelchair Access,Lutheran Peace Hall,,FALSE,Bookpurnong Tce LOXTON SA,,SA,-34.4536809,FALSE,FALSE,,,,,,,,,
Loxton North,140.624327,Chaffey, ;  Assisted Wheelchair Access,Loxton North Primary School,,FALSE,379 Balfour-Ogilvy Rd LOXTON NORTH SA,,SA,-34.413138,FALSE,FALSE,,,,,,,,,
Linden Park,138.646237,Bragg, ;  Full Wheelchair Access,Linden Park Schools,,FALSE,14 Hay Rd LINDEN PARK SA,,SA,-34.94792,FALSE,FALSE,,,,,,,,,
Littlehampton,138.8694903,Kavel, ;  Assisted Wheelchair Access,Anembo Park Clubrooms,,FALSE,Princes Hwy LITTLEHAMPTON SA,,SA,-35.0536083,FALSE,FALSE,,,,,,,,,
Lobethal,138.8744829,Kavel, ;  Full Wheelchair Access,Onkaparinga Senior Citizens Centre,,FALSE,36 Main St LOBETHAL SA,,SA,-34.9050447,FALSE,FALSE,,,,,,,,,
Lochiel,138.1616108,Frome, ;  Assisted Wheelchair Access,Lochiel Hall,,FALSE,Cnr Robert & Frances Sts LOCHIEL SA,,SA,-33.9294336,FALSE,FALSE,,,,,,,,,
Aberfoyle Park,138.59315,Fisher,South Access - off Hub Drive behind shopping centre. North Access - off Taylor Road;  Assisted Wheelchair Access,Aberfoyle Park High School,,FALSE,36A Taylors Rd East ABERFOYLE PARK SA,,SA,-35.073725,FALSE,FALSE,,,,,,,,,
Woodville West,138.5210355,Cheltenham, ;  Assisted Wheelchair Access,Woodville West Kindergarten,,FALSE,Cnr Elizabeth St & Lawton Cres WOODVILLE WEST SA,,SA,-34.8854202,FALSE,FALSE,,,,,,,,,
Georgetown,138.3910661,Frome, ;  Assisted Wheelchair Access,Georgetown Memorial Hall,,FALSE,Pitt St GEORGETOWN SA,,SA,-33.360029,FALSE,FALSE,,,,,,,,,
Gladstone,138.3516596,Frome, ;  Assisted Wheelchair Access,Gladstone Primary School,,FALSE,2 West Tce GLADSTONE SA,,SA,-33.2690827,FALSE,FALSE,,,,,,,,,
Gawler South,138.7478059,Light, ;  Full Wheelchair Access,Immanuel Lutheran Church Gawler,,FALSE,Cnr Seventh & Second Sts GAWLER SOUTH SA,,SA,-34.6063278,FALSE,FALSE,,,,,,,,,
Gawler West,138.7466702,Light, ;  Assisted Wheelchair Access,Gawler Uniting Church Hall,,FALSE,Tod St GAWLER SA,,SA,-34.5991448,FALSE,FALSE,,,,,,,,,
Gawler,138.7504242,Light, ;  Assisted Wheelchair Access,Gawler Freemasons Centre,,FALSE,Cnr Union St & Lyndoch Rd GAWLER SA,,SA,-34.5966215,FALSE,FALSE,,,,,,,,,
Gawler East,138.7613234,Light, ;  Assisted Wheelchair Access,Gawler East Primary School,,FALSE,Finch Rd GAWLER EAST SA,,SA,-34.5974952,FALSE,FALSE,,,,,,,,,
Fullarton,138.6192763,Unley,"Location Julia's Cafe, enter via gate 1 or 2;  Full Wheelchair Access",Highgate Building,,FALSE,103 Fisher St FULLARTON SA,,SA,-34.957183,FALSE,FALSE,,,,,,,,,
Woodcroft West,138.543843,Reynell, ;  Full Wheelchair Access,Woodcroft College,,FALSE,143-173 Bains Rd MORPHETT VALE SA,,SA,-35.113504,FALSE,FALSE,,,,,,,,,
Woodville Gardens,138.5522864,Croydon, ;  Full Wheelchair Access,Woodville Gardens School B-7,,FALSE,Ridley Gr WOODVILLE GARDENS SA,,SA,-34.8640168,FALSE,FALSE,,,,,,,,,
Westbourne Park,138.5927058,Waite, ;  Full Wheelchair Access,Westbourne Park Primary School,,FALSE,2 Marlborough Rd WESTBOURNE PARK SA,,SA,-34.9688525,FALSE,FALSE,,,,,,,,,
Woodcroft,138.556371,Mawson,Gymnasium off Investigator Drive;  Full Wheelchair Access,Woodcroft Primary School,,FALSE,1-23 Investigator Dr WOODCROFT SA,,SA,-35.105304,FALSE,FALSE,,,,,,,,,
Aberfoyle Park North,138.5989846,Davenport, ;  Full Wheelchair Access,Aberfoyle Park Baptist Church Hall,,FALSE,Cnr Manning Rd & Lyn St ABERFOYLE PARK SA,,SA,-35.0590534,FALSE,FALSE,,,,,,,,,
Andrews Farm,138.6597471,Light, ;  Assisted Wheelchair Access,St Columba College,,FALSE,President Ave ANDREWS FARM SA,,SA,-34.6754486,FALSE,FALSE,,,,,,,,,
Glen Osmond,138.645584,Bragg, ;  Assisted Wheelchair Access,St Saviour's Church Hall,,FALSE,2 Pridmore Rd GLEN OSMOND SA,,SA,-34.962691,FALSE,FALSE,,,,,,,,,
Glenburnie,140.8700529,Mount Gambier, ;  Full Wheelchair Access,Glenburnie Memorial Hall,,FALSE,Casterton Rd GLENBURNIE SA,,SA,-37.8190523,FALSE,FALSE,,,,,,,,,
Westbourne Park,138.5927058,Ashford, ;  Full Wheelchair Access,Westbourne Park Primary School,,FALSE,2 Marlborough Rd WESTBOURNE PARK SA,,SA,-34.9688525,FALSE,FALSE,,,,,,,,,
Warradale,138.5374477,Mitchell, ;  Full Wheelchair Access,Warradale Primary School,,FALSE,Keynes Ave WARRADALE SA,,SA,-35.0031672,FALSE,FALSE,,,,,,,,,
Two Wells,138.5396081,Taylor, ;  Full Wheelchair Access,Two Wells Primary School,,FALSE,Gawler Rd TWO WELLS SA,,SA,-34.5925659,FALSE,FALSE,,,,,,,,,
St Marys,138.5756991,Elder,enter from Walsh Avenue;  Assisted Wheelchair Access,St Bernadette's Parish Hall,,FALSE,Cnr South Road & Walsh Avenue ST MARYS SA,,SA,-35.0033039,FALSE,FALSE,,,,,,,,,
Walkerville North,138.6161112,Enfield,off North East Rd;  Full Wheelchair Access,St Monica's Parish School,,FALSE,92 North East Rd WALKERVILLE SA,,SA,-34.887827,FALSE,FALSE,,,,,,,,,
Valley View,138.6537758,Florey, ;  No Wheelchair Access,Valley View Kindergarten,,FALSE,Geoffrey Ave VALLEY VIEW SA,,SA,-34.8414157,FALSE,FALSE,,,,,,,,,
South Plympton,138.557766,Ashford, ;  Full Wheelchair Access,Forbes Primary School,,FALSE,80 Thomas St SOUTH PLYMPTON SA,,SA,-34.979012,FALSE,FALSE,,,,,,,,,
Somerton Park,138.5266797,Morphett, ;  Assisted Wheelchair Access,Masonic Homes Inc,,FALSE,91 Diagonal Rd SOMERTON PARK SA,,SA,-34.9938226,FALSE,FALSE,,,,,,,,,
St Clair,138.540845,Croydon,enter from Brocas Ave;  No Wheelchair Access,Woodville High School,,FALSE,11 Actil Ave ST CLAIR SA,,SA,-34.872922,FALSE,FALSE,,,,,,,,,
St Agnes West,138.7054245,Florey, ;  Full Wheelchair Access,Ardtornish Primary School,,FALSE,Saarinen Ave ST AGNES SA,,SA,-34.8345115,FALSE,FALSE,,,,,,,,,
Davoren Park,138.6644061,Taylor, ;  Assisted Wheelchair Access,Swallowcliffe Primary School,,FALSE,Swallowcliffe Road DAVOREN PARK SA,,SA,-34.6978323,FALSE,FALSE,,,,,,,,,
Craigmore South,138.7003008,Napier, ;  Assisted Wheelchair Access,Craigmore South Primary School,,FALSE,Turner Dr CRAIGMORE SA,,SA,-34.7123942,FALSE,FALSE,,,,,,,,,
Flagstaff Hill East,138.6168016,Davenport, ;  Full Wheelchair Access,Craigburn Primary School,,FALSE,15 Murrays Hill Rd FLAGSTAFF HILL SA,,SA,-35.0575373,FALSE,FALSE,,,,,,,,,
Flagstaff Hill,138.5890338,Davenport, ;  Full Wheelchair Access,Flagstaff Hill R-7 School,,FALSE,145 Black Rd FLAGSTAFF HILL SA,,SA,-35.0502981,FALSE,FALSE,,,,,,,,,
Findon West,138.5274715,Cheltenham, ;  No Wheelchair Access,Findon High School,,FALSE,Drummond Ave FINDON SA,,SA,-34.8966445,FALSE,FALSE,,,,,,,,,
Findon,138.537047,Cheltenham, ;  Assisted Wheelchair Access,Western Link Uniting Church,,FALSE,93 Crittenden Rd FINDON SA,,SA,-34.898937,FALSE,FALSE,,,,,,,,,
Freeling,138.8101047,Schubert, ;  Full Wheelchair Access,Freeling Lutheran Church,,FALSE,Clarke St FREELING SA,,SA,-34.4544346,FALSE,FALSE,,,,,,,,,
Frances,140.9531386,MacKillop, ;  No Wheelchair Access,Frances Soldiers Memorial Institute,,FALSE,Railway Tce FRANCES SA,,SA,-36.715368,FALSE,FALSE,,,,,,,,,
Forreston,138.8995005,Schubert, ;  Full Wheelchair Access,Forreston Memorial Hall,,FALSE,Main Rd FORRESTON SA,,SA,-34.7974939,FALSE,FALSE,,,,,,,,,
Flinders Park,138.5476693,Croydon, ;  Assisted Wheelchair Access,Flinders Park Church of Christ,,FALSE,Cnr Franklin & Drake Ave FLINDERS PARK SA,,SA,-34.9076674,FALSE,FALSE,,,,,,,,,
Wasleys,138.6810992,Light, ;  No Wheelchair Access,Wasleys Primary School,,FALSE,Annie Tce WASLEYS SA,,SA,-34.4708162,FALSE,FALSE,,,,,,,,,
Watervale,138.6453898,Frome, ;  Assisted Wheelchair Access,Watervale Primary School,,FALSE,Main North Rd WATERVALE SA,,SA,-33.9587085,FALSE,FALSE,,,,,,,,,
Fulham Gardens,138.5043942,Colton,enter off Marlborough Street;  Full Wheelchair Access,Fulham Gardens Primary School,,FALSE,Mitton Ave HENLEY BEACH SA,,SA,-34.9114325,FALSE,FALSE,,,,,,,,,
Fulham,138.514158,Colton,access from Phelps Court;  Full Wheelchair Access,Reedbeds Community Centre,,FALSE,19 Fitch Rd FULHAM SA,,SA,-34.930563,FALSE,FALSE,,,,,,,,,
Wallaroo Mines,137.7014838,Goyder, ;  Full Wheelchair Access,Kadina Dart Club,,FALSE,Downer Road WALLAROO MINES SA,,SA,-33.9638197,FALSE,FALSE,,,,,,,,,
Wangary,135.481244,Flinders, ;  Assisted Wheelchair Access,Lake Wangary Primary School,,FALSE,Third St WANGARY SA,,SA,-34.5495086,FALSE,FALSE,,,,,,,,,
Warooka,137.401966,Goyder, ;  Full Wheelchair Access,Warooka Institute,,FALSE,1-3 Player St WAROOKA SA,,SA,-34.990429,FALSE,FALSE,,,,,,,,,
Warramboo,135.590167,Flinders, ;  Assisted Wheelchair Access,Warramboo Hall,,FALSE,Barns St WARRAMBOO SA,,SA,-33.240074,FALSE,FALSE,,,,,,,,,
Auburn,138.6856727,Frome, ;  Full Wheelchair Access,Auburn RSL Hall,,FALSE,Main North Rd AUBURN SA,,SA,-34.0272307,FALSE,FALSE,,,,,,,,,
Balaklava,138.4169482,Frome, ;  Assisted Wheelchair Access,Balaklava Primary School,,FALSE,Wallace St BALAKLAVA SA,,SA,-34.1507984,FALSE,FALSE,,,,,,,,,
Banksia Park,138.7272076,Newland, ;  Full Wheelchair Access,Banksia Park Primary School,,FALSE,Cottenham Rd BANKSIA PARK SA,,SA,-34.8081718,FALSE,FALSE,,,,,,,,,
Barmera,140.4537004,Chaffey, ;  Full Wheelchair Access,Barmera Recreation Centre,,FALSE,1 James Tce BARMERA SA,,SA,-34.251858,FALSE,FALSE,,,,,,,,,
Ascot Park,138.562508,Elder, ;  Full Wheelchair Access,Active Elders Association,,TRUE,27A Charles St ASCOT PARK SA,,SA,-34.990672,FALSE,TRUE,Plus fairy floss!,,,,,,,,
Ashbourne,138.76575,Heysen, ;  Full Wheelchair Access,Eastern Fleurieu School (Ashbourne Campus),,FALSE,14 Ashbourne Rd ASHBOURNE SA,,SA,-35.288371,FALSE,FALSE,,,,,,,,,
Athelstone,138.699915,Morialta, ;  Assisted Wheelchair Access,Athelstone Primary School,,TRUE,8 Brookside Rd ATHELSTONE SA,,SA,-34.868285,FALSE,FALSE,,,,,,,,,
Athelstone South,138.693191,Morialta, ;  Assisted Wheelchair Access,Thorndon Park Primary School,,TRUE,71 Stradbroke Rd ATHELSTONE SA,,SA,-34.88417,FALSE,FALSE,Plus drinks,,,,,,,,
Beachport,140.0134959,MacKillop, ;  Full Wheelchair Access,Beachport Recreation Centre,,FALSE,Golf Course Rd BEACHPORT SA,,SA,-37.4761204,FALSE,FALSE,,,,,,,,,
Beaumont,138.658358,Bragg, ;  Assisted Wheelchair Access,Beaumont Scout Hall,,TRUE,42 Cooper Pl BEAUMONT SA,,SA,-34.944945,FALSE,FALSE,,,,,,,,,
Roseworthy,138.7449167,Light, ;  Full Wheelchair Access,Roseworthy Primary School,,FALSE,Gartrell St ROSEWORTHY SA,,SA,-34.5338973,FALSE,FALSE,,,,,,,,,
Rose Park,138.629302,Bragg, ;  Assisted Wheelchair Access,Rose Park Primary School,,FALSE,54 Alexandra Ave ROSE PARK SA,,SA,-34.931545,FALSE,FALSE,,,,,,,,,
Robertstown,139.083006,Stuart, ;  Assisted Wheelchair Access,Robertstown Peace Hall,,FALSE,32 Commercial St ROBERTSTOWN SA,,SA,-33.989666,FALSE,FALSE,,,,,,,,,
Robe,139.7602249,MacKillop, ;  Assisted Wheelchair Access,Robe Primary School,,FALSE,Union Street ROBE SA,,SA,-37.1644782,FALSE,FALSE,,,,,,,,,
Riverton,138.745021,Frome, ;  Assisted Wheelchair Access,Riverton Primary School,,FALSE,21 Swinden St RIVERTON SA,,SA,-34.157653,FALSE,FALSE,,,,,,,,,
Risdon Park South,137.992702,Frome, ;  Assisted Wheelchair Access,Baptist Church Hall,,TRUE,44 Hannan St RISDON PARK SOUTH SA,,SA,-33.206986,FALSE,FALSE,,,,,,,,,
Risdon Park,138.003539,Frome, ;  Full Wheelchair Access,Lighthouse Uniting Church,,FALSE,390 The Terrace RISDON PARK SA,,SA,-33.1979,FALSE,FALSE,,,,,,,,,
Richmond,138.5619843,West Torrens,via Bickford Street;  Assisted Wheelchair Access,Tenison Woods Catholic School,,FALSE,68 Brooker Tce RICHMOND SA,,SA,-34.9386561,TRUE,FALSE,,,,,,,,,
Glenunga,138.6359181,Bragg,Gym access via Conyngham Street;  Full Wheelchair Access,Glenunga International High School,,FALSE,99 L'Estrange St GLENUNGA SA,,SA,-34.9490137,FALSE,FALSE,,,,,,,,,
Roxby Downs,136.8955714,Giles,Carpark off Burgoyne St;  Assisted Wheelchair Access,Roxby Downs Christian Community Church,,FALSE,Cnr Burgoyne & Tutop Sts ROXBY DOWNS SA,,SA,-30.5635286,FALSE,FALSE,,,,,,,,,
Rostrevor,138.684753,Morialta, ;  Full Wheelchair Access,Stradbroke Primary School,,FALSE,73 Koonga Ave ROSTREVOR SA,,SA,-34.893565,FALSE,FALSE,,,,,,,,,
Gilles Plains,138.662969,Torrens,Gym;  Full Wheelchair Access,Wandana Primary School,,FALSE,2 Cowra Ave GILLES PLAINS SA,,SA,-34.8492663,FALSE,FALSE,,,,,,,,,
Port Noarlunga,138.472321,Kaurna, ;  Full Wheelchair Access,The Arts Centre Port Noarlunga ,,FALSE,22 Gawler Street PORT NOARLUNGA SA,,SA,-35.148995,FALSE,FALSE,,,,,,,,,
Port Neill,136.3487162,Flinders, ;  Assisted Wheelchair Access,Port Neill War Memorial Hall,,FALSE,41 Wallis St PORT NEILL SA,,SA,-34.1189294,FALSE,FALSE,,,,,,,,,
Port Elliot,138.6819228,Finniss, ;  Full Wheelchair Access,Port Elliot RSL Hall,,FALSE,10 The Strand PORT ELLIOT SA,,SA,-35.5341077,FALSE,FALSE,,,,,,,,,
Port Clinton,138.0197754,Goyder, ;  Assisted Wheelchair Access,Port Clinton Progress Hall,,FALSE,Cnr Emeu St & Cumberland Rd PORT CLINTON SA,,SA,-34.2240093,FALSE,FALSE,,,,,,,,,
Port Kenny,134.683312,Flinders, ;  No Wheelchair Access,Port Kenny Hall,,FALSE,7 Main St PORT KENNY SA,,SA,-33.165838,FALSE,FALSE,,,,,,,,,
Port Lincoln Central,135.8367808,Flinders, ;  Assisted Wheelchair Access,Port Lincoln Lutheran Church Hall,,FALSE,Flinders Hwy PORT LINCOLN SA,,SA,-34.714659,FALSE,FALSE,,,,,,,,,
Port Lincoln,135.856357,Flinders, ;  Assisted Wheelchair Access,Port Lincoln RSL Hall,,FALSE,14 Hallet Pl PORT LINCOLN SA,,SA,-34.720452,FALSE,FALSE,,,,,,,,,
Port MacDonnell,140.6970727,Mount Gambier, ;  Assisted Wheelchair Access,Port MacDonnell Senior Citizens Club,,FALSE,Elizabeth St PORT MACDONNELL SA,,SA,-38.0527276,FALSE,FALSE,,,,,,,,,
Port Lincoln South,135.846749,Flinders, ;  Assisted Wheelchair Access,Lincoln Gardens Primary School,,FALSE,14 Barley Rd PORT LINCOLN SA,,SA,-34.740671,FALSE,FALSE,,,,,,,,,
Angle Vale,138.6459039,Taylor, ;  Full Wheelchair Access,Angle Vale Primary School,,FALSE,Heaslip Rd ANGLE VALE SA,,SA,-34.6443311,FALSE,FALSE,,,,,,,,,
Redhill,138.2276688,Frome,Corner of Moorehouse and Bowman Streets;  Full Wheelchair Access,Redhill Community Centre,,FALSE,51 Moorhouse St REDHILL SA,,SA,-33.5390312,FALSE,FALSE,,,,,,,,,
Ramco,139.9320686,Chaffey, ;  Assisted Wheelchair Access,Ramco Community Hall,,FALSE,294 Ramco Road RAMCO SA,,SA,-34.1702164,FALSE,FALSE,,,,,,,,,
Quorn,138.041803,Giles, ;  Assisted Wheelchair Access,Flinders Ranges Council Chambers,,FALSE,1 Seventh St QUORN SA,,SA,-32.345864,FALSE,FALSE,,,,,,,,,
Queenstown,138.5094074,Cheltenham, ;  Assisted Wheelchair Access,Alberton Primary School,,FALSE,Spring St QUEENSTOWN SA,,SA,-34.8600879,FALSE,FALSE,,,,,,,,,
Renmark West,140.7087714,Chaffey, ;  Full Wheelchair Access,Renmark West Primary School,,FALSE,327 Tarcoola St RENMARK WEST SA,,SA,-34.1700028,FALSE,FALSE,,,,,,,,,
Renmark North,140.7201555,Chaffey, ;  Full Wheelchair Access,Renmark North Primary School,,FALSE,65 Warrego St RENMARK NORTH SA,,SA,-34.1205085,FALSE,FALSE,,,,,,,,,
Renmark,140.7491654,Chaffey, ;  Full Wheelchair Access,Renmark Paringa Community and Civic Centre,,FALSE,61 Eighteenth St RENMARK SA,,SA,-34.1787289,FALSE,FALSE,,,,,,,,,
Rendelsham,140.2252787,MacKillop, ;  Assisted Wheelchair Access,Rendelsham Community Hall,,FALSE,Julia Moore St RENDELSHAM SA,,SA,-37.5492735,FALSE,FALSE,,,,,,,,,
Cleve,136.494448,Flinders, ;  Assisted Wheelchair Access,Cleve RSL Hall,,FALSE,23 Fourth St CLEVE SA,,SA,-33.702635,FALSE,FALSE,,,,,,,,,
Cobdogla,140.4049203,Chaffey, ;  Full Wheelchair Access,Cobdogla Primary School,,FALSE,Dolan St COBDOGLA SA,,SA,-34.2442096,FALSE,FALSE,,,,,,,,,
Reynella East,138.5545377,Fisher, ;  Full Wheelchair Access,Reynella East College,,FALSE,63 Malbeck Dr REYNELLA EAST SA,,SA,-35.0894948,FALSE,FALSE,,,,,,,,,
Colonel Light Gardens South,138.5971001,Waite, ;  Full Wheelchair Access,Colonel Light Gardens Primary School,,TRUE,1 Windsor Ave COLONEL LIGHT GARDENS SA,,SA,-34.9875803,FALSE,FALSE,,,,,,,,,
Compton,140.7332987,Mount Gambier,Sassanowsky Rd off Princes Hwy;  Full Wheelchair Access,Compton Soldiers Memorial Hall,,FALSE,Sassanowsky Rd COMPTON SA,,SA,-37.7962444,FALSE,FALSE,,,,,,,,,
Coffin Bay,135.4693899,Flinders, ;  Assisted Wheelchair Access,Coffin Bay Community Hall,,FALSE,The Esplanade Coffin Bay SA,,SA,-34.6221832,FALSE,FALSE,,,,,,,,,
College Park,138.616966,Dunstan,access via Harrow Rd.;  Assisted Wheelchair Access,Hackney Kindergarten,,FALSE,68 Richmond St COLLEGE PARK SA,,SA,-34.907622,FALSE,FALSE,,,,,,,,,
Adelaide West,138.589084,Adelaide,off Franklin St;  Full Wheelchair Access,St Mary's College,,FALSE,253 Franklin St ADELAIDE SA,,SA,-34.928128,TRUE,FALSE,,,,,,,,,
Somerton Park,138.5266797,Bright, ;  Assisted Wheelchair Access,Masonic Homes Inc,,FALSE,91 Diagonal Rd SOMERTON PARK SA,,SA,-34.9938226,FALSE,FALSE,,,,,,,,,
Valley View,138.6537758,Playford, ;  No Wheelchair Access,Valley View Kindergarten,,FALSE,Geoffrey Ave VALLEY VIEW SA,,SA,-34.8414157,FALSE,FALSE,,,,,,,,,
Prospect North,138.596729,Adelaide,Gymnasium - enter via Stuart Rd or Arthur St;  Full Wheelchair Access,Prospect North Primary School,,FALSE,30 Stuart Rd PROSPECT SA,,SA,-34.874715,FALSE,FALSE,,,,,,,,,
Redwood Park,138.7031144,Newland, ;  Full Wheelchair Access,Redwood Park Primary School,,FALSE,Lokan St REDWOOD PARK SA,,SA,-34.8141156,FALSE,FALSE,,,,,,,,,
Plympton,138.556108,Ashford, ;  Assisted Wheelchair Access,Plympton Primary School,,FALSE,19 Owen St PLYMPTON SA,,SA,-34.960692,FALSE,FALSE,,,,,,,,,
Plympton West,138.552287,Ashford, ;  Full Wheelchair Access,William Light R-12 School,,FALSE,81 Errington St PLYMPTON SA,,SA,-34.962202,FALSE,FALSE,,,,,,,,,
Paralowie,138.6132154,Ramsay,enter via Halba Cres or Careena Ave;  Assisted Wheelchair Access,Paralowie R-12 School,,FALSE,Whites Road PARALOWIE SA,,SA,-34.7584572,FALSE,FALSE,,,,,,,,,
Park Holme,138.547484,Elder,Use Condada Ave entrance;  Assisted Wheelchair Access,Springpark Baptist Church,,FALSE,80 Hendrie St PARK HOLME SA,,SA,-34.989126,FALSE,FALSE,,,,,,,,,
Parafield Gardens Central,138.616056,Ramsay, ;  Assisted Wheelchair Access,Parafield Gardens R-7 School,,FALSE,23 Shepherdson Rd PARAFIELD GARDENS SA,,SA,-34.785564,FALSE,FALSE,,,,,,,,,
Parafield Gardens North-West,138.607707,Ramsay, ;  No Wheelchair Access,The Pines Primary School,,FALSE,42 Andrew Smith Dr PARAFIELD GARDENS SA,,SA,-34.773352,FALSE,FALSE,,,,,,,,,
Reynella,138.524338,Mitchell, ;  Assisted Wheelchair Access,Reynella South Primary School,,FALSE,119-135 Sherrifs Rd REYNELLA SA,,SA,-35.103752,FALSE,FALSE,,,,,,,,,
Ridgehaven,138.710285,Newland, ;  Full Wheelchair Access,Ridgehaven Primary School,,FALSE,479 Milne Rd RIDGEHAVEN SA,,SA,-34.817978,FALSE,FALSE,,,,,,,,,
Mannum,139.3005199,Schubert,via Adelaide Road;  Assisted Wheelchair Access,Mannum Leisure Centre,,FALSE,51 Adelaide Rd MANNUM SA,,SA,-34.913203,FALSE,FALSE,,,,,,,,,
Mallala,138.5098573,Goyder, ;  Full Wheelchair Access,Mallala Primary School,,FALSE,28 Aerodrome Rd MALLALA SA,,SA,-34.4350275,FALSE,FALSE,,,,,,,,,
Marden,138.638292,Dunstan, ;  Full Wheelchair Access,Payneham Road Uniting Church,,FALSE,343 Payneham Rd MARDEN SA,,SA,-34.896498,FALSE,FALSE,,,,,,,,,
Manoora,138.8169708,Frome, ;  Assisted Wheelchair Access,Manoora Hall,,FALSE,Weymouth St MANOORA SA,,SA,-34.000652,FALSE,FALSE,,,,,,,,,
Macclesfield,138.8363265,Heysen, ;  Full Wheelchair Access,Macclesfield Institute,,FALSE,Venables Rd MACCLESFIELD SA,,SA,-35.1723944,FALSE,FALSE,,,,,,,,,
