polling_place_name,lon,division,booth_info,premises,opening_hours,has_bbq,address,source,state,lat,has_nothing,has_caek,extra_info,polling_place_type,has_run_out,has_other,stall_name,stall_description,stall_website,first_report,latest_report
Enfield South,138.603608,Enfield, ;  Full Wheelchair Access,Our Lady of the Sacred Heart College,,TRUE,496 Regency Road ENFIELD SA,,SA,-34.873147,FALSE,TRUE,,,,,,,,,
Eudunda,139.0848947,Stuart, ;  Assisted Wheelchair Access,Eudunda RSL Club,,FALSE,2 Railway Pde EUDUNDA SA,,SA,-34.1735308,FALSE,FALSE,,,,,,,,,
Evanston,138.7379327,Light, ;  Assisted Wheelchair Access,Gawler and District College B12,,FALSE,Barnet Rd EVANSTON SA,,SA,-34.6151357,FALSE,FALSE,,,,,,,,,
Evanston Gardens,138.719474,Light,enter via Community Centre;  Full Wheelchair Access,Evanston Gardens Memorial Hall,,FALSE,65 Angle Vale Road EVANSTON GARDENS SA,,SA,-34.624135,FALSE,FALSE,,,,,,,,,
Fairview Park,138.7304886,Newland, ;  Full Wheelchair Access,Fairview Park Primary School,,FALSE,Nepondi Ct FAIRVIEW PARK SA,,SA,-34.7983823,FALSE,FALSE,,,,,,,,,
Farrell Flat,138.796215,Stuart, ;  Assisted Wheelchair Access,Farrell Flat Primary School,,FALSE,1-9 Love St FARRELL FLAT SA,,SA,-33.827385,FALSE,FALSE,,,,,,,,,
Felixstow,138.6435517,Hartley, ;  Assisted Wheelchair Access,Felixstow Education Office,,FALSE,5-11 Briar Rd FELIXSTOW SA,,SA,-34.8901433,FALSE,FALSE,,,,,,,,,
Challa Gardens,138.5547179,Croydon, ;  Full Wheelchair Access,Challa Gardens Primary School,,FALSE,Humphries Tce KILKENNY SA,,SA,-34.8755444,FALSE,FALSE,,,,,,,,,
Salisbury East,138.6629509,Wright, ;  Assisted Wheelchair Access,Madison Park School,,FALSE,19 Lincoln Ave SALISBURY EAST SA,,SA,-34.785334,FALSE,FALSE,,,,,,,,,
Salisbury East North,138.6716678,Wright, ;  Full Wheelchair Access,Tyndale Christian School,,FALSE,London Dr SALISBURY EAST SA,,SA,-34.7729902,FALSE,FALSE,,,,,,,,,
Salisbury East South,138.6570242,Wright,enter via Melville Road;  Assisted Wheelchair Access,Keller Rd Primary School,,FALSE,Keller Rd SALISBURY EAST SA,,SA,-34.7930731,FALSE,FALSE,,,,,,,,,
Salisbury Heights,138.678375,Little Para, ;  Assisted Wheelchair Access,Salisbury Heights Primary School,,FALSE,9 Ward St SALISBURY HEIGHTS SA,,SA,-34.758826,TRUE,FALSE,,,,,,,,,
Saddleworth,138.783195,Frome, ;  Assisted Wheelchair Access,Saddleworth Primary School,,FALSE,7 Saddle Rd SADDLEWORTH SA,,SA,-34.080675,FALSE,FALSE,,,,,,,,,
Salisbury,138.647242,Ramsay,enter via Harvey Ave - Gym;  Assisted Wheelchair Access,Salisbury Primary School,,FALSE,10 Compuda Street SALISBURY SA,,SA,-34.767175,FALSE,FALSE,,,,,,,,,
Salisbury Central,138.6460404,Ramsay, ;  Full Wheelchair Access,TAFE SA Salisbury Campus,,FALSE,16 Wiltshire St SALISBURY SA,,SA,-34.7631385,TRUE,FALSE,,,,,,,,,
Salisbury Downs,138.623353,Ramsay, ;  Full Wheelchair Access,Salisbury Downs Primary School,,FALSE,39 Paramount Rd SALISBURY DOWNS SA,,SA,-34.771628,FALSE,FALSE,,,,,,,,,
Wellington,139.3762847,Hammond, ;  Assisted Wheelchair Access,Wellington Community Hall,,FALSE,Jervois Rd WELLINGTON SA,,SA,-35.3082808,FALSE,FALSE,,,,,,,,,
Seacliff,138.5208134,Bright, ;  Full Wheelchair Access,Seacliff Uniting Church Hall,,FALSE,Wheatland St SEACLIFF SA,,SA,-35.0316711,FALSE,FALSE,,,,,,,,,
St Marys,138.5756991,Waite,enter from Walsh Avenue;  Assisted Wheelchair Access,St Bernadette's Parish Hall,,FALSE,Cnr South Road & Walsh Avenue ST MARYS SA,,SA,-35.0033039,FALSE,FALSE,,,,,,,,,
Seacombe Heights,138.5424485,Mitchell,Wheelchair access only through side door;  Full Wheelchair Access,Seaview High School,,FALSE,Seacombe Rd SEACOMBE HEIGHTS SA,,SA,-35.0290947,FALSE,FALSE,,,,,,,,,
West Beach,138.51019,Morphett, ;  Full Wheelchair Access,West Beach Primary School,,FALSE,3 Woodhead St WEST BEACH SA,,SA,-34.9387175,FALSE,FALSE,,,,,,,,,
North Adelaide East,138.6087013,Adelaide,access from Melbourne St or Sussex St;  Full Wheelchair Access,St Cyprian's Anglican Church,,FALSE,70 Melbourne St NORTH ADELAIDE SA,,SA,-34.9062837,FALSE,FALSE,,,,,,,,,
North Adelaide,138.597563,Adelaide,enter off Tynte St or Gover St;  Full Wheelchair Access,North Adelaide Primary School,,TRUE,62-80 Tynte St NORTH ADELAIDE SA,,SA,-34.904986,FALSE,FALSE,,,,,,,,,
Naracoorte South,140.7463852,MacKillop, ;  Full Wheelchair Access,Naracoorte South Primary School,,FALSE,Cedar Ave NARACOORTE SA,,SA,-36.9791341,FALSE,FALSE,,,,,,,,,
Naracoorte,140.742271,MacKillop, ;  Full Wheelchair Access,Naracoorte Town Hall,,FALSE,95 Smith Street NARACOORTE SA,,SA,-36.955559,FALSE,FALSE,,,,,,,,,
Napperby,138.1006308,Frome, ;  Assisted Wheelchair Access,Napperby Primary School,,FALSE,Oaks Rd NAPPERBY SA,,SA,-33.1525743,FALSE,FALSE,,,,,,,,,
Nangwarry,140.817513,MacKillop, ;  No Wheelchair Access,Nangwarry Primary School,,FALSE,Whitford Cres NANGWARRY SA,,SA,-37.541343,FALSE,FALSE,,,,,,,,,
Noarlunga Downs,138.4964926,Mawson,enter off Canterbury Cres or Taranaki St;  Full Wheelchair Access,Noarlunga Downs Primary School,,FALSE,Canterbury Cres NOARLUNGA DOWNS SA,,SA,-35.1512522,FALSE,FALSE,,,,,,,,,
Nildottie,139.5848056,Chaffey, ;  No Wheelchair Access,Nildottie Lutheran Church Hall,,FALSE,4103 Hunter Rd NILDOTTIE SA,,SA,-34.7703823,FALSE,FALSE,,,,,,,,,
Netherby,138.6252737,Waite, ;  Assisted Wheelchair Access,Urrbrae Agricultural High School,,FALSE,505 Fullarton Rd NETHERBY SA,,SA,-34.9670692,FALSE,FALSE,,,,,,,,,
Wattle Park,138.675553,Bragg, ;  Assisted Wheelchair Access,Christopher Rawson Penfold Kindergarten,,FALSE,2a Yeltana Ave WATTLE PARK SA,,SA,-34.925219,FALSE,FALSE,,,,,,,,,
Wayville,138.595497,Unley,access via Rose Place walkway;  Assisted Wheelchair Access,Latvian Evangelical Lutheran Church,,TRUE,23 Rose Tce WAYVILLE SA,,SA,-34.943095,FALSE,FALSE,,,,,,,,,
Aberfoyle Park South,138.594753,Fisher, ;  Assisted Wheelchair Access,Aberfoyle Hub R-7 School,,FALSE,29 Jeanette Cres ABERFOYLE PARK SA,,SA,-35.078135,FALSE,FALSE,,,,,,,,,
Port Augusta West,137.753843,Stuart,School Gym;  Assisted Wheelchair Access,Flinders View Primary School,,FALSE,54 Chinnery St PORT AUGUSTA WEST SA,,SA,-32.471485,FALSE,FALSE,,,,,,,,,
Port Broughton,137.9308122,Frome, ;  Full Wheelchair Access,Port Broughton Institute,,FALSE,31 McKay St PORT BROUGHTON SA,,SA,-33.5999266,FALSE,FALSE,,,,,,,,,
Port Augusta,137.763715,Stuart,Main hall entrance;  Assisted Wheelchair Access,Cooinda Club,,FALSE,32 Flinders Tce PORT AUGUSTA SA,,SA,-32.494535,FALSE,FALSE,,,,,,,,,
Port Augusta Central,137.772662,Stuart,Main entrance;  Assisted Wheelchair Access,TAFE SA Port Augusta Campus,,FALSE,9-39 Carlton Pde PORT AUGUSTA SA,,SA,-32.494171,FALSE,FALSE,,,,,,,,,
Pooraka North,138.62262,Playford, ;  Full Wheelchair Access,Pooraka Farm Community Centre Inc,,FALSE,126 Henderson Ave POORAKA SA,,SA,-34.823671,FALSE,FALSE,,,,,,,,,
Port Adelaide,138.4995425,Port Adelaide, ;  Full Wheelchair Access,TAFE SA Port Adelaide Campus,,FALSE,Mundy St PORT ADELAIDE SA,,SA,-34.8446664,FALSE,FALSE,,,,,,,,,
Poochera,134.8337018,Flinders, ;  No Wheelchair Access,Poochera Community District Hall,,FALSE,Cnr Main Rd & Kent St POOCHERA SA,,SA,-32.7209491,FALSE,FALSE,,,,,,,,,
Pooraka,138.613697,Playford, ;  Full Wheelchair Access,Pooraka Primary School,,FALSE,11 South Tce POORAKA SA,,SA,-34.833356,FALSE,FALSE,,,,,,,,,
Point Pass,139.0507354,Stuart, ;  Assisted Wheelchair Access,Point Pass District Hall,,FALSE,15 Main St POINT PASS SA,,SA,-34.0755995,FALSE,FALSE,,,,,,,,,
Ponde,139.3071668,Hammond, ;  No Wheelchair Access,Ponde Hall,,FALSE,443 Dabinett Rd PONDE SA,,SA,-34.948948,FALSE,FALSE,,,,,,,,,
Port Noarlunga South,138.471613,Kaurna, ;  Full Wheelchair Access,Seaford K-7 School,,FALSE,39 Jane St PORT NOARLUNGA SOUTH SA,,SA,-35.174885,FALSE,FALSE,,,,,,,,,
Port Pirie,138.0040025,Frome, ;  Full Wheelchair Access,TAFE SA Port Pirie Campus,,FALSE,Cnr The Terrace & Mary Elie St PORT PIRIE SA,,SA,-33.1837914,FALSE,FALSE,,,,,,,,,
Port Pirie South,138.0094313,Frome, ;  Assisted Wheelchair Access,Risdon Park Primary School,,FALSE,28 Kingston Rd PORT PIRIE SA,,SA,-33.203988,FALSE,FALSE,,,,,,,,,
Port Victoria,137.484637,Goyder, ;  Full Wheelchair Access,Port Victoria Institute,,FALSE,16 Main St PORT VICTORIA SA,,SA,-34.4973646,FALSE,FALSE,,,,,,,,,
Port Vincent,137.8562699,Goyder, ;  Full Wheelchair Access,Port Vincent Senior Citizens Co-op,,FALSE,Main St PORT VINCENT SA,,SA,-34.7825043,FALSE,FALSE,,,,,,,,,
Port Wakefield,138.1501372,Goyder, ;  Full Wheelchair Access,Port Wakefield Soldiers Memorial Hall,,FALSE,Edward St PORT WAKEFIELD SA,,SA,-34.1851301,FALSE,FALSE,,,,,,,,,
Prospect,138.590041,Adelaide,access via Olive St & Braund Rd;  Full Wheelchair Access,Prospect Primary School,,TRUE,27 Gladstone Rd PROSPECT SA,,SA,-34.885187,FALSE,FALSE,,,,,,,,,
Prospect Hill,138.7351716,Heysen, ;  Full Wheelchair Access,Prospect Hill Community Hall,,FALSE,Morris Road PROSPECT HILL SA,,SA,-35.2162255,FALSE,FALSE,,,,,,,,,
Prospect South,138.5980531,Adelaide,off Highbury Street;  Full Wheelchair Access,Blackfriars Gymnasium,,FALSE,Highbury St PROSPECT SA,,SA,-34.8956108,TRUE,FALSE,,,,,,,,,
Wynn Vale,138.6878279,Wright, ;  No Wheelchair Access,Wynn Vale Primary School,,FALSE,Sunnybrook Dr WYNN VALE SA,,SA,-34.7996618,FALSE,FALSE,,,,,,,,,
Parafield Gardens,138.6174747,Port Adelaide,enter via Blackie Street;  Full Wheelchair Access,Karrendi Primary School,,FALSE,Bradman Rd PARAFIELD GARDENS SA,,SA,-34.7943019,FALSE,FALSE,,,,,,,,,
Para Vista,138.657208,Playford, ;  No Wheelchair Access,Valley View Secondary School,,FALSE,240 Wright Rd PARA VISTA SA,,SA,-34.834205,FALSE,FALSE,,,,,,,,,
St Clair,138.540845,Cheltenham,enter from Brocas Ave;  No Wheelchair Access,Woodville High School,,FALSE,11 Actil Ave ST CLAIR SA,,SA,-34.872922,FALSE,FALSE,,,,,,,,,
Oaklands Park,138.542125,Mitchell, ;  Assisted Wheelchair Access,St Elizabeth Of Hungary Anglican Church,,TRUE,12 Dwyer Rd OAKLANDS PARK SA,,SA,-35.010865,FALSE,FALSE,,,,,,,,,
North Brighton West,138.5220011,Bright, ;  Full Wheelchair Access,Brighton High School,,FALSE,303 Brighton Rd NORTH BRIGHTON SA,,SA,-35.0051895,FALSE,FALSE,,,,,,,,,
Nailsworth,138.603999,Enfield,Balfour Street;  Full Wheelchair Access,Nailsworth Primary School,,FALSE,2 Balfour St NAILSWORTH SA,,SA,-34.8820002,FALSE,FALSE,,,,,,,,,
Para Hills East,138.665971,Playford, ;  Assisted Wheelchair Access,East Para Primary School,,FALSE,12 Caroona Ave PARA HILLS SA,,SA,-34.817768,FALSE,FALSE,,,,,,,,,
Onkaparinga Hills,138.5431356,Reynell, ;  Full Wheelchair Access,Coorara Primary School,,FALSE,Taylors Ave MORPHETT VALE SA,,SA,-35.1296395,FALSE,FALSE,,,,,,,,,
Old Reynella,138.5365811,Mitchell, ;  Full Wheelchair Access,Reynella Primary School,,FALSE,55-63 Concord Dr OLD REYNELLA SA,,SA,-35.1001313,FALSE,FALSE,,,,,,,,,
Old Noarlunga,138.5011079,Mawson,enter from Patapinda Rd;  Assisted Wheelchair Access,Old Noarlunga Primary School,,FALSE,Malpas St OLD NOARLUNGA SA,,SA,-35.1833542,FALSE,FALSE,,,,,,,,,
Bute,138.0072533,Frome, ;  Assisted Wheelchair Access,Bute Institute,,FALSE,17 Railway Tce BUTE SA,,SA,-33.8653722,FALSE,FALSE,,,,,,,,,
Cadell,139.7636887,Stuart, ;  Assisted Wheelchair Access,Cadell Institute,,FALSE,McGuire Tce CADELL SA,,SA,-34.0386285,FALSE,FALSE,,,,,,,,,
McLaren Vale,138.531529,Mawson,enter from Caffrey St;  Full Wheelchair Access,McLaren Vale Primary School,,FALSE,249 Main Rd MCLAREN VALE SA,,SA,-35.211884,TRUE,FALSE,,,,,,,,,
Meadows,138.7538219,Heysen, ;  Full Wheelchair Access,Meadows Memorial Hall,,FALSE,Mawson Rd MEADOWS SA,,SA,-35.1824315,FALSE,FALSE,,,,,,,,,
Camden Park,138.5413205,Ashford, ;  Full Wheelchair Access,Camden Park Scout Hall,,FALSE,Cnr Deeds Rd & Bristol Ave CAMDEN PARK SA,,SA,-34.9625834,FALSE,FALSE,,,,,,,,,
Campbelltown,138.662208,Hartley,Parking off Rowney Avenue.;  Full Wheelchair Access,Uniting Church Hall Campbelltown,,FALSE,607 Lower North East Rd CAMPBELLTOWN SA,,SA,-34.879316,FALSE,FALSE,,,,,,,,,
Cape Jervis,138.1082183,Finniss, ;  Full Wheelchair Access,"Cape Jervis Community , Recreation & Sporting Club",,FALSE,Ransford Street CAPE JERVIS SA,,SA,-35.6044196,FALSE,FALSE,,,,,,,,,
Carpenter Rocks,140.4345842,Mount Gambier, ;  Assisted Wheelchair Access,Carpenter Rocks Recreation Hall,,FALSE,Carpenter Rocks Rd CARPENTER ROCKS SA,,SA,-37.8966014,FALSE,FALSE,,,,,,,,,
Marrabel,138.8779223,Frome, ;  Assisted Wheelchair Access,Marrabel District Hall,,FALSE,Main Rd MARRABEL SA,,SA,-34.1283231,FALSE,FALSE,,,,,,,,,
Maslin Beach,138.4792021,Kaurna, ;  Full Wheelchair Access,Maslin Beach Community Hall,,FALSE,Parkway Dr MASLIN BEACH SA,,SA,-35.2253842,FALSE,FALSE,,,,,,,,,
Marion Bay,136.980977,Goyder, ;  Full Wheelchair Access,Marion Bay Community Hall,,FALSE,10 Slow St MARION BAY SA,,SA,-35.237355,FALSE,FALSE,,,,,,,,,
Marion South,138.555315,Elder, ;  Full Wheelchair Access,Marion Uniting Church,,FALSE,Township Rd MARION SA,,SA,-35.0120821,FALSE,FALSE,,,,,,,,,
Maylands,138.6360078,Dunstan,access via Dover St;  No Wheelchair Access,New Life Christian Community Church,,FALSE,17a Augusta St MAYLANDS SA,,SA,-34.9126305,FALSE,FALSE,,,,,,,,,
McLaren Flat,138.5869084,Mawson, ;  Assisted Wheelchair Access,McLaren Flat Memorial Hall,,FALSE,Main Rd MCLAREN FLAT SA,,SA,-35.2067099,FALSE,FALSE,,,,,,,,,
Mawson Lakes,138.6114386,Port Adelaide, ;  Full Wheelchair Access,Mawson Lakes UNISA Sports Centre,,FALSE,Mawson Lakes Blvd MAWSON LAKES SA,,SA,-34.8181121,FALSE,FALSE,,,,,,,,,
Mawson Lakes North,138.6149237,Port Adelaide, ;  Full Wheelchair Access,Mawson Lakes School,,FALSE,Garden Tce MAWSON LAKES SA,,SA,-34.8086732,FALSE,FALSE,,,,,,,,,
St Agnes West,138.7054245,Newland, ;  Full Wheelchair Access,Ardtornish Primary School,,FALSE,Saarinen Ave ST AGNES SA,,SA,-34.8345115,FALSE,FALSE,,,,,,,,,
South Plympton,138.557766,Elder, ;  Full Wheelchair Access,Forbes Primary School,,FALSE,80 Thomas St SOUTH PLYMPTON SA,,SA,-34.979012,FALSE,FALSE,,,,,,,,,
Whyalla Norrie North,137.5456819,Giles,Enter via Schulz Ave;  Assisted Wheelchair Access,Hincks Ave Primary School,,FALSE,Cnr Hincks & Schulze Ave WHYALLA NORRIE SA,,SA,-33.0199429,FALSE,FALSE,,,,,,,,,
Whyalla Norrie North-West,137.5331059,Giles, ;  Assisted Wheelchair Access,Fisk St Primary School,,FALSE,Pattinson Cl WHYALLA NORRIE SA,,SA,-33.0161654,FALSE,FALSE,,,,,,,,,
Whyalla Central West,137.5674614,Giles, ;  Assisted Wheelchair Access,Memorial Oval Primary School,,FALSE,Cnr Bradford & Lockhart Sts WHYALLA SA,,SA,-33.0339079,FALSE,FALSE,,,,,,,,,
Whyalla Norrie East,137.5511059,Giles,Enter from car park on Norrie Ave;  Assisted Wheelchair Access,Nicolson Ave Primary School,,FALSE,Cnr Nicolson & Norrie Ave WHYALLA NORRIE SA,,SA,-33.0281753,FALSE,FALSE,,,,,,,,,
Western Flat,140.7287149,MacKillop, ;  No Wheelchair Access,Western Flat Hall,,FALSE,Bordertown-Naracoorte Rd WESTERN FLAT SA,,SA,-36.5816324,FALSE,FALSE,,,,,,,,,
Whyalla Central East,137.5859526,Giles,Enter via Broadbent Tce. Disabled access via Walls St.;  Assisted Wheelchair Access,Whyalla Town Primary School,,FALSE,3-9 Walls St WHYALLA SA,,SA,-33.0362689,FALSE,FALSE,,,,,,,,,
West Lakes Shore,138.4821239,Lee, ;  Full Wheelchair Access,West Lakes Shore Primary School,,FALSE,Edwin St WEST LAKES SHORE SA,,SA,-34.8643201,FALSE,FALSE,,,,,,,,,
West Richmond,138.54844,West Torrens, ;  Assisted Wheelchair Access,Adelaide College of Divinity,,FALSE,34 Lipsett Tce BROOKLYN PARK SA,,SA,-34.930743,FALSE,FALSE,,,,,,,,,
West Croydon,138.559167,Croydon, ;  Full Wheelchair Access,West Croydon United Church,,TRUE,40 Rosetta St WEST CROYDON SA,,SA,-34.889366,FALSE,TRUE,"Plus tea, cream puffs and more",,,,,,,,
West Hindmarsh,138.5628353,Croydon,enter via Albermarle Street;  Full Wheelchair Access,St Joseph's School,,FALSE,56 Albemarle St WEST HINDMARSH SA,,SA,-34.9040582,FALSE,FALSE,,,,,,,,,
Goodwood,138.588912,Unley, ;  Full Wheelchair Access,Goodwood Primary School,,TRUE,140 Goodwood Rd GOODWOOD SA,,SA,-34.951508,FALSE,FALSE,,,,,,,,,
Grange,138.49588,Lee, ;  Full Wheelchair Access,Grange Primary School,,FALSE,39a Jetty St GRANGE SA,,SA,-34.902423,FALSE,FALSE,,,,,,,,,
Greenwith West,138.708397,Wright, ;  Full Wheelchair Access,Salvation Army,,FALSE,1681 Golden Grove Rd GREENWITH SA,,SA,-34.767947,FALSE,FALSE,,,,,,,,,
Gulfview Heights,138.6678396,Playford,Gym;  Assisted Wheelchair Access,Gulfview Heights Primary School,,FALSE,Kiekebusch Rd GULFVIEW HEIGHTS SA,,SA,-34.7916168,FALSE,FALSE,,,,,,,,,
Tranmere,138.666258,Hartley, ;  Assisted Wheelchair Access,St Joseph's School,,FALSE,1 Birkinshaw Ave TRANMERE SA,,SA,-34.913279,FALSE,FALSE,,,,,,,,,
Torrensville,138.563046,West Torrens, ;  Assisted Wheelchair Access,Thebarton Senior College,,TRUE,40 Ashley St TORRENSVILLE SA,,SA,-34.917287,FALSE,FALSE,,,,,,,,,
Highbury,138.700704,Newland, ;  Full Wheelchair Access,Turramurra Recreation Centre,,FALSE,1000 Lower North East Rd HIGHBURY SA,,SA,-34.853403,FALSE,FALSE,,,,,,,,,
Kensington,138.6501329,Bragg, ;  Assisted Wheelchair Access,Marryatville Primary School,,FALSE,54 Dankel Ave KENSINGTON SA,,SA,-34.9256779,FALSE,FALSE,,,,,,,,,
Tea Tree Gully,138.7267785,Newland, ;  Full Wheelchair Access,Tea Tree Gully Primary School,,TRUE,Memorial Dr TEA TREE GULLY SA,,SA,-34.822401,FALSE,FALSE,,,,,,,,,
Tarpeena,140.7920329,Mount Gambier, ;  Assisted Wheelchair Access,Tarpeena Community Hall,,FALSE,Riddoch Highway TARPEENA SA,,SA,-37.6494754,FALSE,FALSE,,,,,,,,,
Tintinara,140.0847197,MacKillop, ;  Assisted Wheelchair Access,Tintinara War Memorial Institute,,FALSE,Dukes Hwy TINTINARA SA,,SA,-35.9054731,FALSE,FALSE,,,,,,,,,
Terowie,138.9193351,Stuart, ;  Assisted Wheelchair Access,Terowie Institute,,FALSE,Cnr Main & Besanko Sts TEROWIE SA,,SA,-33.150367,FALSE,FALSE,,,,,,,,,
Taperoo,138.4964568,Port Adelaide, ;  Assisted Wheelchair Access,Ocean View College,,FALSE,Gedville Rd TAPEROO SA,,SA,-34.8042902,FALSE,FALSE,,,,,,,,,
Tanunda,138.9925514,Schubert, ;  Full Wheelchair Access,Tanunda Primary School,,FALSE,Research Rd TANUNDA SA,,SA,-34.5113795,FALSE,FALSE,,,,,,,,,
Tarlee,138.7613909,Frome, ;  Assisted Wheelchair Access,Tarlee Community Hall,,FALSE,3475 Horrocks Highway TARLEE SA,,SA,-34.2664243,FALSE,FALSE,,,,,,,,,
Taperoo East,138.53053,Port Adelaide,enter via Railway Terrace;  Assisted Wheelchair Access,Our Lady of Visitation,,FALSE,15 Railway Tce TAPEROO SA,,SA,-34.844174,FALSE,FALSE,,,,,,,,,
Gumeracha,138.885542,Kavel, ;  Assisted Wheelchair Access,Torrens Valley Community Centre,,FALSE,45 Albert St GUMERACHA SA,,SA,-34.82172,FALSE,FALSE,,,,,,,,,
Hackham West,138.5167679,Mawson, ;  Full Wheelchair Access,Hackham West R-7 School,,FALSE,50 Glynville Dr HACKHAM WEST SA,,SA,-35.1419611,FALSE,FALSE,,,,,,,,,
Greenacres,138.6260823,Torrens,enter via Karoomba Avenue;  Full Wheelchair Access,Hampstead Primary School,,FALSE,38 Muller Rd GREENACRES SA,,SA,-34.8716331,FALSE,FALSE,,,,,,,,,
Greenacres North,138.629007,Torrens, ;  No Wheelchair Access,St Martin's Parish Primary School,,FALSE,66-80 Princes Rd GREENACRES SA,,SA,-34.866952,FALSE,FALSE,,,,,,,,,
Greenock,138.9271213,Schubert, ;  Full Wheelchair Access,Greenock Institute,,FALSE,Kapunda Rd GREENOCK SA,,SA,-34.4574849,FALSE,FALSE,,,,,,,,,
Greenwith,138.7163789,Wright, ;  Full Wheelchair Access,Greenwith Primary School,,FALSE,Golden Grove Rd GREENWITH SA,,SA,-34.7680815,FALSE,FALSE,,,,,,,,,
Golden Grove Central,138.6977251,Wright,Dame Roma Mitchell Centre;  Assisted Wheelchair Access,Golden Grove High School,,FALSE,Adey Pl GOLDEN GROVE SA,,SA,-34.79465,FALSE,FALSE,,,,,,,,,
Golden Grove East,138.706119,Wright,Gym - enter via Botany Drive;  Assisted Wheelchair Access,Golden Grove Primary School,,TRUE,Bicentennial Dr GOLDEN GROVE SA,,SA,-34.7883024,FALSE,FALSE,,,,,,,,,
Goolwa,138.7755212,Hammond, ;  Full Wheelchair Access,Goolwa Primary School,,FALSE,Gardiner St GOOLWA SA,,SA,-35.501262,FALSE,FALSE,,,,,,,,,
Goolwa Central,138.778499,Hammond, ;  Assisted Wheelchair Access,Goolwa Uniting Church Hall,,FALSE,1 Collingwood St GOOLWA SA,,SA,-35.5044,FALSE,FALSE,,,,,,,,,
Smithfield Plains,138.67363,Napier, ;  Full Wheelchair Access,John Hartley School,,FALSE,199 Peachey Rd SMITHFIELD PLAINS SA,,SA,-34.6802379,FALSE,FALSE,,,,,,,,,
Aldgate,138.74901,Heysen, ;  Full Wheelchair Access,Aldgate Primary School,,FALSE,3 Fairview Rd ALDGATE SA,,SA,-35.019445,FALSE,FALSE,,,,,,,,,
Mount Barker,138.856842,Heysen, ;  Assisted Wheelchair Access,Mount Barker High School,,FALSE,2 Wellington Rd MOUNT BARKER SA,,SA,-35.074275,FALSE,FALSE,,,,,,,,,
Morphettville,138.543605,Elder, ;  Assisted Wheelchair Access,Marion Sports & Leisure,,FALSE,Oaklands Road MORPHETTVILLE SA,,SA,-34.9955958,FALSE,FALSE,,,,,,,,,
Nailsworth,138.603999,Adelaide,Balfour Street;  Full Wheelchair Access,Nailsworth Primary School,,FALSE,2 Balfour St NAILSWORTH SA,,SA,-34.8820002,FALSE,FALSE,,,,,,,,,
Mount Barker South,138.8581834,Heysen, ;  Full Wheelchair Access,Mount Barker South Primary School,,FALSE,Princes Rd MOUNT BARKER SA,,SA,-35.0808965,FALSE,FALSE,,,,,,,,,
Pine Point,137.877778,Goyder, ;  Assisted Wheelchair Access,Pine Point Institute,,FALSE,50 Main Coast Rd PINE POINT SA,,SA,-34.574534,FALSE,FALSE,,,,,,,,,
Pimpala,138.5289938,Reynell, ;  Full Wheelchair Access,Pimpala Primary School,,FALSE,24 Vanstone Ave MORPHETT VALE SA,,SA,-35.1140558,FALSE,FALSE,,,,,,,,,
Piccadilly,138.725973,Bragg, ;  Assisted Wheelchair Access,Piccadilly Community Hall,,FALSE,171 Piccadilly Rd PICCADILLY SA,,SA,-34.98212,FALSE,FALSE,,,,,,,,,
Peterborough,138.838093,Stuart, ;  Assisted Wheelchair Access,Peterborough Town Hall,,FALSE,108 Main St PETERBOROUGH SA,,SA,-32.973511,FALSE,FALSE,,,,,,,,,
Penola,140.8354291,MacKillop, ;  Assisted Wheelchair Access,Penola RSL Hall,,FALSE,Young St PENOLA SA,,SA,-37.3792776,FALSE,FALSE,,,,,,,,,
Pennington,138.5321416,Cheltenham, ;  Full Wheelchair Access,Pennington Primary School,,TRUE,Butler Ave PENNINGTON SA,,SA,-34.8568533,FALSE,FALSE,,,,,,,,,
Penneshaw,137.9314472,Finniss, ;  Full Wheelchair Access,Penneshaw Area School,,FALSE,Howard Dr PENNESHAW SA,,SA,-35.7199274,FALSE,FALSE,,,,,,,,,
Paskeville,137.9023781,Goyder, ;  Full Wheelchair Access,Paskeville Community Centre,,FALSE,Railway Tce PASKEVILLE SA,,SA,-34.0389353,FALSE,FALSE,,,,,,,,,
Plympton Park,138.5551366,Ashford, ;  Full Wheelchair Access,Plympton RSL Hall,,FALSE,464 Marion Rd PLYMPTON PARK SA,,SA,-34.9702183,FALSE,FALSE,,,,,,,,,
Pinnaroo,140.9091398,Chaffey, ;  Assisted Wheelchair Access,Pinnaroo Institute,,FALSE,Day St PINNAROO SA,,SA,-35.261544,FALSE,FALSE,,,,,,,,,
Kilkenny,138.5507753,Croydon,enter from Wilpena Tce.;  Full Wheelchair Access,Kilkenny Community Hall,,FALSE,Cnr Tarcowie St & Wilpena Tce KILKENNY SA,,SA,-34.8840877,FALSE,FALSE,,,,,,,,,
Kimba,136.4188398,Giles, ;  Assisted Wheelchair Access,Kimba District Council,,FALSE,Cnr West Tce & Cross St KIMBA SA,,SA,-33.1385788,FALSE,FALSE,,,,,,,,,
Kidman Park,138.5252878,Colton, ;  Full Wheelchair Access,Kidman Park Primary School,,FALSE,Dean Ave KIDMAN PARK SA,,SA,-34.9127396,FALSE,FALSE,,,,,,,,,
Kilburn,138.588255,Enfield, ;  Full Wheelchair Access,St Brigid's Parish Hall,,FALSE,43-45 Le Hunte St KILBURN SA,,SA,-34.862327,FALSE,FALSE,,,,,,,,,
