ec_id,name,premises,address,lat,lon,state,wheelchair_access,entrance_desc,opening_hours,divisions
,Acacia Ridge,Acacia Ridge State School - Sports Hall,"Nyngam Street, ACACIA RIDGE, QLD Australia 4110",-27.579189400000001,153.01408588999999,QLD,Full,,08:00 AM - 06:00 PM,Algester
,Acacia Ridge South,Watson Road State School,"210 Watson Road, ACACIA RIDGE, QLD Australia 4110",-27.593082249999998,153.01820040000001,QLD,Full,,08:00 AM - 06:00 PM,Algester
,Algester,Algester State School,"Endiandra Street, ALGESTER, QLD Australia 4115",-27.615903,153.0321271,QLD,Full,,08:00 AM - 06:00 PM,Algester
,Algester South,St Stephen's Catholic Primary School,"156 Ridgewood Road, Algester, QLD Australia 4115",-27.619104,153.029539,QLD,Full,Entry via Ackama Street,08:00 AM - 06:00 PM,Algester
,Brisbane CBD,Brisbane City Hall.,"64 Adelaide Street, BRISBANE, QLD Australia 4000",-27.46870501779985,153.0238493466965,QLD,Full,Entry via Main Entrance in King George Square,08:00 AM - 06:00 PM,Algester
,Browns Plains,Browns Plains State School,"1-29 Mayfair Drive, BROWNS PLAINS, QLD Australia 4118",-27.668313999999999,153.053888,QLD,Full,,08:00 AM - 06:00 PM,Algester
,Calamvale,Calamvale Community College,"11 Hamish Street, CALAMVALE, QLD Australia 4116",-27.627030999999999,153.043004,QLD,Full,,08:00 AM - 06:00 PM,Algester
,Forest Lake East,Forest Lake State High School,"High Street, FOREST LAKE, QLD Australia 4078",-27.623892999999999,152.97201899999999,QLD,Full,,08:00 AM - 06:00 PM,Algester
,Heritage Park,Yugumbir State School,"163-189 Vansittart Road, REGENTS PARK, QLD Australia 4118",-27.676679999999998,153.04957899999999,QLD,Full,"Redgum Drive, Regents Park QLD 4118",08:00 AM - 06:00 PM,Algester
,Hillcrest,Life & Legacy Church,"Unit 13/98 Anzac Avenue, Hillcrest, QLD Australia 4118",-27.6656858,153.0325871,QLD,Assisted,,08:00 AM - 06:00 PM,Algester
,Pallara,Pallara State School,"39 Ritchie Road, PALLARA, QLD Australia 4110",-27.629868519999999,152.99401201000001,QLD,Full,,08:00 AM - 06:00 PM,Algester
,Regents Park,Regents Park State School,"42-60 Emerald Drive, REGENTS PARK, QLD Australia 4118",-27.68224,153.03429800000001,QLD,Full,,08:00 AM - 06:00 PM,Algester
,Aspley,Aspley Special School Hall,"751 Zillmere Road, Aspley, QLD Australia 4034",-27.356769750000002,153.02166581,QLD,Full,,08:00 AM - 06:00 PM,Aspley
,Aspley East,Aspley East State School - Multi Purpose Activity Centre,"31 Helena Street, Aspley, QLD Australia 4034",-27.3619034,153.0241169,QLD,Full,Access via Clorane Street,08:00 AM - 06:00 PM,Aspley
,Aspley West,Aspley State School Hall,"316 Maundrell Terrace, Aspley, QLD Australia 4034",-27.3690725,153.0140991,QLD,Assisted,Horn Rd Carpark to be used and main hall front entry to gain access,08:00 AM - 06:00 PM,Aspley
,Bald Hills,Bald Hills State School Hall,"2156 Gympie Road, BALD HILLS, QLD Australia 4036",-27.320000969999999,153.00654888,QLD,Full,,08:00 AM - 06:00 PM,Aspley
,Bridgeman Downs,Church of the Resurrection Hall,"30 Ridley Road, BRIDGEMAN DOWNS, QLD Australia 4035",-27.352311999999998,153.003794,QLD,Assisted,,08:00 AM - 06:00 PM,Aspley
,Brisbane CBD,Brisbane City Hall.,"64 Adelaide Street, BRISBANE, QLD Australia 4000",-27.46870501779985,153.0238493466965,QLD,Full,Entry via Main Entrance in King George Square,08:00 AM - 06:00 PM,Aspley
,Chermside West,Craigslea State High School Auditorium,"685 Hamilton Road, CHERMSIDE WEST, QLD Australia 4035",-27.3834922,153.0180464,QLD,Full,,08:00 AM - 06:00 PM,Aspley
,Geebung,Geebung State School - Activities Hall,"250 Newman Road, Geebung, QLD Australia 4034",-27.375104999999998,153.04594600000001,QLD,Assisted,,08:00 AM - 06:00 PM,Aspley
,McDowall,McDowall State School,"1018 Rode Road, MCDOWALL, QLD Australia 4053",-27.388201290000001,152.98951149000001,QLD,Full,,08:00 AM - 06:00 PM,Aspley
,Zillmere,St Matthias Anglican Church,"74 Murphy Road, Zillmere, QLD Australia 4034",-27.3651568,153.037432,QLD,Assisted,,08:00 AM - 06:00 PM,Aspley
,Brisbane CBD,Brisbane City Hall.,"64 Adelaide Street, BRISBANE, QLD Australia 4000",-27.46870501779985,153.0238493466965,QLD,Full,Entry via Main Entrance in King George Square,08:00 AM - 06:00 PM,Bancroft
,Burpengary East,The Artisans' Guild,"Cnr Old Bay & Maitland Roads, BURPENGARY EAST, QLD Australia 4505",-27.157779600000001,152.99001575,QLD,Full,,08:00 AM - 06:00 PM,Bancroft
,Deception Bay North,Deception Bay Community Hall,"Cnr Bayview Terrace & Ewart Street, DECEPTION BAY, QLD Australia 4508",-27.18439072,153.02537262000001,QLD,Assisted,,08:00 AM - 06:00 PM,Bancroft
,Deception Bay South,Deception Bay State High School,"Government Street, DECEPTION BAY, QLD Australia 4508",-27.200945999999998,153.030124,QLD,Assisted,,08:00 AM - 06:00 PM,Bancroft
,Deception Bay West,Deception Bay North State School,"33-49 Old Bay Road, DECEPTION BAY, QLD Australia 4508",-27.1820707,153.0151112,QLD,Full,Gate 2 or 3 front.,08:00 AM - 06:00 PM,Bancroft
,Mango Hill,Mango Hill Community Centre,"Chermside Road, MANGO HILL, QLD Australia 4509",-27.218385099999999,153.02905798,QLD,Assisted,,08:00 AM - 06:00 PM,Bancroft
,Moreton Downs,Moreton Downs State School,"Parsons Boulevard, DECEPTION BAY, QLD Australia 4508",-27.1975745,153.0183169,QLD,Full,Gate 1 and 3,08:00 AM - 06:00 PM,Bancroft
,North Lakes,North Lakes State College - Senior Campus Sports Hall,"1 The Corso, NORTH LAKES, QLD Australia 4509",-27.2398104,153.0174791,QLD,None,,08:00 AM - 06:00 PM,Bancroft
,North Lakes North,Bounty Boulevard State School,"195 Bounty Boulevard, NORTH LAKES, QLD Australia 4509",-27.215627770000001,153.00750375000001,QLD,Assisted,,08:00 AM - 06:00 PM,Bancroft
,Brisbane CBD,Brisbane City Hall.,"64 Adelaide Street, BRISBANE, QLD Australia 4000",-27.46870501779985,153.0238493466965,QLD,Full,Entry via Main Entrance in King George Square,08:00 AM - 06:00 PM,Barron River
,Caravonica,Caravonica State School,"Lot 3 1115R Kamerunga Road, CARAVONICA, QLD Australia 4878",-16.852578650000002,145.69534868,QLD,Full,,08:00 AM - 06:00 PM,Barron River
,Clifton Beach,Clifton Beach Tennis Club,"Edward Mann Park 13 Clifton Beach Road, CLIFTON BEACH, QLD Australia 4879",-16.768818282868082,145.6757587387619,QLD,Full,,08:00 AM - 06:00 PM,Barron River
,Freshwater,Freshwater State School,"10 Corkill Street, FRESHWATER, QLD Australia 4870",-16.880306839999999,145.71424751999999,QLD,Full,,08:00 AM - 06:00 PM,Barron River
,Holloways Beach,Holloways Beach Community Hall,"65 Oleander Street, HOLLOWAYS BEACH, QLD Australia 4878",-16.84291872,145.73882460999999,QLD,Full,,08:00 AM - 06:00 PM,Barron River
,Kewarra Beach,Generations Church Beaches,"1-3 Moore Rd, Kewarra Beach, QLD Australia 4879",-16.7958655,145.6811854,QLD,Full,,08:00 AM - 06:00 PM,Barron River
,Kuranda,Kuranda QCWA Hall,"20 Thongon Street, KURANDA, QLD Australia 4881",-16.820477575714342,145.63668079895018,QLD,Full,,08:00 AM - 06:00 PM,Barron River
,Machans Beach,Machans Beach State School,"61 Machan Street, MACHANS BEACH, QLD Australia 4878",-16.852629990000001,145.74526592999999,QLD,Assisted,,08:00 AM - 06:00 PM,Barron River
,Redlynch,Redlynch State College,"Jungara Road, REDLYNCH, QLD Australia 4870",-16.908885510000001,145.69607823999999,QLD,Full,,08:00 AM - 06:00 PM,Barron River
,Smithfield,Smithfield State High School,"O'Brien Road, SMITHFIELD, QLD Australia 4878",-16.812151499999999,145.69537550000001,QLD,Full,,08:00 AM - 06:00 PM,Barron River
,Stratford,Stratford Community Hall,"15 Kamerunga Road, STRATFORD, QLD Australia 4870",-16.87570736,145.73242619999999,QLD,Full,,08:00 AM - 06:00 PM,Barron River
,Trinity Beach,Tropical North Learning Academy - Trinity Beach State School,"Wewak Street, TRINITY BEACH, QLD Australia 4879",-16.794639879999998,145.69006204999999,QLD,Assisted,Gate access via Madang Street,08:00 AM - 06:00 PM,Barron River
,Yorkeys Knob,Yorkeys Knob State School,"26-38 Clinton Street, YORKEYS KNOB, QLD Australia 4878",-16.81438013,145.72317122999999,QLD,Assisted,,08:00 AM - 06:00 PM,Barron River
,Arundel,Arundel State School,"185 Napper Road, ARUNDEL, QLD Australia 4214",-27.944857880000001,153.36605607999999,QLD,Full,,08:00 AM - 06:00 PM,Bonney
,Arundel East,Arundel Presbyterian Church,"132 Allied Drive, Arundel, QLD Australia 4214",-27.938692999999997,153.386011,QLD,Full,,08:00 AM - 06:00 PM,Bonney
,Biggera Waters,Biggera Waters State School Hall,"Coombabah Road, BIGGERA WATERS, QLD Australia 4216",-27.927596999999999,153.39677499999999,QLD,Full,entry via Morala Ave,08:00 AM - 06:00 PM,Bonney
,Brisbane CBD,Brisbane City Hall.,"64 Adelaide Street, BRISBANE, QLD Australia 4000",-27.46870501779985,153.0238493466965,QLD,Full,Entry via Main Entrance in King George Square,08:00 AM - 06:00 PM,Bonney
,Coombabah South,Coombabah State High School,"550 Pine Ridge Road, COOMBABAH, QLD Australia 4216",-27.923665999999997,153.378244,QLD,Full,,08:00 AM - 06:00 PM,Bonney
,Harley Park,Labrador Senior Citizens Hall,"370 Marine Parade, LABRADOR, QLD Australia 4215",-27.940671999999999,153.40748300000001,QLD,Full,via Broad Street,08:00 AM - 06:00 PM,Bonney
,Labrador,Labrador State School,"Imperial Parade, LABRADOR, QLD Australia 4215",-27.942504,153.401994,QLD,Full,No gate. Direct entry to hall,08:00 AM - 06:00 PM,Bonney
,Southport North,Southport State High School,"Brooke Avenue, SOUTHPORT, QLD Australia 4215",-27.962475749999999,153.40266287,QLD,Full,,08:00 AM - 06:00 PM,Bonney
,Biggera Waters,Biggera Waters State School Hall,"Coombabah Road, BIGGERA WATERS, QLD Australia 4216",-27.927596999999999,153.39677499999999,QLD,Full,entry via Morala Ave,08:00 AM - 06:00 PM,Broadwater
,Brisbane CBD,Brisbane City Hall.,"64 Adelaide Street, BRISBANE, QLD Australia 4000",-27.46870501779985,153.0238493466965,QLD,Full,Entry via Main Entrance in King George Square,08:00 AM - 06:00 PM,Broadwater
,Coombabah,Coombabah State School,"164-172 Oxley Drive, COOMBABAH, QLD Australia 4216",-27.89437659931857,153.388410832016,QLD,Full,,08:00 AM - 06:00 PM,Broadwater
,Helensvale North,Helensvale State High School,"243 Discovery Drive, HELENSVALE, QLD Australia 4210",-27.896901999999997,153.32679300000001,QLD,Assisted,,08:00 AM - 06:00 PM,Broadwater
,Hope Island,Banksia Park Hall,"27 Crescent Avenue, HOPE ISLAND, QLD Australia 4212",-27.87386923,153.37545455,QLD,Full,,08:00 AM - 06:00 PM,Broadwater
,Paradise Lakes,Marj Shipman Community Centre,"91 Hansford Road, COOMBABAH, QLD Australia 4216",-27.898966999999999,153.37892399999998,QLD,Assisted,,08:00 AM - 06:00 PM,Broadwater
,Paradise Point,Paradise Point Community Centre,"Community Lane, PARADISE POINT, QLD Australia 4216",-27.88553810817467,153.39374163439328,QLD,Assisted,,08:00 AM - 06:00 PM,Broadwater
,Runaway Bay,Runaway Bay Community Centre,"Lae Drive, Runaway Bay, QLD Australia 4216",-27.9121901,153.3935371,QLD,Full,,08:00 AM - 06:00 PM,Broadwater
,Brisbane CBD,Brisbane City Hall.,"64 Adelaide Street, BRISBANE, QLD Australia 4000",-27.46870501779985,153.0238493466965,QLD,Full,Entry via Main Entrance in King George Square,08:00 AM - 06:00 PM,Buderim
,Buderim,St Mark's Anglican Church Hall,"7-17 Main Street, Buderim, QLD Australia 4556",-26.6849373,153.0541747,QLD,Full,,08:00 AM - 06:00 PM,Buderim
,Buderim East,Sparrow Early Learning Buderim,"58-60 Buderim Pines Drive, BUDERIM, QLD Australia 4556",-26.688862,153.08542399999999,QLD,Assisted,,08:00 AM - 06:00 PM,Buderim
,Buderim South,Fusion Alcooringa Centre,"176 Ballinger Road, BUDERIM, QLD Australia 4556",-26.701391999999998,153.06645,QLD,Full,,08:00 AM - 06:00 PM,Buderim
,Mountain Creek,Mountain Creek State School,"51 Lady Musgrave Drive, MOUNTAIN CREEK, QLD Australia 4557",-26.691071870000002,153.10371995,QLD,Full,,08:00 AM - 06:00 PM,Buderim
,Mountain Creek South,Brightwater State School,"20 Dianella Drive, Mountain Creek, QLD Australia 4557",-26.710452279999998,153.11135888000001,QLD,Full,,08:00 AM - 06:00 PM,Buderim
,Sippy Downs,Chancellor State College - Primary Campus,"8 Scholars Drive, Sippy Downs, QLD Australia 4556",-26.7204548,153.0594186,QLD,Full,,08:00 AM - 06:00 PM,Buderim
,Balmoral,Balmoral State High School,"259 Thynne Road, MORNINGSIDE, QLD Australia 4170",-27.455835,153.07339200000001,QLD,None,,08:00 AM - 06:00 PM,Bulimba
,Brisbane CBD,Brisbane City Hall.,"64 Adelaide Street, BRISBANE, QLD Australia 4000",-27.46870501779985,153.0238493466965,QLD,Full,Entry via Main Entrance in King George Square,08:00 AM - 06:00 PM,Bulimba
,Bulimba,St John the Baptist Anglican Church Hall,"171 Oxford Street, Bulimba, QLD Australia 4171",-27.451693760383694,153.05993611045076,QLD,Assisted,,08:00 AM - 06:00 PM,Bulimba
,Bulimba Heights,Bulimba State School,"271 Oxford Street, BULIMBA, QLD Australia 4171",-27.452767959999999,153.06478769,QLD,Assisted,,08:00 AM - 06:00 PM,Bulimba
,Cannon Hill,St Oliver Plunkett Church,"21 Beauvardia Street, CANNON HILL, QLD Australia 4170",-27.469905999999998,153.08448799999999,QLD,Full,,08:00 AM - 06:00 PM,Bulimba
,Carindale,Carina State School,"1413 Creek Road, Carindale, QLD Australia 4152",-27.4934316,153.1022024,QLD,Full,Cuthred Street,08:00 AM - 06:00 PM,Bulimba
,Morningside,Church of the Ascension Morningside,"706 Wynnum Road, Morningside, QLD Australia 4170",-27.466564418839187,153.07440491897964,QLD,Full,,08:00 AM - 06:00 PM,Bulimba
,Morningside West,Morningside State School,"67 Pashen Street, MORNINGSIDE, QLD Australia 4171",-27.464323999999998,153.0659,QLD,Assisted,,08:00 AM - 06:00 PM,Bulimba
,Murarrie,Murarrie Progress Hall,"10 Queensport Road, MURARRIE, QLD Australia 4172",-27.464085999999998,153.10458599999998,QLD,Full,,08:00 AM - 06:00 PM,Bulimba
,Norman Park,Norman Park State School,"53 Hipwood Street, NORMAN PARK, QLD Australia 4170",-27.474354999999999,153.062884,QLD,Assisted,,08:00 AM - 06:00 PM,Bulimba
,Norman Park South,Faith Works Uniting Church Hall,"177 Bennetts Road, Norman Park, QLD Australia 4170",-27.4838838,153.0644364,QLD,Full,Mcllwraith Avenue,08:00 AM - 06:00 PM,Bulimba
,Seven Hills,Seven Hills State School,"152 D'Arcy Road, SEVEN HILLS, QLD Australia 4170",-27.47869923,153.07563454000001,QLD,Full,,08:00 AM - 06:00 PM,Bulimba
,Avoca,Bundaberg Church of Christ,"76 Twyford Street, AVOCA, QLD Australia 4670",-24.888591300000002,152.3148363,QLD,Assisted,,08:00 AM - 06:00 PM,Bundaberg
,Branyan,Branyan Road State School,"430 Branyan Drive, BUNDABERG, QLD Australia 4670",-24.892631130000002,152.29396105000001,QLD,Assisted,,08:00 AM - 06:00 PM,Bundaberg
,Brisbane CBD,Brisbane City Hall.,"64 Adelaide Street, BRISBANE, QLD Australia 4000",-27.46870501779985,153.0238493466965,QLD,Full,Entry via Main Entrance in King George Square,08:00 AM - 06:00 PM,Bundaberg
,Bundaberg,Bundaberg Uniting Church Hall,"11 Electra Street, BUNDABERG CENTRAL, QLD Australia 4670",-24.8701867,152.3507033,QLD,Assisted,,08:00 AM - 06:00 PM,Bundaberg
,Bundaberg East,Bundaberg East State School,"33 Scotland Street, BUNDABERG EAST, QLD Australia 4670",-24.861659,152.37305499999999,QLD,Full,,08:00 AM - 06:00 PM,Bundaberg
,Bundaberg North,Bundaberg North State School,"Mt Perry Road, BUNDABERG NORTH, QLD Australia 4670",-24.852012370000001,152.34030962,QLD,Assisted,,08:00 AM - 06:00 PM,Bundaberg
,Bundaberg South,Bundaberg South State School,"Walla Street, BUNDABERG, QLD Australia 4670",-24.870659,152.36085600000001,QLD,Full,,08:00 AM - 06:00 PM,Bundaberg
,Bundaberg West,Bundaberg West State School,"Steffensen Street, BUNDABERG WEST, QLD Australia 4670",-24.875833333333002,152.332999999999,QLD,Assisted,,08:00 AM - 06:00 PM,Bundaberg
,Kepnock,Kepnock State High School,"43 Kepnock Road, BUNDABERG, QLD Australia 4670",-24.875530999999999,152.37749199999999,QLD,Assisted,,08:00 AM - 06:00 PM,Bundaberg
,Norville,Norville State School,"9 Dr Mays Road, BUNDABERG, QLD Australia 4670",-24.887112999999999,152.337198,QLD,Full,,08:00 AM - 06:00 PM,Bundaberg
,Thabeban,Thabeban State School,"270 Goodwood Road, THABEBAN, QLD Australia 4670",-24.898377809999999,152.36392914999999,QLD,Full,,08:00 AM - 06:00 PM,Bundaberg
,Walkervale,Walkervale State School,"7 Brillante Crescent, Bundaberg, QLD Australia 4670",-24.8861514,152.3603226,QLD,Full,,08:00 AM - 06:00 PM,Bundaberg
,Bellbird Park,Bellbird Park State Secondary College,"2 Alesana Drive, Bellbird Park, QLD Australia 4300",-27.640487999999998,152.88406000000001,QLD,Full,,08:00 AM - 06:00 PM,Bundamba
,Brisbane CBD,Brisbane City Hall.,"64 Adelaide Street, BRISBANE, QLD Australia 4000",-27.46870501779985,153.0238493466965,QLD,Full,Entry via Main Entrance in King George Square,08:00 AM - 06:00 PM,Bundamba
,Bundamba,Oasis Church of Christ Bundamba,"25 Byrne Street, Bundamba, QLD Australia 4304",-27.6049899,152.81268069999999,QLD,Full,,08:00 AM - 06:00 PM,Bundamba
,Bundamba South,Bundamba State School,"221 Brisbane Road, BUNDAMBA, QLD Australia 4304",-27.612138999999999,152.80503299999998,QLD,Assisted,,08:00 AM - 06:00 PM,Bundamba
,Collingwood Park,Collingwood Park State School Hall,"12-16 Burrel Street, COLLINGWOOD PARK, QLD Australia 4301",-27.615192109999999,152.86330283000001,QLD,Full,,08:00 AM - 06:00 PM,Bundamba
,Collingwood Park South,Woodlinks State School,"Woodlinks Way, Collingwood Park, QLD Australia 4301",-27.630445641677124,152.85269127368014,QLD,Full,Multi-purpose hall,08:00 AM - 06:00 PM,Bundamba
,Goodna,St Francis Xavier Primary School Hall,"6 Church Street, GOODNA, QLD Australia 4300",-27.61139416,152.89954484,QLD,Full,,08:00 AM - 06:00 PM,Bundamba
,Redbank,Redbank State School,"9 Brisbane Road, REDBANK, QLD Australia 4301",-27.603496,152.86478099999999,QLD,Assisted,"Prep building, 19 Brisbane Road, Redbank",08:00 AM - 06:00 PM,Bundamba
,Redbank Plains,Redbank Plains State School Hall,"39 - 53 School Road, REDBANK PLAINS, QLD Australia 4301",-27.64818,152.850312,QLD,Full,,08:00 AM - 06:00 PM,Bundamba
,Redbank Plains East,Redbank Plains State High School - Performing Arts Hall,"136 Willow Road, REDBANK PLAINS, QLD Australia 4301",-27.652387999999998,152.86933199999999,QLD,Full,,08:00 AM - 06:00 PM,Bundamba
,Redbank Plains South,Redbank Plains Community Centre,"180 School Road, Redbank Plains, QLD Australia 4301",-27.6630453,152.8503428,QLD,Full,,08:00 AM - 06:00 PM,Bundamba
,Ripley Valley,Ripley Valley State Secondary College - Raptor Dome,"18 Parkway Avenue, South Ripley, QLD Australia 4306",-27.6951481,152.8102252,QLD,Full,,08:00 AM - 06:00 PM,Bundamba
,Riverview,Riverview Community Centre,"138 Old Ipswich Road, RIVERVIEW, QLD Australia 4303",-27.603141820000001,152.84841657000001,QLD,Assisted,,08:00 AM - 06:00 PM,Bundamba
,Ayr,PCYC Burdekin,"164 MacMillan Street, AYR, QLD Australia 4807",-19.582476,147.40139600000001,QLD,Full,,08:00 AM - 06:00 PM,Burdekin
,Ayr East,East Ayr State School,"43 Ross Street, AYR, QLD Australia 4807",-19.563531999999999,147.41606400000001,QLD,Assisted,,08:00 AM - 06:00 PM,Burdekin
,Bowen,Bowen PCYC,"Cnr Queens Road & Hays Street, Bowen, QLD Australia 4805",-20.0088697,148.2497437,QLD,Full,,08:00 AM - 06:00 PM,Burdekin
,Brisbane CBD,Brisbane City Hall.,"64 Adelaide Street, BRISBANE, QLD Australia 4000",-27.46870501779985,153.0238493466965,QLD,Full,Entry via Main Entrance in King George Square,08:00 AM - 06:00 PM,Burdekin
,Clare,Clare State School,"Larkin Street, CLAREDALE, QLD Australia 4807",-19.783463139999999,147.22640991,QLD,Assisted,,08:00 AM - 06:00 PM,Burdekin
,Clermont,Blair Athol Hall,"93 Rubyvale Road, Clermont, QLD Australia 4721",-22.832607,147.6252018,QLD,Full,,08:00 AM - 06:00 PM,Burdekin
,Collinsville,QCWA Collinsville,"33 Conway Street, Collinsville, QLD Australia 4804",-20.5537898,147.8457461,QLD,Full,,08:00 AM - 06:00 PM,Burdekin
,Cungulla,Cungulla Community Hall,"15A Frank Randall Drive, CUNGULLA, QLD Australia 4816",-19.3960507,147.1072976,QLD,Full,,08:00 AM - 06:00 PM,Burdekin
,Dysart,Dysart Civic Centre,"16 Queen Elizabeth Drive, Dysart, QLD Australia 4745",-22.588178,148.3489788,QLD,Assisted,,08:00 AM - 06:00 PM,Burdekin
,Giru,Giru CWA Hall,"9 Carey Street, GIRU, QLD Australia 4809",-19.515093999999998,147.10454643,QLD,Full,,08:00 AM - 06:00 PM,Burdekin
,Glenden,Glenden State School,"48 Gillham Terrace, GLENDEN, QLD Australia 4743",-21.353978720000001,148.11663508000001,QLD,Full,,08:00 AM - 06:00 PM,Burdekin
,Home Hill,St Colman's School,"94 - 100 Eleventh Avenue, HOME HILL, QLD Australia 4806",-19.659189999999999,147.41553999999999,QLD,Full,,08:00 AM - 06:00 PM,Burdekin
,Middlemount,Middlemount Community School,"James Randell Drive, MIDDLEMOUNT, QLD Australia 4746",-22.811413129999998,148.70093822000001,QLD,Full,,08:00 AM - 06:00 PM,Burdekin
,Moranbah Central,Moranbah Arts Centre - Darts Hall,"38A Bacon Street, Moranbah, QLD Australia 4744",-21.9999344,148.0402545,QLD,Assisted,,08:00 AM - 06:00 PM,Burdekin
,Nebo,Nebo State School,"34 Oxford Street, NEBO, QLD Australia 4742",-21.68950779,148.68972123,QLD,Full,,08:00 AM - 06:00 PM,Burdekin
,Nome,Nome District Rural Fire Brigade Hall,"2 Alligator Creek Road, NOME, QLD Australia 4816",-19.38838033,146.95301234999999,QLD,Assisted,,08:00 AM - 06:00 PM,Burdekin
,Queens Beach,Queens Beach State School,"39 Tracey Street, QUEENS BEACH, QLD Australia 4805",-19.976308270000001,148.22682559,QLD,Full,,08:00 AM - 06:00 PM,Burdekin
,Woodstock,Woodstock State School,"54 Woodstock Avenue, WOODSTOCK, QLD Australia 4816",-19.597717280000001,146.83493614,QLD,Full,,08:00 AM - 06:00 PM,Burdekin
,Brisbane CBD,Brisbane City Hall.,"64 Adelaide Street, BRISBANE, QLD Australia 4000",-27.46870501779985,153.0238493466965,QLD,Full,Entry via Main Entrance in King George Square,08:00 AM - 06:00 PM,Burleigh
,Burleigh Heads,Burleigh Heads State School,"1750 Lower Gold Coast Highway, BURLEIGH HEADS, QLD Australia 4220",-28.087239480000001,153.44902217000001,QLD,Full,,08:00 AM - 06:00 PM,Burleigh
,Burleigh North,Burleigh Heads RSL Hall,"8 Sixth Avenue, BURLEIGH HEADS, QLD Australia 4220",-28.076848999999999,153.44620399999999,QLD,Full,,08:00 AM - 06:00 PM,Burleigh
,Burleigh Waters,Caningeraba State School,"4-20 Whistler Drive, BURLEIGH WATERS, QLD Australia 4220",-28.0844624,153.4312367,QLD,Full,Via Council carpark Whistler Drive Burleigh Waters,08:00 AM - 06:00 PM,Burleigh
,Palm Beach,Palm Beach Share-N-Care,"31 Tenth Avenue, PALM BEACH, QLD Australia 4221",-28.118153,153.467972,QLD,Full,,08:00 AM - 06:00 PM,Burleigh
,Palm Beach North,Palm Beach State School,"13-19 Nineteenth Avenue, PALM BEACH, QLD Australia 4221",-28.1094663,153.4631978,QLD,Full,access via Townsend Avenue,08:00 AM - 06:00 PM,Burleigh
,Palm Beach South,Palm Beach Currumbin State High School,"Thrower Drive, PALM BEACH, QLD Australia 4221",-28.131958529999999,153.47499669000001,QLD,Full,,08:00 AM - 06:00 PM,Burleigh
,Varsity Lakes Central,Varsity College (Primary Campus),"Christine Avenue, VARSITY LAKES, QLD Australia 4227",-28.088522999999999,153.40954600000001,QLD,Full,,08:00 AM - 06:00 PM,Burleigh
,Varsity Lakes South,Varsity Lakes Community Resource Centre,"20 Mattocks Road, VARSITY LAKES, QLD Australia 4227",-28.0979826,153.4193768,QLD,Full,off Lyn Muller Lane just off Mattocks Road,08:00 AM - 06:00 PM,Burleigh
,Agnes Water,Agnes Water Community Centre,"71 Springs Road, Agnes Water, QLD Australia 4677",-24.211360089999999,151.90994237999999,QLD,Full,,08:00 AM - 06:00 PM,Burnett
,Alloway,Alloway State School,"4334 Goodwood Road, ALLOWAY, QLD Australia 4670",-24.95207512,152.37865447999999,QLD,Full,,08:00 AM - 06:00 PM,Burnett
,Apple Tree Creek,Apple Tree Community Hall,"29394 Bruce Highway, APPLE TREE CREEK, QLD Australia 4660",-25.21668648,152.23748445999999,QLD,Full,,08:00 AM - 06:00 PM,Burnett
,Baffle Creek,Wartburg State School,"585 Coast Road, BAFFLE CREEK, QLD Australia 4674",-24.5022928,151.9311339,QLD,Full,,08:00 AM - 06:00 PM,Burnett
,Bargara,Bargara Cultural and Community Centre.,"180 Hughes Road, Bargara, QLD Australia 4670",-24.8337355,152.4606685,QLD,Full,,08:00 AM - 06:00 PM,Burnett
,Brisbane CBD,Brisbane City Hall.,"64 Adelaide Street, BRISBANE, QLD Australia 4000",-27.46870501779985,153.0238493466965,QLD,Full,Entry via Main Entrance in King George Square,08:00 AM - 06:00 PM,Burnett
,Burnett Heads,Burnett Heads State School,"52 Burnett Heads Road, BURNETT HEADS, QLD Australia 4670",-24.771821039999999,152.41497158999999,QLD,Full,,08:00 AM - 06:00 PM,Burnett
,Childers,Isis Cultural Centre,"49 Churchill Street, Childers, QLD Australia 4660",-25.2358128,152.2799587,QLD,Full,,08:00 AM - 06:00 PM,Burnett
,Cordalba,Cordalba State School,"1A Cemetery Road, CORDALBA, QLD Australia 4660",-25.159172120000001,152.21210002999999,QLD,Assisted,,08:00 AM - 06:00 PM,Burnett
,Elliott Heads,Elliott Heads State School,"143 Breusch Road, ELLIOTT HEADS, QLD Australia 4670",-24.907593339999998,152.47560024000001,QLD,Full,,08:00 AM - 06:00 PM,Burnett
,Givelda,Pine Creek Hall,"1 Haylocks Road, Pine Creek, QLD Australia 4670",-25.003443,152.1612817,QLD,Full,,08:00 AM - 06:00 PM,Burnett
,Gooburrum,Gooburrum State School,"14 Gooburrum Road, GOOBURRUM, QLD Australia 4670",-24.823041580000002,152.3059988,QLD,Full,,08:00 AM - 06:00 PM,Burnett
,Goodwood,Goodwood State School,"1802 Goodwood Road, GOODWOOD, QLD Australia 4660",-25.145697370000001,152.38492547999999,QLD,Assisted,Woodgate Road entry near car park,08:00 AM - 06:00 PM,Burnett
,Innes Park,Coral Coast Christian Church,"596 Windermere Road, INNES PARK NORTH, QLD Australia 4670",-24.849155029999999,152.46181369000001,QLD,Full,,08:00 AM - 06:00 PM,Burnett
