name,premises,address,lat,lon,state,wheelchair_access
Chelona,Chelona State School,"Dunrock Road, CHELONA, QLD Australia 4740",-21.26054109,149.14577723,QLD,Full Access
Cherbourg,Cherbourg Town Hall,"22 Barambah Avenue, CHERBOURG, QLD Australia 4605",-26.2907801,151.9560354,QLD,Assisted Access
Chermside,Wheller on the Park - UHL Memorial Hall,"930 Gympie Road, Chermside, QLD Australia 4032",-27.3820867,153.0278532,QLD,Full Access
Chermside East,Centrepoint Church Hall,"Cnr Pfingst & Hamilton Roads, CHERMSIDE, QLD Australia 4032",-27.388157,153.043155,QLD,Full Access
Chermside West,Craigslea State High School Auditorium,"685 Hamilton Road, WEST CHERMSIDE, QLD Australia 4035",-27.38273547,153.01515877,QLD,Full Access
Bellevue Park,Bellevue Park State School,"20-24 Sapium Road, ASHMORE, QLD Australia 4214",-27.99523271,153.39637041,QLD,Full Access
Chillagoe,Chillagoe State School,"9 Cathedral Street, CHILLAGOE, QLD Australia 4871",-17.155497999999998,144.52092199999998,QLD,Assisted Access
Chinchilla,Our Lady Help of Christians Church Hall,"74 Middle Street, CHINCHILLA, QLD Australia 4413",-26.7438,150.627,QLD,Assisted Access
Churchill,Churchill State School Hall,"Brisbane Street (off Warwick Road), CHURCHILL, QLD Australia 4305",-27.642875,152.75138099999998,QLD,Assisted Access
Clare,Clare State School,"Larkin Street, CLAREDALE, QLD Australia 4807",-19.78346314,147.22640991,QLD,Full Access
Clayfield East,Bar-Jai Community Centre,"178 Alexandra Road, CLAYFIELD, QLD Australia 4011",-27.418962,153.058262,QLD,Full Access
Clayfield West,Clayfield Uniting Church Hall,"170 Bonney Avenue, CLAYFIELD, QLD Australia 4011",-27.418286,153.047417,QLD,Full Access
Clermont,Clermont State School,"Francis St, Clermont, QLD Australia 4721",-22.83622226554409,147.6329839767212,QLD,Full Access
Cleveland Central,Cleveland State School,"85-103 Queen Street, CLEVELAND, QLD Australia 4163",-27.529085,153.270007,QLD,Full Access
Cleveland,Cleveland District State High School,"Russell Street, CLEVELAND, QLD Australia 4163",-27.530780999999998,153.260893,QLD,Assisted Access
Clifton,Clifton State School,"1 Tooth Street, CLIFTON, QLD Australia 4361",-27.93091507,151.90465987,QLD,Full Access
Clifton Beach,"Clifton Beach Tennis Club, Edward Mann Park","13 Clifton Beach Road, CLIFTON BEACH, QLD Australia 4879",-16.768818282868082,145.6757587387619,QLD,Full Access
Clifton Hill,St George Ethiopian Orthodox Church,"15 Eric Crescent, ANNERLEY, QLD Australia 4103",-27.52345771,153.02939057,QLD,Assisted Access
Clinton,Clinton State School,"224 Harvey Road, CLINTON, QLD Australia 4680",-23.879669,151.22187,QLD,Assisted Access
Clontarf,Clontarf Beach State School Hall,"91 Elizabeth Avenue, CLONTARF, QLD Australia 4019",-27.25429814,153.08086216,QLD,Full Access
Closeburn,Cedar Creek Public Hall,"2 Andrew Road, CLOSEBURN, QLD Australia 4520",-27.32571294,152.86490142,QLD,No Access
Cloyna,Cloyna State School,"8 William Webber Road, CLOYNA, QLD Australia 4605",-26.10775865,151.84609652,QLD,Full Access
Forest Lake East,Forest Lake State High School,"High Street, FOREST LAKE, QLD Australia 4078",-27.623893,152.972019,QLD,Full Access
Collingwood Park,Collingwood Park State School Hall,"12-16 Burrel Street, COLLINGWOOD PARK, QLD Australia 4301",-27.61519211,152.86330283,QLD,Full Access
Collinsville,Collinsville State School Parade Room,"Hamilton Street, COLLINSVILLE, QLD Australia 4804",-20.547643,147.84483,QLD,Assisted Access
Condamine,Condamine State School,"Kennedy Street, CONDAMINE, QLD Australia 4416",-26.92514059,150.13485789,QLD,Assisted Access
Condon,Thuringowa State High School,"Vickers Road, CONDON, QLD Australia 4815",-19.336659,146.719098,QLD,Full Access
Coningsby,Coningsby State School,"1312 Bruce Highway, CONINGSBY, QLD Australia 4740",-21.09226306,149.06888098,QLD,Full Access
Conondale,Conondale State School,"1700 Maleny-Kenilworth Road, CONONDALE, QLD Australia 4552",-26.72906999,152.71868885,QLD,Assisted Access
Coochiemudlo Island,Coochiemudlo Island Community Hall,"346 Victoria Parade S, Coochiemudlo Island, QLD Australia 4184",-27.5742379,153.3233318,QLD,Full Access
Taranganba,Taranganba State School Hall,"61-81 Taranganba Rd, Yeppoon, QLD Australia 4703",-23.154878,150.7545402,QLD,Full Access
Coolabunia,Coolabunia State School,"Cnr D'Aguilar Highway and Mary Street, COOLABUNIA, QLD Australia 4610",-26.58977439,151.90280914,QLD,Full Access
Coolangatta,Coolangatta Senior Citizens Centre,"2 Gerrard Street, COOLANGATTA, QLD Australia 4225",-28.169646,153.540108,QLD,Full Access
Kirra,Coolangatta State School,"Stapylton Street, KIRRA, QLD Australia 4225",-28.17153524,153.52912903,QLD,Full Access
Coolnwynpin,Coolnwynpin State School,"Callaghan Way, CAPALABA, QLD Australia 4157",-27.547222222222,153.204166666666,QLD,Assisted Access
Coolum Beach,Coolum State School,"School Road, COOLUM BEACH, QLD Australia 4573",-26.53486384,153.07818532,QLD,Assisted Access
Coombabah,Coombabah State School Activities Centre,"164-172 Oxley Drive, COOMBABAH, QLD Australia 4216",-27.894295999999997,153.387692,QLD,Full Access
Coombabah South,Coombabah State High School,"550 Pine Ridge Road, COOMBABAH, QLD Australia 4216",-27.923665999999997,153.378244,QLD,Full Access
Coomera,Coomera State School,"Beattie Road, COOMERA, QLD Australia 4209",-27.867715999999998,153.31643400000002,QLD,Full Access
Coominya,Coominya State School,"7 Cornhill Street, COOMINYA, QLD Australia 4311",-27.39166879,152.50049114,QLD,Full Access
Coopers Plains,Coopers Plains State School,"61 Orange Grove Road, COOPERS PLAINS, QLD Australia 4108",-27.567722999999997,153.03960999999998,QLD,Full Access
Cooran,Cooran State School,"31 James Street, COORAN, QLD Australia 4569",-26.34063611,152.82473534,QLD,Full Access
Cooroy,Noosa District State High School,"2 Tulip Street, COOROY, QLD Australia 4563",-26.42479577,152.91016638,QLD,Full Access
Coorparoo,Coorparoo State School,"327 Old Cleveland Road, COORPAROO, QLD Australia 4151",-27.49431549,153.06074023,QLD,Assisted Access
Coorparoo Central,Coorparoo Uniting Church Hall,"260 Cavendish Rd, Coorparoo, QLD Australia 4151",-27.4993187,153.0625236,QLD,Full Access
Cooyar,Cooyar State School,"16 Gracey Street, COOYAR, QLD Australia 4402",-26.9853106,151.8321117,QLD,No Access
Cordalba,Cordalba State School,"1A Cemetery Road, CORDALBA, QLD Australia 4660",-25.15917212,152.21210003,QLD,Full Access
Corinda,St Joseph's Catholic Primary School,"28 Clewley Street, CORINDA, QLD Australia 4075",-27.53778261995751,152.9834500271225,QLD,Full Access
Corinda South,Corinda State School,"330 Cliveden Avenue, CORINDA, QLD Australia 4075",-27.54921537,152.9822427,QLD,Assisted Access
Cornubia,Chisholm Catholic College,"204 California Creek Road, CORNUBIA, QLD Australia 4130",-27.666271,153.204117,QLD,Full Access
Cranbrook,Cranbrook State School,"20 Alice Street, CRANBROOK, QLD Australia 4814",-19.308421,146.753884,QLD,Assisted Access
West Rockhampton,Crescent Lagoon State School,"99-109 North Street Ext, WEST ROCKHAMPTON, QLD Australia 4700",-23.3835088,150.4881425,QLD,Full Access
Crestmead,Crestmead State School,"27-61 Augusta Street, CRESTMEAD, QLD Australia 4132",-27.688105,153.090355,QLD,Full Access
Crows Nest,Crows Nest State School,"1 Littleton Street, Crows Nest, QLD Australia 4355",-27.2652918,152.0510216,QLD,Full Access
Croydon,Croydon State School,"49 Brown Street, CROYDON, QLD Australia 4871",-18.20363952,142.24927067,QLD,Full Access
Cungulla,Cungulla Community Hall,"15A Frank Randell Drive, CUNGULLA, QLD Australia 4816",-19.39597551,147.1073252,QLD,Assisted Access
Cunnamulla,Paroo Shire Hall,"5 Stockyard Street, CUNNAMULLA, QLD Australia 4490",-28.0689565,145.6822126,QLD,Full Access
Currajong,Currajong State School,"140 Palmerston Street, CURRAJONG, QLD Australia 4812",-19.2805219,146.77381396,QLD,Full Access
Currimundi,Currimundi State School,"17 Buderim Street, CALOUNDRA, QLD Australia 4551",-26.77682098,153.13548803,QLD,Full Access
Currimundi West,Talara Primary College - Performance Centre,"24 Talara Street, CURRIMUNDI, QLD Australia 4551",-26.772416999999997,153.11692399999998,QLD,Full Access
Currumbin,Currumbin State School,"6 Philip Street, CURRUMBIN, QLD Australia 4223",-28.13847722,153.47778618,QLD,Assisted Access
Currumbin Valley,Currumbin Valley State School,"1223 Currumbin Creek Road, CURRUMBIN VALLEY, QLD Australia 4223",-28.20663003,153.3944875,QLD,Assisted Access
Currumbin Waters,Elanora Community Centre,"26 Galleon Way, CURRUMBIN WATERS, QLD Australia 4223",-28.1427818,153.46044838,QLD,Full Access
Cutheringa,St Peter's Anglican Church Hall,"Cnr Ralston & Leigh Streets, WEST END, QLD Australia 4810",-19.262625999999997,146.792403,QLD,Full Access
Daintree,Daintree State School,"3-7 Osborne Street, DAINTREE, QLD Australia 4873",-16.2497949028,145.3207441328,QLD,Full Access
Dakabin,Dakabin State High School,"255-267 Marsden Road, DAKABIN, QLD Australia 4503",-27.23022941,152.97972679,QLD,Full Access
Dalby,"Dalby State School, Kavney Hall","Jimbour Street, DALBY, QLD Australia 4405",-27.18563139,151.26401424,QLD,Full Access
Dalby North,Our Lady of the Southern Cross College,"2 Nicholson Street, DALBY, QLD Australia 4405",-27.170420999999997,151.268786,QLD,Full Access
Dalby South,Dalby South State School,"Cnr Bunya & Hogan Streets, DALBY, QLD Australia 4405",-27.195731,151.270369,QLD,Full Access
Dalby West,Church of Christ Hall,"Cnr Nicholson & Moreton Streets, DALBY, QLD Australia 4405",-27.1848345,151.25142395,QLD,Full Access
Darling Heights,Darling Heights State School,"45 Wuth Street, TOOWOOMBA, QLD Australia 4350",-27.59737052,151.93278015,QLD,Full Access
Darra,"Darra State School, Community Hall","Scotts Road, DARRA, QLD Australia 4076",-27.570833333333002,152.953611111111,QLD,Full Access
Rockhampton Range,St Peter's Catholic Primary School,"170 Upper Dawson Road, The Range, QLD Australia 4700",-23.39860481,150.50093651,QLD,Assisted Access
Dayboro,Dayboro State School,"58 Mckenzie Street, DAYBORO, QLD Australia 4521",-27.19414399,152.82026947,QLD,Assisted Access
Deagon,Sandgate District State High School Hall,"41 Braun Street, DEAGON, QLD Australia 4017",-27.330163,153.05516699999998,QLD,Full Access
Deception Bay,Deception Bay State School,"King Street, DECEPTION BAY, QLD Australia 4508",-27.19082778,153.02836597,QLD,Assisted Access
Deception Bay West,Deception Bay North State School,"Old Bay Road, DECEPTION BAY, QLD Australia 4508",-27.181925999999997,153.015453,QLD,Assisted Access
Deception Bay South,Deception Bay State High School,"Government Street, DECEPTION BAY, QLD Australia 4508",-27.200946,153.030124,QLD,Assisted Access
Deeragun,"St. Anthony's Catholic College, Assisi Campus","Joanne Street, DEERAGUN, QLD Australia 4818",-19.243989,146.654292,QLD,Full Access
Diddillibah,Diddillibah Community Hall,"658 Diddillibah Road, DIDDILLIBAH, QLD Australia 4558",-26.64723815,153.02428901,QLD,Full Access
Dimbulah,Dimbulah State School,"48-50 Kennedy Street, Dimbulah, QLD Australia 4872",-17.14896642,145.11337638,QLD,Full Access
Dingo Beach,Dingo Beach Community Centre,"Dingo Beach Road, DINGO BEACH, QLD Australia 4800",-20.09339762,148.49656463,QLD,Full Access
Dirranbandi,Dirranbandi State School,"55 Jane Street, DIRRANBANDI, QLD Australia 4486",-28.57698455,148.22983503,QLD,Assisted Access
Donnybrook,Donnybrook Community Hall,"Cnr Alice & Edith Streets, DONNYBROOK, QLD Australia 4510",-27.004036,153.068957,QLD,Assisted Access
Doomadgee,Doomadgee PCYC,"515 Goodeedawa Road, DOOMADGEE, QLD Australia 4830",-17.939536,138.8299551,QLD,Full Access
Dorrington,Oakleigh State School,"Buxton Street, ASHGROVE, QLD Australia 4060",-27.435917,152.985657,QLD,Full Access
Drayton,Drayton State School,"55 Brisbane St, Drayton, QLD Australia 4350",-27.6023748,151.9114772,QLD,Full Access
Drillham,Drillham State School,"13 Jardine Street, DRILLHAM, QLD Australia 4424",-26.64455792,149.98147845,QLD,Assisted Access
Duaringa,Duaringa State School,"1 Charlotte Street, DUARINGA, QLD Australia 4702",-23.71616171,149.66825008,QLD,Assisted Access
Dulacca,Dulacca State School,"North Road, DULACCA, QLD Australia 4425",-26.64232834,149.7563982,QLD,Full Access
Yarrilee,Yarrilee State School,"15 Scrub Hill Road, DUNDOWRAN, QLD Australia 4655",-25.28866537,152.80470997,QLD,Full Access
Bakers Creek,Dundula State School,"1 Main Street, BAKERS CREEK, QLD Australia 4740",-21.20168232,149.1489476,QLD,Full Access
Dunwich,Dunwich State School,"37 Bingle Road, DUNWICH, QLD Australia 4183",-27.496288,153.404401,QLD,Assisted Access
Durack,Durack State School,"69 Inala Avenue, INALA, QLD Australia 4077",-27.59705199,152.98186183,QLD,Full Access
Dutton Park,Dutton Park State School Hall,"112 Annerley Road, DUTTON PARK, QLD Australia 4102",-27.49393005,153.02881122,QLD,Full Access
Dysart,Dysart State School,"4 Garnham Dr, Dysart, QLD Australia 4745",-22.5868758,148.3466092,QLD,Assisted Access
Eagleby,Eagleby State School,"Cnr Herses & Fryar Roads, EAGLEBY, QLD Australia 4207",-27.694087,153.213706,QLD,Full Access
Eagleby South,Eagleby South State School,"Cnr River Hills & Fryar Roads, EAGLEBY, QLD Australia 4207",-27.703457,153.214103,QLD,Assisted Access
Earlville,Our Lady Help of Christians School,"18 Balaclava Road, EARLVILLE, QLD Australia 4870",-16.94275957,145.73736548,QLD,Full Access
Ayr East,East Ayr State School,"43 Ross Street, AYR, QLD Australia 4807",-19.563532,147.416064,QLD,Assisted Access
East Ipswich,Ipswich East State School,"18 Jacaranda Street, EAST IPSWICH, QLD Australia 4305",-27.60673565,152.77682304,QLD,Assisted Access
East Palmerston,East Palmerston and Nerada Progress Association Hall,"Palmerston Highway, EAST PALMERSTON, QLD Australia 4860",-17.6037276087,145.84717044730002,QLD,Full Access
Eatons Hill,Eatons Hill State School,"Apex Grove, EATONS HILL, QLD Australia 4037",-27.33654271,152.95960486,QLD,Full Access
Edens Landing,Edens Landing State School,"Jamie Nicolson Avenue, EDENS LANDING, QLD Australia 4207",-27.705783,153.169899,QLD,Full Access
Edge Hill,Edge Hill State School,"254 Pease Street, EDGE HILL, QLD Australia 4870",-16.906409,145.742807,QLD,Assisted Access
Bentley Park,St Therese's School,"135 Robert Road, BENTLEY PARK, QLD Australia 4868",-17.00698574,145.73199034,QLD,Full Access
Eidsvold,Eidsvold Community Hall,"54 Moreton Street, EIDSVOLD, QLD Australia 4627",-25.37001882,151.12241507,QLD,Assisted Access
Eight Mile Plains,Eight Mile Plains State School,"480 Underwood Road, EIGHT MILE PLAINS, QLD Australia 4113",-27.593044,153.108891,QLD,Assisted Access
Ekibin,St Luke's Anglican Church Hall,"193 Ekibin Rd E, Ekibin, QLD Australia 4121",-27.5159854,153.0382599,QLD,Full Access
El Arish,El Arish State School,"28 Chauvel Street, EL ARISH, QLD Australia 4855",-17.80808524,146.0031563,QLD,Assisted Access
Elanora,Elanora State School,"K P McGrath Drive, ELANORA, QLD Australia 4221",-28.129641,153.465347,QLD,Full Access
Elanora West,Elanora State High School,"Cnr Avocado Street and Nineteenth Avenue, ELANORA, QLD Australia 4221",-28.12915793,153.45013261,QLD,Full Access
Elimbah,Elimbah State School,"10-20 School Road, ELIMBAH, QLD Australia 4516",-27.012826999999998,152.942193,QLD,Full Access
Alloway,Alloway State School,"4334 Goodwood Road, ALLOWAY, QLD Australia 4670",-24.95207512,152.37865448,QLD,Full Access
Elliott Heads,Elliott Heads State School,"143 Breusch Road, ELLIOTT HEADS, QLD Australia 4670",-24.90759334,152.47560024,QLD,Full Access
Emerald North,Emerald North State School,"Campbell Street, EMERALD, QLD Australia 4720",-23.51219,148.164694,QLD,Full Access
Emerald South,Denison State School,"16 Gray Street, EMERALD, QLD Australia 4720",-23.53597,148.158517,QLD,Full Access
Mount Pleasant,Northview State School,"54 Pioneer Street, Mount Pleasant, QLD Australia 4740",-21.109893911649532,149.15108214945985,QLD,Full Access
Emmaus,Emmaus College Hall,"362 Yaamba Road, NORMAN GARDENS, QLD Australia 4701",-23.347510999999997,150.52373699999998,QLD,Full Access
Emu Creek,Emu Creek State School,"14534 New England Highway, GREENMOUNT EAST, QLD Australia 4359",-27.78371419,151.94476962,QLD,Assisted Access
Emu Park,Emu Park State School - The Hall,"26 Fountain Street, EMU PARK, QLD Australia 4710",-23.258157999999998,150.820586,QLD,Full Access
Enoggera,Enoggera State School,"235 South Pine Road, ENOGGERA, QLD Australia 4051",-27.417346,152.99381499999998,QLD,Full Access
Enoggera South,St John's Anglican Church Hall,"187 Wardell Street, ENOGGERA, QLD Australia 4051",-27.429502,152.989759,QLD,Full Access
Red Hill,Ithaca Community Hall,"80 Enoggera Terrace, RED HILL, QLD Australia 4059",-27.455783999999998,153.002627,QLD,Assisted Access
Esk,Esk State School,"49 East Street, ESK, QLD Australia 4312",-27.24762867,152.42616713,QLD,Assisted Access
Eton,Eton State School,"10 Prospect Street, ETON, QLD Australia 4741",-21.26455549,148.97624016,QLD,Assisted Access
Eumundi,Eumundi State School,"22 Caplick Way, EUMUNDI, QLD Australia 4562",-26.47377353,152.95206517,QLD,Full Access
Eungella,Eungella State School,"36 Eungella Dam Road, EUNGELLA, QLD Australia 4757",-21.13452939,148.49160254,QLD,Full Access
Evandale,Gold Coast City Council Chambers,"135 Bundall Road, Bundall, QLD Australia 4217",-28.002152,153.416529,QLD,Full Access
Everton Park North,Everton Park State School,"15 Deakin Street, EVERTON PARK, QLD Australia 4053",-27.39827007,152.98582613,QLD,Full Access
Fairfield,Christian Family Church Hall,"Cnr Cross & Sunbeam Streets, FAIRFIELD, QLD Australia 4103",-27.512126,153.02345,QLD,Full Access
Fairview Heights,Fairview Heights State School,"75 McDougall Street, TOOWOOMBA, QLD Australia 4350",-27.53469383,151.91138685,QLD,Full Access
Farleigh,Farleigh State School,"1 Chidlow Street, FARLEIGH, QLD Australia 4741",-21.10644659,149.10184801,QLD,No Access
Farnborough,Farnborough State School Hall,"8 Hinz Avenue, FARNBOROUGH, QLD Australia 4703",-23.07663251,150.73774338,QLD,Full Access
Federal,Federal State School,"40 Middle Creek Road, FEDERAL, QLD Australia 4568",-26.39303255,152.7940321,QLD,Full Access
Fernvale,Fernvale State School,"1605 Brisbane Valley Highway, FERNVALE, QLD Australia 4306",-27.44758145,152.64434338,QLD,Assisted Access
Ferny Grove,Ferny Grove State School Hall,"Finvoy Street, FERNY GROVE, QLD Australia 4055",-27.403813,152.92981,QLD,Full Access
Ferny Grove West,St Andrew's Primary School,"89 Hogarth Road, FERNY GROVE, QLD Australia 4055",-27.40894274,152.92596996,QLD,Assisted Access
Ferny Hills,Ferny Hills State School,"Illuta Avenue, FERNY HILLS, QLD Australia 4055",-27.401391999999998,152.944254,QLD,Full Access
Fig Tree Pocket,Fig Tree Pocket State School,"72 Cubberla Street, FIG TREE POCKET, QLD Australia 4069",-27.52648,152.965778,QLD,Full Access
Finch Hatton,Finch Hatton State School,"86 Mackay Eungella Road, FINCH HATTON, QLD Australia 4756",-21.13988813,148.63889337,QLD,Assisted Access
Mount Pleasant East,Fitzgerald State School,"54 Norris Road, NORTH MACKAY, QLD Australia 4740",-21.115018,149.16861,QLD,Full Access
Flagstone,Flagstone State Community College,"Cnr Homestead & Poinciana Drives, FLAGSTONE, QLD Australia 4280",-27.807816,152.957413,QLD,Full Access
Flagstone Creek,Flagstone Creek State School,"56 Flagstone School Road, FLAGSTONE CREEK, QLD Australia 4344",-27.61516835,152.11476803,QLD,Assisted Access
Flinders View,Cityhope Church,"7 Rex Hills Dr, Ripley, QLD Australia 4306",-27.6572189,152.7794545,QLD,Full Access
Forest Glen,Sunshine Coast Grammar School,"372 Mons Road, FOREST GLEN, QLD Australia 4556",-26.684372,153.008058,QLD,Full Access
Forest Hill,Forest Hill State School,"15 Church Street, FOREST HILL, QLD Australia 4342",-27.5906949,152.3542696,QLD,Full Access
Forest Lake,Forest Lake State School,"8 Kauri Place, FOREST LAKE, QLD Australia 4078",-27.613343999999998,152.958548,QLD,Full Access
Forrest Beach,Forrest Beach State School,"40 Pandanus Street, ALLINGHAM, QLD Australia 4850",-18.7118418,146.29438519,QLD,Assisted Access
Fortitude Valley,Trinity Church Hall,"9 Church Street, Fortitude Valley, QLD Australia 4006",-27.454158999999997,153.038127,QLD,Assisted Access
Frawley,Australian Trade College North Brisbane,"294 Scarborough Road, SCARBOROUGH, QLD Australia 4020",-27.205505,153.110146,QLD,Assisted Access
Frenchville,Frenchville State School - Activities Centre,"225-237 Frenchville Road, FRENCHVILLE, QLD Australia 4701",-23.341944444444003,150.54500000000002,QLD,Full Access
Freshwater,Freshwater State School,"10 Corkill Street, FRESHWATER, QLD Australia 4870",-16.88030684,145.71424752,QLD,Full Access
Gabbinbar,Gabbinbar State School,"189 Stenner Street, TOOWOOMBA, QLD Australia 4350",-27.59560912,151.96889609,QLD,Assisted Access
Gailes,Karate Hall,"83 Old Logan Road, CAMIRA, QLD Australia 4300",-27.61292239,152.91582048,QLD,Full Access
Garbutt,Garbutt State School,"76 Chandler Street, GARBUTT, QLD Australia 4814",-19.26215792,146.7755574,QLD,Full Access
Gargett,Gargett State School,"Tom Lynch Street, GARGETT, QLD Australia 4741",-21.15539788,148.74087095,QLD,Full Access
Garradunga,Garradunga Community Hall,"197 Garradunga Road, GARRADUNGA, QLD Australia 4860",-17.46171569,145.99564075,QLD,Assisted Access
Gatton,Gatton State School,"26 William Street, GATTON, QLD Australia 4343",-27.5601445,152.27859199,QLD,Full Access
Gatton South,Lockyer District High School Assembly Hall,"100 William Street, GATTON, QLD Australia 4343",-27.567470999999998,152.277162,QLD,Full Access
Studio Village,Gaven State School,"212 Universal Street, OXENFORD, QLD Australia 4210",-27.91940213,153.30544889,QLD,Full Access
Gayndah,Gayndah State School,"33 Meson Street, GAYNDAH, QLD Australia 4625",-25.62397478,151.60593152,QLD,Full Access
Gaythorne,Mitchelton & District Senior Citizens Centre,"30 Tel-El-Kebir Street, Mitchelton, QLD Australia 4053",-27.4166514,152.9783359,QLD,Full Access
Geebung,"Geebung State School, Activities Hall","250 Newman Road, Geebung, QLD Australia 4034",-27.375104999999998,153.04594600000001,QLD,Assisted Access
Geham,Geham State School,"9625 New England Highway, GEHAM, QLD Australia 4352",-27.40691401,151.99644506,QLD,Full Access
Georgetown,Georgetown State School,"20 High Street, GEORGETOWN, QLD Australia 4871",-18.2945626,143.54713261,QLD,Assisted Access
Gilston,Gilston State School,"588 Worongary Road, GILSTON, QLD Australia 4211",-28.0395947,153.31149459,QLD,Full Access
Gin Gin,Gin Gin State School,"13 May Street, GIN GIN, QLD Australia 4671",-24.99253695,151.9550854,QLD,Full Access
Giru,Giru CWA Hall,"9 Carey Street, GIRU, QLD Australia 4809",-19.515093999999998,147.10454643,QLD,Full Access
Gladstone Central,Gladstone Central State School,"74 Auckland Street, GLADSTONE, QLD Australia 4680",-23.8416633,151.25820726,QLD,Assisted Access
Gladstone South,Gladstone South State School,"153 Toolooa Street, GLADSTONE, QLD Australia 4680",-23.861807,151.269633,QLD,Assisted Access
Gladstone West,Gladstone West State School,"Cnr Boles & Breslin Streets, GLADSTONE WEST, QLD Australia 4680",-23.859306999999998,151.251574,QLD,Assisted Access
Glamorgan Vale,Glamorgan Vale State School,"750 Glamorgan Vale Road, GLAMORGAN VALE, QLD Australia 4306",-27.51500845,152.63186574,QLD,Assisted Access
Glass House Mountains,Glass House Mountains State School Hall,"58 Coonowrin Road, Glass House Mountains, QLD Australia 4518",-26.9052844,152.9499614,QLD,Assisted Access
Newtown Ipswich,Glebe Road Community Kindergarten & Pre-School,"52 Glebe Road, NEWTOWN, QLD Australia 4305",-27.615797999999998,152.777287,QLD,Assisted Access
Glen Aplin,Glen Aplin State School,"54 Mount Stirling Road, GLEN APLIN, QLD Australia 4381",-28.73840649,151.87273622,QLD,Assisted Access
Glenden,Glenden State School,"48 Gillham Terrace, GLENDEN, QLD Australia 4743",-21.35397872,148.11663508,QLD,Full Access
Glenella,Glenella State School Hall,"35 - 55 Hill End Road, GLENELLA, QLD Australia 4740",-21.12065379,149.14865255,QLD,Full Access
Glenmore,Glenmore State High School,"261 Farm Street, KAWANA, QLD Australia 4701",-23.336457251992915,150.5157033254089,QLD,Full Access
Glenore Grove,Glenore Grove Hall,"11 Brightview Road, GLENORE GROVE, QLD Australia 4342",-27.5300474,152.4093238,QLD,Full Access
Glenvale,Glenvale State School,"224 Glenvale Road, TOOWOOMBA, QLD Australia 4350",-27.56304068,151.90300763,QLD,Full Access
Glenview,Glenview State School,"6 Leeding Road, GLENVIEW, QLD Australia 4551",-26.76589,153.014205,QLD,Assisted Access
Golden Beach,Golden Beach State School,"34 Gregory Street, GOLDEN BEACH, QLD Australia 4551",-26.81394064,153.11611176,QLD,Full Access
Gooburrum,Gooburrum State School,"14 Gooburrum Road, GOOBURRUM, QLD Australia 4670",-24.82304158,152.3059988,QLD,Full Access
Goodna,St Francis Xavier Catholic Primary School Hall,"6 Church Street, GOODNA, QLD Australia 4300",-27.61139416,152.89954484,QLD,Full Access
Goodwood,Goodwood State School,"1802 Goodwood Road, GOODWOOD, QLD Australia 4660",-25.14569737,152.38492548,QLD,Full Access
Goomboorian,Goomboorian Memorial Hall,"5 Ross Road, GOOMBOORIAN, QLD Australia 4570",-26.0770024,152.7793926,QLD,Full Access
Goombungee,Goombungee State School,"52 Mocatta Street, GOOMBUNGEE, QLD Australia 4354",-27.30214112,151.85281277,QLD,Assisted Access
Goomburra,Goomburra Town Hall,"17 Inverramsay Road, GOOMBURRA, QLD Australia 4362",-28.0421668,152.120506,QLD,Full Access
Goomeri,Goomeri State School,"Munro Street, Goomeri, QLD Australia 4601",-26.179782,152.065881,QLD,Full Access
Goondi,Innisfail Tigers Soccer Club,"2 Leichhardt Street, GOONDI, QLD Australia 4860",-17.52352624,146.01410508,QLD,Assisted Access
Goondiwindi,St Mary's Parish School,"14 Brisbane Street, GOONDIWINDI, QLD Australia 4390",-28.54470995,150.30657828,QLD,Full Access
Gordon Park,St Carthage's Church Hall,"Cnr Aberdeen Terrace & Beaconsfield Street, GORDON PARK, QLD Australia 4031",-27.41763346,153.02505612,QLD,No Access
Gordonvale,Gordonvale State School Hall,"28 George Street, GORDONVALE, QLD Australia 4865",-17.090163,145.784135,QLD,Full Access
Gowrie,Gowrie State School,"22 Old Homebush Road, GOWRIE, QLD Australia 4352",-27.490573711448057,151.89257887937623,QLD,Assisted Access
Gracemere South,Waraburra State School,"55 Johnson Road, GRACEMERE, QLD Australia 4702",-23.44869945,150.45175552,QLD,Full Access
Graceville,Graceville State School,"23 Acacia Avenue, GRACEVILLE, QLD Australia 4075",-27.518071,152.978972,QLD,Full Access
Graceville West,Graceville Presbyterian Church,"12 Bank Road, Graceville, QLD Australia 4075",-27.521976,152.975585,QLD,Full Access
Forest Lake South,Grand Avenue State School,"Cnr Grand Avenue & Centennial Way, FOREST LAKE, QLD Australia 4078",-27.626313,152.959315,QLD,Full Access
Grandchester,Grandchester State School,"35 School Road, GRANDCHESTER, QLD Australia 4340",-27.66612146,152.4652791,QLD,Full Access
Grange,Wilston Scout Hall,"72 Sellheim St, Grange, QLD Australia 4051",-27.4248618,153.018414,QLD,No Access
Grantham,Grantham State School,"15 Victor Street, GRANTHAM, QLD Australia 4347",-27.57411109,152.20214903,QLD,Full Access
Greenbank,Greenbank State School Assembly Hall,"24 Goodna Road, GREENBANK, QLD Australia 4124",-27.710929999999998,152.977235,QLD,Assisted Access
Greenslopes,Greenslopes Baptist Church Hall,"39 Dunellan St, Greenslopes, QLD Australia 4120",-27.506753,153.0481674,QLD,Assisted Access
