name,premises,address,lat,lon,state,wheelchair_access
Ipswich Central,Ipswich Central State School Hall,"2A Griffith Road, IPSWICH, QLD Australia 4305",-27.62163,152.769177,QLD,Full Access
Grovely,Grovely State School,"200 Dawson Parade, GROVELY, QLD Australia 4054",-27.401602999999998,152.96112399999998,QLD,Assisted Access
Gumdale,Gumdale State School,"677 New Cleveland Road (access via Tilley Road), GUMDALE, QLD Australia 4154",-27.49161737,153.1522572,QLD,Full Access
Gunalda,Gunalda State School,"King Street, GUNALDA, QLD Australia 4570",-25.99242926,152.56031513,QLD,Assisted Access
Gympie City,The Gympie Senior Citizens Centre,"40 Mellor Street, GYMPIE, QLD Australia 4570",-26.18782471,152.66732991,QLD,Full Access
Gympie East,Gympie East State School,"219 Cedar Pocket Road, GYMPIE, QLD Australia 4570",-26.17968434,152.73281336,QLD,Full Access
Gympie South,Gympie South State School,"50 Exhibition Road, GYMPIE, QLD Australia 4570",-26.19907396,152.64570594,QLD,Full Access
Habana,Habana Community Shed,"1091 Mackay-Habana Road (Cnr Moohin's Road), HABANA, QLD Australia 4740",-21.04216945,149.07809973,QLD,Assisted Access
Haden,Haden State School,"1520 Haden-Crows Nest Road, HADEN, QLD Australia 4352",-27.22373738,151.88940346,QLD,Assisted Access
Haigslea,Haigslea State School,"760 Thagoona Haigslea Road, HAIGSLEA, QLD Australia 4306",-27.5716717,152.62954295,QLD,Full Access
Halifax,Halifax State School,"17 Victoria Terrace, HALIFAX, QLD Australia 4850",-18.58388755,146.28500819,QLD,Assisted Access
Edmonton,PCYC Edmonton,"10-20 Walker Rd, Edmonton, QLD Australia 4869",-17.016738420120472,145.72511379098512,QLD,Full Access
Hamilton,St Augustine's Anglican Church Hall,"56 Racecourse Road, HAMILTON, QLD Australia 4007",-27.43651259,153.06447923,QLD,Full Access
Hamilton Island,Hamilton Island Resort,"HAMILTON ISLAND, QLD Australia 4803",-20.34576698,148.95559768,QLD,Assisted Access
Happy Valley,Happy Valley State School,"25-31 Brilliant Street, MOUNT ISA, QLD Australia 4825",-20.74516801,139.49108005,QLD,Assisted Access
Harlaxton,Harlaxton State School,"110 Ruthven Street, TOOWOOMBA, QLD Australia 4350",-27.54007364,151.95473135,QLD,Assisted Access
Harlaxton North,Harlaxton Neighbourhood Centre,"17D Coonan Street, TOOWOOMBA, QLD Australia 4350",-27.5262213,151.9559134,QLD,Assisted Access
Harley Park,Labrador Senior Citizens Hall,"370 Marine Parade, LABRADOR, QLD Australia 4215",-27.940672,153.407483,QLD,Full Access
Harristown,Harristown State High School,"341 - 367 South Street, TOOWOOMBA, QLD Australia 4350",-27.57357852,151.93322539,QLD,Assisted Access
Harrisville,Harrisville State School,"17 Hall Street, HARRISVILLE, QLD Australia 4307",-27.812710590000002,152.66725749,QLD,Full Access
Hatton Vale,Hatton Vale State School,"27-35 Hannant Road, HATTON VALE, QLD Australia 4341",-27.54344123,152.47066498,QLD,Full Access
Morningside West,Morningside State School,"67 Pashen Street, MORNINGSIDE, QLD Australia 4171",-27.464323999999998,153.0659,QLD,Assisted Access
Healy,"Healy State School, Murrijunda Room","5-9 Thomson Road, MOUNT ISA, QLD Australia 4825",-20.74162624,139.49993134,QLD,Assisted Access
Heatley,Heatley State School,"Cnr Mill Drive & Fullham Road, HEATLEY, QLD Australia 4814",-19.293726,146.749905,QLD,Assisted Access
Helensvale,Helensvale State School,"8 Lindfield Road, HELENSVALE, QLD Australia 4210",-27.915422999999997,153.329086,QLD,Full Access
Helensvale North,Helensvale State High School,"243 Discovery Drive, HELENSVALE, QLD Australia 4210",-27.896901999999997,153.326793,QLD,Assisted Access
Helidon,Helidon State School,"16 School Street, HELIDON, QLD Australia 4344",-27.55491787,152.12590456,QLD,Full Access
Hemmant,Hemmant Scout Hall,"cnr Doughboy Parade & Boonoo Street, HEMMANT, QLD Australia 4174",-27.449444444444,153.125,QLD,Assisted Access
Hendra,St John's Anglican Church Hall,"12 Burilda Street, HENDRA, QLD Australia 4011",-27.42196904,153.06778774,QLD,Full Access
Hendra East,Hendra East State School,"309 Nudgee Road, HENDRA, QLD Australia 4011",-27.421487,153.074036,QLD,Full Access
Herberton,Herberton Hall,"Cnr Grace and William Streets, Herberton, QLD Australia 4887",-17.38317515,145.38560182,QLD,Full Access
Hermit Park,Hermit Park State School,"Cnr Surrey & Sussex Streets, HYDE PARK, QLD Australia 4812",-19.279432,146.796916,QLD,Assisted Access
Highfields,Highfields State School,"10459 New England Highway, HIGHFIELDS, QLD Australia 4352",-27.46321403,151.95584178,QLD,Assisted Access
The Gap West,Hilder Road State School,"Kaloma Road, THE GAP, QLD Australia 4061",-27.43698869,152.93716818,QLD,Full Access
Hilliard,Hilliard State School Hall,"106-110 Hanover Drive, ALEXANDRA HILLS, QLD Australia 4161",-27.542219,153.230768,QLD,Assisted Access
Holland Park,Holland Park State School,"59 Abbotsleigh Street, HOLLAND PARK, QLD Australia 4121",-27.51323,153.062037,QLD,Full Access
Holloways Beach,Holloways Beach Community Hall,"65 Oleander Street, HOLLOWAYS BEACH, QLD Australia 4878",-16.84291872,145.73882461,QLD,Full Access
Home Hill,St Colman's School,"94 - 100 Eleventh Avenue, HOME HILL, QLD Australia 4806",-19.65919,147.41554,QLD,Full Access
Homebush,Homebush State School,"1181 Homebush Road, HOMEBUSH, QLD Australia 4740",-21.27587821,149.05061245,QLD,Full Access
Hope Island,Banksia Park Hall,"27 Crescent Avenue, HOPE ISLAND, QLD Australia 4212",-27.87386923,153.37545455,QLD,Full Access
Horseshoe Bend,Gympie Church Of Christ Hall,"10 Tucker Street, GYMPIE, QLD Australia 4570",-26.182572,152.67095,QLD,Assisted Access
Howard,Burrum District Community Centre,"56 Steley Street, HOWARD, QLD Australia 4659",-25.31853196,152.5626862,QLD,Full Access
Hughenden,Hughenden RSL Hall,"17 Flinders Street, HUGHENDEN, QLD Australia 4821",-20.84356197,144.20306146,QLD,Full Access
Margate,Humpybong State School Hall,"Ernest Street, MARGATE, QLD Australia 4019",-27.246209,153.10947199999998,QLD,Full Access
Ilfracombe,Ilfracombe State School,"20 McMaster Drive, ILFRACOMBE, QLD Australia 4727",-23.48903898,144.50459003,QLD,Assisted Access
Imbil,Mary Valley State College,"15 Edward Street, IMBIL, QLD Australia 4570",-26.45992163,152.6793623,QLD,Full Access
Inala,Inala State School,"Cnr Rosemary Street & Glenala Road, DURACK, QLD Australia 4077",-27.586111,152.977257,QLD,Full Access
Inala West,Westside Multi-Cultural Baptist Church,"Cnr Biota and Balsa Streets, INALA, QLD Australia 4077",-27.58776685,152.97141194,QLD,No Access
Indooroopilly,Indooroopilly Uniting Church Hall,"Cnr Station and Musgrave Roads, INDOOROOPILLY, QLD Australia 4068",-27.50176712,152.97172844,QLD,Full Access
Indooroopilly East,St Andrew's Anglican Church Hall Indooroopilly,"Cnr Lambert Road & Fairley Street, INDOOROOPILLY, QLD Australia 4068",-27.503459,152.979954,QLD,Full Access
Indooroopilly West,Indooroopilly State School,"Cnr Russell Terrace & Moggill Road, INDOOROOPILLY, QLD Australia 4068",-27.49995898,152.96596169,QLD,Assisted Access
Ingham,Ingham State School,"28 McIllwraith Street, INGHAM, QLD Australia 4850",-18.65205982,146.16188407,QLD,Full Access
Inglewood,Inglewood Civic Centre,"18 Elizabeth Street, INGLEWOOD, QLD Australia 4387",-28.41422226,151.0819003,QLD,Full Access
Injune,Injune State School,"Hutton Street, INJUNE, QLD Australia 4454",-25.84700027,148.56498241,QLD,Assisted Access
Innisfail East,Innisfail East State School,"92 Mourilyan Road, INNISFAIL, QLD Australia 4860",-17.53498965,146.03233874,QLD,Full Access
Inverlaw,Inverlaw Farmers Hall,"1136 Kingaroy Burrandowan Rd, Inverlaw, QLD Australia 4610",-26.594129265481733,151.71836475396728,QLD,Full Access
Ironside,Ironside State School,"2 Hawken Drive, ST LUCIA, QLD Australia 4067",-27.50057756,152.99625993,QLD,Assisted Access
Isle of Capri,Surfers Paradise State School,"42 St Andrews Avenue, ISLE OF CAPRI, QLD Australia 4217",-28.01239481,153.42055321,QLD,Full Access
Ithaca Creek,Ithaca Creek State School,"Dacca Street, BARDON, QLD Australia 4065",-27.4512018,152.99228489,QLD,Full Access
Jacobs Well,Jacobs Well Community Centre,"27 Bay Street, JACOBS WELL, QLD Australia 4208",-27.779830999999998,153.36505599999998,QLD,Assisted Access
Jambin,Jambin State School,"Cnr Burnett Highway & Threeways Road, JAMBIN, QLD Australia 4702",-24.17384964,150.37509799,QLD,Assisted Access
Jamboree Heights,Jamboree Heights State School,"35 Beanland Street, JAMBOREE HEIGHTS, QLD Australia 4074",-27.55437569,152.92951584,QLD,Full Access
Gympie North,James Nash State High School,"109 Myall Street, GYMPIE, QLD Australia 4570",-26.175159999999998,152.656694,QLD,Full Access
Jandowae,Jandowae Memorial Hall,"38 George Street, JANDOWAE, QLD Australia 4410",-26.77979023,151.11213684,QLD,Full Access
Jarvisfield,Jarvisfield State School,"516 Rita Island Road, JARVISFIELD, QLD Australia 4807",-19.60058773,147.46059895,QLD,Assisted Access
Jericho,Jericho State School,"1 Pasteur Street, JERICHO, QLD Australia 4728",-23.60417337,146.12931132,QLD,Full Access
Jimboomba,Jimboomba State School,"Mt Lindesay Highway, JIMBOOMBA, QLD Australia 4280",-27.82942253,153.02821577,QLD,Full Access
Jimboomba East,Emmaus College,"48 East Street, JIMBOOMBA, QLD Australia 4280",-27.833589,153.036138,QLD,Full Access
Jimbour,Jimbour State School,"2421 Dalby-Jandowae Road, JIMBOUR, QLD Australia 4352",-26.962591,151.215729,QLD,Full Access
Jindalee,Jindalee State School,"114 Burrendah Road, JINDALEE, QLD Australia 4074",-27.53034604,152.93504119,QLD,Full Access
Jindalee South,Twelve Apostles Catholic Church Hall,"111 Yallambee Road, JINDALEE, QLD Australia 4074",-27.54061826,152.94074625,QLD,Full Access
Jondaryan,Jondaryan State School,"10 Scott Road, JONDARYAN, QLD Australia 4403",-27.37295825,151.58558428,QLD,Full Access
Jones Hill,Jones Hill State School,"Heilbronn Road, GYMPIE, QLD Australia 4570",-26.22823172,152.66679883,QLD,Full Access
Julatten,Julatten State School,"1141 Euluma Creek Road, JULATTEN, QLD Australia 4871",-16.60758121,145.34271061,QLD,Full Access
Julia Creek,Julia Creek State School,"13 Burke Street, JULIA CREEK, QLD Australia 4823",-20.65664403,141.74688756,QLD,Full Access
Kaimkillenbun,Kaimkillenbun State School,"Messenger Street, KAIMKILLENBUN, QLD Australia 4406",-27.05829932,151.43207073,QLD,No Access
Kairi,Kairi State School,"2 McGeehan Street, KAIRI, QLD Australia 4872",-17.21517,145.546303,QLD,Assisted Access
Kalamia,Kalamia State School,"39 Lillesmere Road, AYR, QLD Australia 4807",-19.51875975,147.4176836,QLD,Full Access
Kalbar,Kalbar State School,"48 George Street, KALBAR, QLD Australia 4309",-27.94304286,152.62346506,QLD,Full Access
Kalinga,St Anne's Catholic Church,"127 Nelson Street, Wooloowin, QLD Australia 4030",-27.40887606,153.0442822,QLD,Assisted Access
Kalkadoon,Spinifex State College - Senior Campus,"145-163 Abel Smith Parade, MOUNT ISA, QLD Australia 4825",-20.721792,139.509927,QLD,Assisted Access
Kalkie,Kalkie State School,"257 Bargara Road, KALKIE, QLD Australia 4670",-24.84633412,152.39739776,QLD,Full Access
Kallangur,Kallangur State School,"139 School Road, KALLANGUR, QLD Australia 4503",-27.24904987,152.99230099,QLD,Full Access
Kallangur East,Kallangur Community Hall,"1480 Anzac Avenue, KALLANGUR, QLD Australia 4503",-27.24878757,152.9988724,QLD,Full Access
Kandanga,Kandanga State School,"84 Main Street, KANDANGA, QLD Australia 4570",-26.38704357,152.68038824,QLD,Full Access
Karalee,Karalee State School Hall,"77 Arthur Summervilles Road, KARALEE, QLD Australia 4306",-27.56256988,152.82529593,QLD,Full Access
Karumba,Karumba State School,"5 Yappar Street, KARUMBA, QLD Australia 4891",-17.48288948,140.84075689,QLD,Full Access
Kawana Waters,Kawana Waters State College - Innovation Hall,"119 Sportsmans Parade, BOKARINA, QLD Australia 4575",-26.73706381,153.12574625,QLD,Full Access
Kawungan,Kawungan State School,"Grevillea Street, KAWUNGAN, QLD Australia 4655",-25.298377,152.850477,QLD,Full Access
Kedron,Kedron State School,"Leckie Road, KEDRON, QLD Australia 4031",-27.406409,153.035232,QLD,No Access
Kedron High,Kedron State High School,"34 Park Road, WOOLOOWIN, QLD Australia 4030",-27.415011,153.039345,QLD,Full Access
Kedron West,Little Flower Church Hall,"Cnr Wayland Street & Turner Road, KEDRON, QLD Australia 4031",-27.40822364,153.02476108,QLD,Full Access
Keebra Park,Keebra Park State High School,"Anne Street, SOUTHPORT, QLD Australia 4215",-27.98383795,153.40020597,QLD,Assisted Access
Kelso,Kelso State School,"Yvette Street, KELSO, QLD Australia 4815",-19.38808178,146.72647297,QLD,Assisted Access
Kelvin Grove,"Kelvin Grove State College, Junior School Hall","L'Estrange Terrace (gates 4 & 5), KELVIN GROVE, QLD Australia 4059",-27.450269,153.011636,QLD,Full Access
Kenilworth,Kenilworth Community Hall,"Elizabeth Street, KENILWORTH, QLD Australia 4574",-26.594279999999998,152.72794,QLD,Full Access
Kenmore,Kenmore State School,"2052 Moggill Road, KENMORE, QLD Australia 4069",-27.509223,152.93839931,QLD,Full Access
Kenmore South,Kenmore South State School,"16 Kersley Road, KENMORE, QLD Australia 4069",-27.51888586,152.94397295,QLD,Full Access
Kennedy,Kennedy State School,"161 Kennedy Creek Road, Kennedy, QLD Australia 4816",-18.209878,145.941962,QLD,Full Access
Kentville,Kentville State School,"4 Turpin Road, KENTVILLE, QLD Australia 4341",-27.47926319,152.42732048,QLD,Full Access
Keperra,Keperra Baptist Church Hall,"980 Samford Road, KEPERRA, QLD Australia 4054",-27.41492155,152.95546889,QLD,Full Access
Kepnock,Kepnock State High School,"43 Kepnock Road, BUNDABERG, QLD Australia 4670",-24.875531,152.377492,QLD,Assisted Access
Keppel Sands,Keppel Sands State School,"1325 Keppel Sands Road, KEPPEL SANDS, QLD Australia 4702",-23.327590999999998,150.78617,QLD,Full Access
Kerry,Kerry Memorial Hall,"1488 Kerry Road, KERRY, QLD Australia 4285",-28.104602999999997,153.02790099999999,QLD,Assisted Access
Kilcoy,Kilcoy Memorial Hall,"Kennedy Street, KILCOY, QLD Australia 4515",-26.94122915,152.56439745,QLD,Full Access
Kilkivan,Kilkivan State School,"6 Council Street, KILKIVAN, QLD Australia 4600",-26.08760227,152.2421515,QLD,Full Access
Killarney,Killarney Senior Citizens Hall,"11 Ailanthus Street, KILLARNEY, QLD Australia 4373",-28.33393345,152.29545772,QLD,Full Access
Kimberley Park,Kimberley Park State School,"6 Floret Street, SHAILER PARK, QLD Australia 4128",-27.6475526,153.1769067,QLD,Assisted Access
Kin Kin,Kin Kin State School,"26 - 32 Main Street, KIN KIN, QLD Australia 4571",-26.262966,152.871703,QLD,No Access
Kin Kora,Gladstone Uniting Church,"1 Dixon Drive, GLADSTONE, QLD Australia 4680",-23.887929999999997,151.258881,QLD,Full Access
Kingaroy,Kingaroy State High School,"Toomey Street, Kingaroy, QLD Australia 4610",-26.5428893,151.8314839,QLD,Assisted Access
Kingsthorpe,Kingsthorpe State School,"50 Goombungee Road, KINGSTHORPE, QLD Australia 4400",-27.47179577,151.81450546,QLD,Full Access
Kingston,Kingston State School,"50 Juers Street, KINGSTON, QLD Australia 4114",-27.65966928,153.11165929,QLD,Assisted Access
Kippa-Ring,Kippa-Ring State School Hall,"Korsch Street, KIPPA-RING, QLD Australia 4021",-27.2298142887,153.08741029380002,QLD,Assisted Access
Kippa-Ring West,Hercules Road State School,"Hercules Road, KIPPA-RING, QLD Australia 4021",-27.220584,153.078426,QLD,Full Access
Kirwan,Kirwan State School,"21 Burnda Street, KIRWAN, QLD Australia 4817",-19.29886103,146.73300683,QLD,Full Access
Kirwan South,Kirwan State High School,"Hudson Street, KIRWAN, QLD Australia 4817",-19.30997389,146.73441231,QLD,Full Access
Koumala,Koumala State School,"10 Bull Street, KOUMALA, QLD Australia 4738",-21.60735284,149.24305558,QLD,Full Access
Kowanyama,Kowanyama State School,"345 Kowanyama Street, KOWANYAMA, QLD Australia 4892",-15.471666666666,141.74472222222198,QLD,Full Access
Bellbird Park,Bellbird Park State Secondary College,"2 Alesana Drive, Bellbird Park, QLD Australia 4300",-27.640487999999998,152.88406,QLD,Full Access
Kulpi,Kulpi State School,"9 Beckman Street, KULPI, QLD Australia 4352",-27.18610858,151.70001268,QLD,Assisted Access
Kuluin,Kuluin State School,"41-67 Tallow Wood Drive, KULUIN, QLD Australia 4558",-26.659222,153.058351,QLD,Full Access
Kumbia,Kumbia State School,"22 Bell Street, KUMBIA, QLD Australia 4610",-26.69353534,151.65174365,QLD,Full Access
Kuraby,Kuraby State School,"1523 Beenleigh Road, KURABY, QLD Australia 4112",-27.60697096,153.09600592,QLD,Full Access
Kuranda,Kuranda CWA Hall.,"20 Thongon Street, KURANDA, QLD Australia 4881",-16.820477575714342,145.63668079895018,QLD,Full Access
Kureelpa,Kureelpa Public Hall,"2 - 4 Jewett Road, KUREELPA, QLD Australia 4560",-26.61729173,152.90096641,QLD,Assisted Access
Kurrimine Beach,Kurrimine Beach Hall,"919 Murdering Point Road, KURRIMINE BEACH, QLD Australia 4871",-17.77399528,146.10223174,QLD,Full Access
Kurwongbah,Kurwongbah State School,"2-16 Eacham Street, PETRIE, QLD Australia 4502",-27.254861,152.96968099999998,QLD,Full Access
Kuttabul,Hampden State School,"2880 Bruce Highway, KUTTABUL, QLD Australia 4741",-21.0598821,148.93125415,QLD,No Access
Labrador,Labrador State School,"Imperial Parade, LABRADOR, QLD Australia 4215",-27.942504,153.401994,QLD,Full Access
Laidley,Laidley District State School,"232 Patrick Street, LAIDLEY, QLD Australia 4341",-27.62371446,152.39567041,QLD,Full Access
Lake Clarendon,Lake Clarendon State School,"35 Lake Clarendon Road, LAKE CLARENDON, QLD Australia 4343",-27.52184498,152.35822678,QLD,Full Access
Lakes Creek,Lakes Creek State School,"445 Paterson Street, LAKES CREEK, QLD Australia 4701",-23.37545849,150.56030989,QLD,Full Access
Lamb Island,Lamb Island Community Hall,"125-133 Lucas Drive, LAMB ISLAND, QLD Australia 4184",-27.6243041,153.3841442,QLD,Full Access
Landsborough,Landsborough State School,"41 Gympie Street, LANDSBOROUGH, QLD Australia 4551",-26.80417827,152.96433091,QLD,Full Access
Lawnton,Lawnton State School,"44-60 Todds Road, LAWNTON, QLD Australia 4501",-27.28133199,152.97482371,QLD,Assisted Access
One Mile,Immaculate Heart Primary School,"Chubb Street, LEICHHARDT, QLD Australia 4305",-27.62911367,152.73824215,QLD,Assisted Access
Leichhardt,Leichhardt State School Hall,"72 Samford Road, LEICHHARDT, QLD Australia 4305",-27.62428481,152.73680449,QLD,Full Access
Leyburn,Leyburn State School,"34 Peter Street, LEYBURN, QLD Australia 4352",-28.01310993,151.57875538,QLD,Assisted Access
Lindum,Wynnum Baptist Church,"287 Kianawah Road, WYNNUM WEST, QLD Australia 4178",-27.45657855,153.14267635,QLD,Full Access
Lockhart River,Lockhart State School,"Pucheewoo Street, LOCKHART RIVER, QLD Australia 4892",-12.78526375,143.34398746,QLD,Full Access
Logan Reserve,Logan Reserve State School,"369 School Road, LOGAN RESERVE, QLD Australia 4133",-27.71456713,153.11477602,QLD,Assisted Access
Loganholme,Loganholme State School,"Wandilla Crescent, LOGANHOLME, QLD Australia 4129",-27.686778999999998,153.181489,QLD,Assisted Access
Loganlea,Loganlea State High School,"16-22 Neridah Street, LOGANLEA, QLD Australia 4131",-27.67268727,153.1435132,QLD,Full Access
Long Pocket,CWA Hall,"2346 Ingham-Abergowrie Road, LONG POCKET, QLD Australia 4850",-18.521867999999998,146.0028715,QLD,Full Access
Lower Tully,Lower Tully State School,"6 Collins Road, LOWER TULLY, QLD Australia 4854",-17.99546844,146.00091934,QLD,Assisted Access
Lowood,Lowood State High School Hall,"Prospect Street, LOWOOD, QLD Australia 4311",-27.46751688,152.58239508,QLD,Assisted Access
Lucinda,Coast Guard Building,"19 Patterson Parade, LUCINDA, QLD Australia 4850",-18.53012356,146.33450031,QLD,Assisted Access
Macalister,Macalister QCWA Hall,"20649 Warrego Highway, MACALISTER, QLD Australia 4352",-27.04421033,151.07741565,QLD,Assisted Access
Macgregor,Macgregor State High School,"29 Blackwattle Street, MACGREGOR, QLD Australia 4109",-27.565295,153.076809,QLD,Full Access
Macgregor West,Macgregor State School,"370 McCullough Street, MACGREGOR, QLD Australia 4109",-27.571744,153.066547,QLD,Full Access
Machans Beach,Machans Beach State School,"61 Machan Street, MACHANS BEACH, QLD Australia 4878",-16.85262999,145.74526593,QLD,Assisted Access
Mackay South,Mercy College,"Cnr Juliet & Penn Streets, SOUTH MACKAY, QLD Australia 4740",-21.15456,149.18401699999998,QLD,Full Access
Mackay West,"Mackay West State School, Library Performing Arts Centre","20 Pinder Street, WEST MACKAY, QLD Australia 4740",-21.15240113,149.1615057,QLD,Assisted Access
MacKenzie,Mackenzie State School,"26 Vivaldi Place, MACKENZIE, QLD Australia 4156",-27.546185649999998,153.12439442,QLD,Full Access
Macknade,Macknade State School,"79 Farrell Drive, MACKNADE, QLD Australia 4850",-18.57689594,146.25183463,QLD,Assisted Access
Maidenwell,Maidenwell Hall,"Pool Street, MAIDENWELL, QLD Australia 4615",-26.84706609,151.79898083,QLD,Assisted Access
Main Beach,Main Beach Pavilion,"MacArthur Parade, MAIN BEACH, QLD Australia 4217",-27.974661583991885,153.42884659370483,QLD,Full Access
Malanda,Malanda State School,"24 Mary Street, MALANDA, QLD Australia 4885",-17.34940949,145.59473634,QLD,Full Access
Mango Hill,Mango Hill Village Community Centre,"Chermside Road, MANGO HILL, QLD Australia 4509",-27.2183851,153.02905798,QLD,Assisted Access
Manly,Manly State School,"63 Ernest Street, MANLY, QLD Australia 4179",-27.45831123,153.18162203,QLD,Full Access
Manly West,Manly West State School,"226 Manly Road, Manly West, QLD Australia 4179",-27.46871632,153.17304432,QLD,Assisted Access
Mansfield,Mansfield State School,"174 Ham Road, MANSFIELD, QLD Australia 4122",-27.54215224,153.10657918,QLD,Assisted Access
Mapleton,Mapleton State School,"24 Flaxton Drive, MAPLETON, QLD Australia 4560",-26.62588564,152.86572754,QLD,Full Access
Marburg,Marburg State School,"Louisa Street, MARBURG, QLD Australia 4346",-27.56186129,152.59268939,QLD,Full Access
Mareeba,Mareeba State School,"3/37 Constance Street, MAREEBA, QLD Australia 4880",-16.99197907563088,145.42488415078736,QLD,Full Access
Mareeba West,Mareeba State High School,"17-37 Jasper Street, MAREEBA WEST, QLD Australia 4880",-16.995432,145.416551,QLD,Full Access
Marian,Marian State School,"137 Anzac Avenue, MARIAN, QLD Australia 4753",-21.14601218,148.9588809,QLD,Full Access
Cotton Tree,Maroochy Neighbourhood Centre,"2 Fifth Avenue, MAROOCHYDORE, QLD Australia 4558",-26.657007,153.100977,QLD,Full Access
Maroochydore,Maroochydore State High School,"160 Maroochydore Road, MAROOCHYDORE, QLD Australia 4558",-26.65426207,153.07483792,QLD,Full Access
Marsden,Marsden State High School,"106-130 Muchow Road, WATERFORD WEST, QLD Australia 4133",-27.684988999999998,153.11072000000001,QLD,Assisted Access
Holland Park West,Marshall Road State School,"20 Kurts Street, HOLLAND PARK WEST, QLD Australia 4121",-27.52556754,153.05840671,QLD,Full Access
Maryborough,St Paul's Memorial Hall,"Cnr Adelaide & Ellena Streets, MARYBOROUGH, QLD Australia 4650",-25.538919,152.700976,QLD,Full Access
Maryborough West,Maryborough West State School,"Ariadne Street, MARYBOROUGH WEST, QLD Australia 4650",-25.52300192,152.69416809,QLD,Full Access
Maryvale,Maryvale State School,"81 Taylor Street, MARYVALE, QLD Australia 4370",-28.06765395,152.2423178,QLD,Assisted Access
Massie,Deuchar Massie Hall,"12 Warwick Allora Back Road, MASSIE, QLD Australia 4370",-28.14902076,151.95467234,QLD,Full Access
Mater,Queensland Children's Hospital School (Junior Campus),"Stanley Street, SOUTH BRISBANE, QLD Australia 4101",-27.484519,153.027566,QLD,Full Access
Carina,Mayfield State School,"37 Paget Street, CARINA, QLD Australia 4152",-27.48436969,153.0921033,QLD,Assisted Access
McDonnell Creek,McDonnell Creek State School,"69273 Bruce Highway, FISHERY FALLS, QLD Australia 4871",-17.19685174,145.89715004,QLD,Full Access
McDowall,McDowall State School,"1018 Rode Road, MCDOWALL, QLD Australia 4053",-27.38820129,152.98951149,QLD,Assisted Access
Meadowbrook,Logan Campus Griffith University,"68 University Drive, MEADOWBROOK, QLD Australia 4131",-27.66535178,153.1513238,QLD,Full Access
Meandarra,Meandarra State School,"Sara Street, MEANDARRA, QLD Australia 4422",-27.32423314,149.88246202,QLD,Full Access
Mena Creek,Mena Creek State School,"10 Mena Creek Road, MENA CREEK, QLD Australia 4871",-17.65449123,145.95552564,QLD,Assisted Access
Merinda,Merinda State School,"Bergl Street, MERINDA, QLD Australia 4805",-20.02010918,148.16423893,QLD,Full Access
Meringandan,Meringandan State School,"10 School Rd, Meringandan West, QLD Australia 4352",-27.4310423,151.9055996,QLD,Full Access
Mermaid Beach,Mermaid Beach Community Centre,"2439 Gold Coast Highway, MERMAID BEACH, QLD Australia 4218",-28.04603378,153.43596518,QLD,Assisted Access
Merrimac,Merrimac State School,"2 Boowaggan Road, MERRIMAC, QLD Australia 4226",-28.040568999999998,153.376555,QLD,Full Access
Merrimac East,Merrimac State High School,"3-31 Dunlop Court, MERMAID WATERS, QLD Australia 4218",-28.040046,153.417328,QLD,Full Access
Miallo,Miallo State School,"Miallo Road, MIALLO, QLD Australia 4873",-16.388917,145.376243,QLD,Assisted Access
Miami East,Miami State High School,"Gold Coast Highway, MIAMI EAST, QLD Australia 4220",-28.062523,153.438648,QLD,Assisted Access
Miami West,Miami State School,"18-36 Oceanic Drive, MERMAID WATERS, QLD Australia 4218",-28.06027887,153.42581034,QLD,Full Access
Middle Park,Middle Park State School,"27 MacFarlane Street, MIDDLE PARK, QLD Australia 4074",-27.559976,152.91853700000001,QLD,Full Access
Middle Ridge,Middle Ridge State School,"203 Spring Street, TOOWOOMBA, QLD Australia 4350",-27.60136387,151.95607781,QLD,Assisted Access
Middlemount,Middlemount Community School,"James Randell Drive, MIDDLEMOUNT, QLD Australia 4746",-22.81141313,148.70093822,QLD,Assisted Access
Miles,Leichhardt Centre,"29 Dawson Street, MILES, QLD Australia 4415",-26.658559999999998,150.18669,QLD,Full Access
Millaa Millaa,Millaa Millaa State School,"1 Beech Street, MILLAA MILLAA, QLD Australia 4886",-17.51289086,145.61000347,QLD,Full Access
Millmerran,Millmerran State School,"19 Simmons Street, MILLMERRAN, QLD Australia 4357",-27.87777659,151.26517296,QLD,Full Access
Minden,Minden State School,"1032 Lowood-Minden Road, MINDEN, QLD Australia 4311",-27.554574,152.54321099999999,QLD,Full Access
Mirani,Mirani State School,"12 Maud Street, MIRANI, QLD Australia 4754",-21.16152129,148.86237502,QLD,Full Access
Mirriwinni,Mirriwinni State School,"3 Whitman Street, MIRRIWINNI, QLD Australia 4871",-17.40239242,145.91009974,QLD,Full Access
Mission Beach,Mission Beach State School,"21-101 Webb Road, WONGALING BEACH, QLD Australia 4852",-17.90418036,146.0923934,QLD,Full Access
Mitchell,Mitchell Shire Hall,"2 - 6 Cambridge Street, MITCHELL, QLD Australia 4465",-26.48639943,147.97898412,QLD,Full Access
Mitchelton South,Mitchelton State School,"47 Glen Retreat Road, MITCHELTON, QLD Australia 4053",-27.41277864,152.9694888,QLD,Assisted Access
Broadbeach Waters,Broadbeach Senior Citizens Centre,"23 T E Peters Drive, BROADBEACH WATERS, QLD Australia 4218",-28.02745883,153.42570305,QLD,Full Access
